timestamp,voltage5V_v,voltage3V3_v,v3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5V_OC,hipower_5V_OC
2843612,4.50366,0.0,0,1,0,1,0,0,0
3343620,4.42793,0.0,0,1,0,1,0,0,0
3853612,4.56006,0.0,0,1,0,1,0,0,0
4353619,4.34897,0.0,0,1,0,1,0,0,0
4853615,4.44565,0.0,0,1,0,1,0,0,0
5353620,4.53267,0.0,0,1,0,1,0,0,0
5853612,4.4811,0.0,0,1,0,1,0,0,0
