timestamp,roll,pitch,yaw,thrust
4164003,0.0,0.0,0.0,0.0
4168020,0.0,0.0,0.0,0.0
4200012,0.0,0.0,0.0,0.0
4228092,0.0,0.0,0.0,0.0
4260813,0.0,0.0,0.0,0.0
4292802,0.0,0.0,0.0,0.0
4321670,0.0,0.0,0.0,0.0
4355217,0.0,0.0,0.0,0.0
4387189,0.0,0.0,0.0,0.0
4419262,0.0,0.0,0.0,0.0
4451243,0.0,0.0,0.0,0.0
4483292,0.0,0.0,0.0,0.0
4511231,0.0,0.0,0.0,0.0
4543217,0.0,0.0,0.0,0.0
4575213,0.0,0.0,0.0,0.0
4607214,0.0,0.0,0.0,0.0
4639247,0.0,0.0,0.0,0.0
4671240,0.0,0.0,0.0,0.0
4703212,0.0,0.0,0.0,0.0
4735250,0.0,0.0,0.0,0.0
4763205,0.0,0.0,0.0,0.0
4795227,0.0,0.0,0.0,0.0
4827245,0.0,0.0,0.0,0.0
4859239,0.0,0.0,0.0,0.0
4891225,0.0,0.0,0.0,0.0
4923251,0.0,0.0,0.0,0.0
4955250,0.0,0.0,0.0,0.0
4987246,0.0,0.0,0.0,0.0
5015241,0.0,0.0,0.0,0.0
5047214,0.0,0.0,0.0,0.0
5079209,0.0,0.0,0.0,0.0
5111269,0.0,0.0,0.0,0.0
5143270,0.0,0.0,0.0,0.0
5175259,0.0,0.0,0.0,0.0
5207216,0.0,0.0,0.0,0.0
5239281,0.0,0.0,0.0,0.0
5271266,0.0,0.0,0.0,0.0
5303258,0.0,0.0,0.0,0.0
5335227,0.0,0.0,0.0,0.0
5367264,0.0,0.0,0.0,0.0
5399299,0.0,0.0,0.0,0.0
5431250,0.0,0.0,0.0,0.0
5463216,0.0,0.0,0.0,0.0
5495186,0.0,0.0,0.0,0.0
5527223,0.0,0.0,0.0,0.0
5559187,0.0,0.0,0.0,0.0
5591181,0.0,0.0,0.0,0.0
5623226,0.0,0.0,0.0,0.0
5655220,0.0,0.0,0.0,0.0
5684046,0.0,0.0,0.0,0.0
5716062,0.0,0.0,0.0,0.0
5748834,0.0,0.0,0.0,0.0
5780807,0.0,0.0,0.0,0.0
5812806,0.0,0.0,0.0,0.0
5844841,0.0,0.0,0.0,0.0
5872814,0.0,0.0,0.0,0.0
5905610,0.0,0.0,0.0,0.0
5937637,0.0,0.0,0.0,0.0
5969616,0.0,0.0,0.0,0.0
