timestamp,rollspeed,pitchspeed,yawspeed,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
4112012,-0.0013613594,-0.006350741,0.013481898,0.0,0.0,0.0,0.0
4116025,-0.0026744762,-0.0053240787,0.011317002,0.0,0.0,0.0,0.0
4144058,-0.0010838247,-0.0051860074,0.015882866,0.0,0.0,0.0,0.0
4176053,-0.00024530137,-0.006069116,0.013819662,0.0,0.0,0.0,0.0
4208107,-0.002846193,-0.0057309754,0.017311266,0.0,0.0,0.0,0.0
4240032,-0.0010619615,-0.0060120067,0.015004772,0.0,0.0,0.0,0.0
4272836,-0.0010528776,-0.006547815,0.015902784,0.0,0.0,0.0,0.0
4304856,-0.00095240766,-0.0060686707,0.014546562,0.0,0.0,0.0,0.0
4335287,-0.0018843191,-0.0060182945,0.012959874,0.0,0.0,0.0,0.0
4367242,-9.215944e-05,-0.006320207,0.011738719,0.0,0.0,0.0,0.0
4399256,-0.0028086058,-0.007420258,0.012659217,0.0,0.0,0.0,0.0
4427209,-0.0046208836,-0.0057474794,0.013173702,0.0,0.0,0.0,0.0
4459267,-0.0030205557,-0.0073172487,0.015528998,0.0,0.0,0.0,0.0
4491284,-0.0021293866,-0.005525671,0.012490852,0.0,0.0,0.0,0.0
4523254,-0.00034967868,-0.003925496,0.012778161,0.0,0.0,0.0,0.0
4555242,-0.0026719745,-0.005748226,0.011808561,0.0,0.0,0.0,0.0
4587303,-0.0013915645,-0.0057673445,0.015403047,0.0,0.0,0.0,0.0
4619259,-0.0023822703,-0.005060832,0.014232262,0.0,0.0,0.0,0.0
4651307,-0.0024163988,-0.00634595,0.01269642,0.0,0.0,0.0,0.0
4679276,-0.0031320965,-0.0037635486,0.009559794,0.0,0.0,0.0,0.0
4711240,-0.002461554,-0.0063960114,0.014325149,0.0,0.0,0.0,0.0
4743233,-0.0029094692,-0.0056913374,0.015542881,0.0,0.0,0.0,0.0
4775280,-0.002138368,-0.008139916,0.0132715795,0.0,0.0,0.0,0.0
4807275,-0.0015678763,-0.008518267,0.014219996,0.0,0.0,0.0,0.0
4839269,-0.002541458,-0.008258642,0.014089057,0.0,0.0,0.0,0.0
4871262,-0.001994344,-0.006508886,0.0131692365,0.0,0.0,0.0,0.0
4903324,-0.0021788476,-0.004492365,0.017186178,0.0,0.0,0.0,0.0
4935282,-0.001759922,-0.0044920663,0.015830066,0.0,0.0,0.0,0.0
4967270,-0.0018357867,-0.005832257,0.0122652715,0.0,0.0,0.0,0.0
4999239,-0.001350532,-0.0042137736,0.012434125,0.0,0.0,0.0,0.0
5031291,-0.0026086823,-0.009056435,0.015411405,0.0,0.0,0.0,0.0
5063282,-0.0016770483,-0.0069642426,0.014920363,0.0,0.0,0.0,0.0
5095281,-0.0034936834,-0.0074522,0.014145538,0.0,0.0,0.0,0.0
5127244,-0.00020201587,-0.0073531917,0.011153087,0.0,0.0,0.0,0.0
5155288,-0.003149667,-0.006739954,0.013209369,0.0,0.0,0.0,0.0
5187245,0.00021737836,-0.008075775,0.01452469,0.0,0.0,0.0,0.0
5219282,-0.0030792265,-0.006419288,0.013111173,0.0,0.0,0.0,0.0
5251301,-0.0016872941,-0.0064200605,0.014183174,0.0,0.0,0.0,0.0
5283292,-0.0017043771,-0.0064863013,0.014089578,0.0,0.0,0.0,0.0
5315249,-0.0025021106,-0.0076362896,0.0138987005,0.0,0.0,0.0,0.0
5347322,-0.0040054466,-0.0057589123,0.013938037,0.0,0.0,0.0,0.0
5379274,-0.0006970048,-0.0054000774,0.013354613,0.0,0.0,0.0,0.0
5407339,-0.0009767682,-0.005925809,0.014513412,0.0,0.0,0.0,0.0
5439290,-0.0018282679,-0.005674413,0.012914615,0.0,0.0,0.0,0.0
5471284,-0.0018833852,-0.0051217717,0.012600056,0.0,0.0,0.0,0.0
5503219,-0.0022543836,-0.007940136,0.012328357,0.0,0.0,0.0,0.0
5535287,-0.0036889936,-0.0067334548,0.015042457,0.0,0.0,0.0,0.0
5567258,-0.00049048424,-0.0074099055,0.012673285,0.0,0.0,0.0,0.0
5599260,-0.0014710583,-0.0063817757,0.012650237,0.0,0.0,0.0,0.0
5631214,-0.0028898346,-0.009507981,0.014410606,0.0,0.0,0.0,0.0
5663281,-0.0021408985,-0.004946754,0.014507845,0.0,0.0,0.0,0.0
5696114,-0.0017665246,-0.0042934655,0.01575512,0.0,0.0,0.0,0.0
5728031,-0.0045620627,-0.005831954,0.014737419,0.0,0.0,0.0,0.0
5760844,-0.0015578395,-0.006114483,0.011425411,0.0,0.0,0.0,0.0
5792835,-0.00036857405,-0.00563195,0.0144600235,0.0,0.0,0.0,0.0
5824845,-0.0006273782,-0.0060106553,0.01378502,0.0,0.0,0.0,0.0
5856863,-0.0031818652,-0.0049361237,0.014213706,0.0,0.0,0.0,0.0
5888835,-0.0018928581,-0.005062486,0.013485489,0.0,0.0,0.0,0.0
5921683,0.0005887524,-0.00529209,0.011010408,0.0,0.0,0.0,0.0
5949641,-0.00074916775,-0.006191981,0.014142594,0.0,0.0,0.0,0.0
