timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,gps_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,vision_attitude_timestamp_rel,vision_position_timestamp_rel
3038295,32767,32767,32767,32767,32767,-63,32767,32767
3042300,32767,32767,32767,32767,32767,32767,32767,32767
3046294,32767,32767,32767,32767,-58,-40,32767,32767
3050294,32767,32767,32767,32767,32767,32767,32767,32767
3054294,32767,32767,32767,32767,32767,32767,32767,32767
3058326,32767,32767,32767,32767,32767,-65,32767,32767
3062301,32767,32767,32767,32767,32767,32767,32767,32767
3066344,32767,32767,32767,32767,32767,-41,32767,32767
3070294,32767,32767,32767,32767,-75,32767,32767,32767
3074294,32767,32767,32767,32767,32767,32767,32767,32767
3078295,32767,32767,32767,32767,-47,-64,32767,32767
3082300,32767,32767,32767,32767,32767,32767,32767,32767
3086344,32767,32767,32767,32767,32767,-41,32767,32767
3090294,32767,32767,32767,32767,-58,32767,32767,32767
3094294,32767,32767,32767,32767,32767,32767,32767,32767
3098294,32767,32767,32767,32767,32767,-63,32767,32767
3102301,32767,32767,32767,32767,32767,32767,32767,32767
3106331,32767,32767,32767,32767,32767,-41,32767,32767
3110294,32767,32767,32767,32767,32767,32767,32767,32767
3114294,32767,32767,32767,32767,-75,32767,32767,32767
3118294,32767,32767,32767,32767,32767,-63,32767,32767
3122301,32767,32767,32767,32767,-48,32767,32767,32767
3126342,32767,32767,32767,32767,32767,-41,32767,32767
3130295,32767,32767,32767,32767,32767,32767,32767,32767
3134294,32767,32767,32767,32767,-58,32767,32767,32767
3138294,32767,32767,32767,32767,32767,-72,32767,32767
3142320,32767,32767,32767,32767,32767,32767,32767,32767
3146312,32767,32767,32767,32767,32767,-40,32767,32767
3150271,32767,32767,32767,32767,32767,32767,32767,32767
3154301,32767,32767,32767,32767,32767,32767,32767,32767
3158271,32767,32767,32767,32767,-75,-72,32767,32767
3162281,32767,32767,32767,32767,32767,32767,32767,32767
3166271,32767,32767,32767,32767,-47,-40,32767,32767
3170271,32767,32767,32767,32767,32767,32767,32767,32767
3174301,32767,32767,32767,32767,32767,32767,32767,32767
3178270,32767,32767,32767,32767,-58,-72,32767,32767
3182277,32767,32767,32767,32767,32767,32767,32767,32767
3186270,32767,32767,32767,32767,32767,-40,32767,32767
3190271,32767,32767,32767,32767,32767,32767,32767,32767
3194271,32767,32767,32767,32767,32767,32767,32767,32767
3198271,32767,32767,32767,32767,32767,-71,32767,32767
3202277,32767,32767,32767,32767,-76,32767,32767,32767
3206270,32767,32767,32767,32767,32767,-40,32767,32767
3210271,32767,32767,32767,32767,-47,32767,32767,32767
3214270,32767,32767,32767,32767,32767,32767,32767,32767
3218271,32767,32767,32767,32767,32767,-71,32767,32767
3222270,32767,32767,32767,32767,-58,32767,32767,32767
3226303,32767,32767,32767,32767,32767,32767,32767,32767
3230270,32767,32767,32767,32767,32767,32767,32767,32767
3234313,32767,32767,32767,32767,32767,32767,32767,32767
3238271,32767,32767,32767,32767,32767,-71,32767,32767
3242270,32767,32767,32767,32767,32767,32767,32767,32767
3246274,32767,32767,32767,32767,-75,-64,32767,32767
3250277,32767,32767,32767,32767,32767,32767,32767,32767
3254310,32767,32767,32767,32767,-48,-41,32767,32767
3258271,32767,32767,32767,32767,32767,32767,32767,32767
3262271,32767,32767,32767,32767,32767,32767,32767,32767
3266270,32767,32767,32767,32767,-58,-63,32767,32767
3270277,32767,32767,32767,32767,32767,32767,32767,32767
3274273,32767,32767,32767,32767,32767,-40,32767,32767
3278271,32767,32767,32767,32767,32767,32767,32767,32767
3282270,32767,32767,32767,32767,32767,32767,32767,32767
3286271,32767,32767,32767,32767,32767,-63,32767,32767
3290277,32767,32767,32767,32767,-76,32767,32767,32767
3294305,32767,32767,32767,32767,32767,-41,32767,32767
3298271,32767,32767,32767,32767,-58,32767,32767,32767
3302278,32767,32767,32767,32767,32767,32767,32767,32767
3306270,32767,32767,32767,32767,32767,-64,32767,32767
3310309,32767,32767,32767,32767,-69,32767,32767,32767
3314271,32767,32767,32767,32767,32767,-39,32767,32767
3318271,32767,32767,32767,32767,32767,32767,32767,32767
3322271,32767,32767,32767,32767,32767,32767,32767,32767
3326271,32767,32767,32767,32767,32767,-64,32767,32767
3330280,32767,32767,32767,32767,-47,32767,32767,32767
3334271,32767,32767,32767,32767,32767,-40,32767,32767
3338271,32767,32767,32767,32767,32767,32767,32767,32767
3342270,32767,32767,32767,32767,-58,32767,32767,32767
3346270,32767,32767,32767,32767,32767,-71,32767,32767
3350277,32767,32767,32767,32767,32767,32767,32767,32767
3354270,32767,32767,32767,32767,-68,-40,32767,32767
3358271,32767,32767,32767,32767,32767,32767,32767,32767
3362313,32767,32767,32767,32767,32767,32767,32767,32767
