timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
4142324,0.141668,0.540688,0.895567
4151869,0.157478,0.548852,0.911054
4162300,0.160949,0.54899,0.907649
4171872,0.160949,0.54899,0.907649
4182300,0.148676,0.551089,0.899335
4191069,0.148776,0.536352,0.915685
4200731,0.159276,0.550266,0.919575
4211069,0.150575,0.544791,0.92449
4220720,0.159149,0.537038,0.898702
4231069,0.153985,0.54534,0.910933
4242300,0.159191,0.540276,0.905612
4251101,0.1644,0.549264,0.90086
4260693,0.166146,0.547508,0.900778
4261536,0.166301,0.546479,0.926157
4271110,0.162787,0.543103,0.922652
4280693,0.162787,0.543103,0.922652
4291101,0.159233,0.543515,0.912522
4299899,0.147042,0.545065,0.917744
4310309,0.150532,0.53804,0.917438
4319901,0.164546,0.551816,0.92469
4331104,0.159293,0.536078,0.922389
4339899,0.145327,0.546616,0.922901
4351073,0.161035,0.558979,0.921612
4359893,0.164503,0.545065,0.917637
4371081,0.155779,0.529189,0.918741
4379908,0.155779,0.529189,0.918741
4399069,0.162828,0.542829,0.92942
4408693,0.152289,0.539728,0.91919
4419143,0.154106,0.533978,0.930809
4428693,0.167997,0.555604,0.918043
4439113,0.155783,0.546753,0.919454
4448693,0.14704,0.53804,0.917459
4459118,0.159295,0.543103,0.922674
4468693,0.159277,0.553779,0.919717
4479120,0.157537,0.537903,0.920779
4489531,0.157537,0.537903,0.920779
4499140,0.157561,0.548304,0.92459
4507900,0.154047,0.544928,0.921085
4519109,0.152373,0.542691,0.932868
4527900,0.159314,0.53594,0.925773
4539092,0.148696,0.550952,0.902719
4547900,0.152332,0.546479,0.926243
4559092,0.162785,0.532565,0.922225
4567900,0.167913,0.549127,0.904223
4579092,0.166275,0.525539,0.921919
4587882,0.166275,0.525539,0.921919
4607091,0.166154,0.540414,0.902185
4616700,0.143509,0.54534,0.910997
4627106,0.162768,0.550266,0.919553
4636700,0.160991,0.548715,0.914417
4647096,0.157524,0.566142,0.918534
4656700,0.154006,0.545202,0.914317
4667126,0.157541,0.551953,0.921348
4676700,0.148817,0.536078,0.922453
4687093,0.162747,0.54689,0.916027
4697493,0.162747,0.54689,0.916027
4707092,0.155742,0.547027,0.912686
4715893,0.157396,0.552914,0.897661
4727093,0.162703,0.536626,0.908832
4735893,0.153944,0.549127,0.904308
4747093,0.13489,0.535803,0.929306
4755897,0.143532,0.555741,0.914809
4767092,0.160885,0.538863,0.89707
4775869,0.162723,0.536489,0.912216
4787092,0.157456,0.545477,0.907528
4795896,0.162744,0.536352,0.9156
4815092,0.173185,0.561216,0.909765
4824700,0.146957,0.535076,0.903781
4835092,0.148739,0.55419,0.909629
4844702,0.150492,0.541827,0.910812
4855098,0.157477,0.54534,0.910912
4864701,0.162642,0.540551,0.898823
4875092,0.164381,0.556427,0.897761
4884693,0.148695,0.543926,0.902434
4895099,0.159211,0.540139,0.908996
4905480,0.159211,0.540139,0.908996
4915093,0.159211,0.540139,0.908996
4923893,0.15225,0.547027,0.912707
4935093,0.152147,0.551226,0.89593
4943913,0.159193,0.547302,0.905897
4955093,0.15915,0.544064,0.898987
4963913,0.169671,0.554327,0.906118
4975092,0.159193,0.550815,0.906039
4983925,0.16438,0.552914,0.897619
4995093,0.164401,0.552777,0.901003
5003898,0.157332,0.5463,0.887225
5023950,0.157332,0.5463,0.887225
5032669,0.167957,0.559391,0.911418
5043092,0.157438,0.556152,0.904572
5052669,0.166197,0.547165,0.909238
5063092,0.148758,0.55054,0.912871
5072679,0.146897,0.546026,0.894057
5083092,0.155638,0.547714,0.895766
5092669,0.162723,0.532977,0.912073
5103092,0.148631,0.537313,0.891998
5112669,0.160925,0.535076,0.903696
5123093,0.160925,0.535076,0.903696
5133493,0.160925,0.535076,0.903696
5143100,0.143572,0.551953,0.921434
5151937,0.143552,0.555604,0.918192
5163100,0.159214,0.550677,0.909423
5171917,0.169671,0.554327,0.906118
5183100,0.146959,0.545614,0.904208
5191912,0.162686,0.554327,0.90616
5203100,0.141673,0.558252,0.896279
5211935,0.146961,0.55264,0.904493
5223100,0.152188,0.547439,0.902556
5231870,0.152188,0.547439,0.902556
5240692,0.171322,0.549676,0.890666
5251101,0.150513,0.54169,0.914196
5260693,0.157479,0.552365,0.911197
5271100,0.146961,0.55264,0.904493
5280692,0.14694,0.549264,0.900967
5291100,0.162728,0.554053,0.912928
5300692,0.148739,0.55419,0.909629
5311100,0.152105,0.547988,0.88902
5320706,0.171365,0.556427,0.897718
5331100,0.171365,0.556427,0.897718
5341493,0.171365,0.556427,0.897718
5351100,0.15911,0.547851,0.892361
5359901,0.155656,0.537038,0.898723
5371100,0.159232,0.540002,0.91238
5379912,0.145204,0.550952,0.902741
5391100,0.153904,0.552914,0.897683
5399869,0.157414,0.542239,0.900618
5411100,0.157393,0.538863,0.897092
5419869,0.167953,0.54534,0.910848
5431100,0.159187,0.526225,0.905042
5439870,0.159187,0.526225,0.905042
5448701,0.150433,0.55629,0.90123
5459099,0.167892,0.549264,0.900839
5468693,0.160988,0.538177,0.91399
5479069,0.150495,0.555878,0.911382
5488703,0.146899,0.553051,0.894342
5499068,0.150367,0.539138,0.890367
5508722,0.139974,0.542101,0.904108
5519068,0.15403,0.559116,0.918271
5528710,0.155618,0.547851,0.892383
5539069,0.155618,0.547851,0.892383
5548736,0.155618,0.547851,0.892383
5559069,0.166092,0.540825,0.892034
5567892,0.178326,0.542513,0.893722
5578331,0.173224,0.550403,0.916106
5587892,0.152228,0.543652,0.909181
5599069,0.173141,0.550952,0.90257
5607899,0.167955,0.552365,0.911133
5619069,0.160989,0.54169,0.914132
5627899,0.159193,0.550815,0.906039
5639069,0.160967,0.538314,0.910606
5647900,0.160967,0.538314,0.910606
5656697,0.155655,0.530013,0.898438
5667068,0.145264,0.540002,0.912465
5676714,0.155738,0.532977,0.912116
5687068,0.146919,0.549401,0.897583
5696721,0.155742,0.547027,0.912686
5707068,0.15572,0.543652,0.909159
5716700,0.15223,0.550677,0.909466
5727068,0.157437,0.549127,0.904287
5736693,0.155699,0.540276,0.905633
5747068,0.159188,0.529738,0.905185
5756705,0.159188,0.529738,0.905185
5766336,0.16969,0.547165,0.909217
5775906,0.1469,0.556564,0.894484
5787092,0.157436,0.545614,0.904144
5795900,0.153921,0.538726,0.900497
5807092,0.16793,0.534939,0.907037
5815900,0.162745,0.539865,0.915742
5827092,0.157456,0.545477,0.907528
5835900,0.16093,0.556152,0.90455
5847124,0.155661,0.554602,0.899435
5855901,0.155661,0.554602,0.899435
5864692,0.14173,0.540276,0.905719
5875099,0.141831,0.529052,0.922211
5884693,0.161054,0.551816,0.924711
5895098,0.152232,0.557703,0.909751
5904692,0.162702,0.533114,0.908689
5915100,0.155823,0.539453,0.925936
5924693,0.138326,0.560804,0.92013
5935092,0.141813,0.539728,0.919254
5944693,0.160968,0.541827,0.910748
5955102,0.152253,0.561078,0.913277
5964725,0.152253,0.561078,0.913277
5973493,0.143519,0.545271,0.912689
5975092,0.14355,0.545065,0.917765
