timestamp,load,ram_usage
180511503,0.470767,0.8543742
181512233,0.473817,0.8543742
182513484,0.469096,0.8543742
183514490,0.471485,0.8543742
184514879,0.465921,0.8543742
185516047,0.466323,0.8543742
186515473,0.473223,0.8543742
187515776,0.47009102,0.8543742
188517605,0.476003,0.8543742
189517655,0.469215,0.8543742
190518582,0.47117501,0.8543742
192520844,0.46881,0.8543742
193521435,0.474957,0.8543742
194522769,0.470612,0.8543742
195523435,0.471064,0.8543742
196525435,0.472942,0.8543742
197527190,0.470344,0.8543742
198527469,0.461749,0.8543742
199527519,0.471735,0.8543742
200528679,0.475073,0.8543742
201530740,0.46748,0.8543742
202530435,0.47564802,0.8543742
203532051,0.470965,0.8543742
204531435,0.468862,0.8543742
205531466,0.465005,0.8543742
206533014,0.46943,0.8543742
207533553,0.474105,0.8543742
208534503,0.468298,0.8543742
209535435,0.471355,0.8543742
210536510,0.471415,0.8543742
211537435,0.465247,0.8543742
212538920,0.468703,0.8543742
213538435,0.470957,0.8543742
214540502,0.470534,0.8543742
215542586,0.473129,0.8543742
216543648,0.471989,0.8543742
217544747,0.473294,0.8543742
218544714,0.464809,0.8543742
219545673,0.472398,0.8543742
220545588,0.470821,0.8543742
221545470,0.472871,0.8543742
222546452,0.469944,0.8543742
223546756,0.47356,0.8543742
224548088,0.465644,0.8543742
225548479,0.465749,0.8543742
226549564,0.47172,0.8543742
227549747,0.468802,0.8543742
228549435,0.475485,0.8543742
229550452,0.46884,0.8543742
230550619,0.472687,0.8543742
231551011,0.468491,0.8543742
232550615,0.46688,0.8543742
234553435,0.455907,0.8543742
235554921,0.47398,0.8543742
236554503,0.473712,0.8543742
237554552,0.470034,0.8543742
238556517,0.465025,0.8543742
239557808,0.469575,0.8543742
240557520,0.470259,0.8543742
241559141,0.46947,0.8543742
242558550,0.474619,0.8543742
243559992,0.463407,0.8543742
244560832,0.464874,0.8543742
245561830,0.458697,0.8543742
246561435,0.467751,0.8543742
247561630,0.467789,0.8543742
248561561,0.468012,0.8543742
249561741,0.470853,0.8543742
250561435,0.473239,0.8543742
251563155,0.462787,0.8543742
252563472,0.466276,0.8543742
253564588,0.470189,0.8543742
254565938,0.467539,0.8543742
255565776,0.46845,0.8543742
256567242,0.471701,0.8543742
257568249,0.470753,0.8543742
258569822,0.461212,0.8543742
259569562,0.469097,0.8543742
260569786,0.46423,0.8543742
261570435,0.469457,0.8543742
262571749,0.469457,0.8543742
263571541,0.46799,0.8543742
264572858,0.467772,0.8543742
265573571,0.462743,0.8543742
266574435,0.468118,0.8543742
267576993,0.468663,0.8543742
268577743,0.467531,0.8543742
269578435,0.470455,0.8543742
270581710,0.467949,0.8543742
