timestamp,load,ram_usage
3309508,0.468086,0.85356104
4316200,0.409782,0.86155725
5318227,0.436491,0.86243814
6318654,0.439888,0.8608118
7319882,0.448327,0.86284477
8320752,0.463012,0.85064715
9321644,0.481237,0.8501728
10323293,0.47563902,0.84956294
11324483,0.496908,0.85179913
12327532,0.488392,0.8501728
13327435,0.492399,0.8501728
14329506,0.500675,0.85179913
15330435,0.490496,0.85179913
16333551,0.485649,0.8501728
17333469,0.485687,0.85356104
18335101,0.4907,0.8536965
19335515,0.486445,0.8536965
20335435,0.48573402,0.8536965
21335909,0.485236,0.8536965
22335675,0.489342,0.8536965
23335476,0.480136,0.8536965
24337570,0.485736,0.8536965
25338521,0.486618,0.8536965
26339956,0.490468,0.8536965
27341049,0.487677,0.8536965
28344829,0.486632,0.8536965
29344752,0.485174,0.8536965
30344545,0.479357,0.8536965
31346173,0.488778,0.8536965
32346435,0.48751602,0.8536965
33346435,0.486279,0.8536965
34346509,0.492678,0.8536965
35347795,0.488788,0.8536965
36348327,0.48493,0.8536965
37350717,0.478014,0.8536965
38350449,0.487745,0.8536965
39351469,0.489452,0.8536965
40353859,0.486279,0.8536965
41354672,0.485685,0.8536965
42356005,0.48643202,0.8536965
43356548,0.482912,0.8536965
44357594,0.486687,0.8536965
46358515,0.46396402,0.8536965
47359435,0.470411,0.8536965
48360688,0.465854,0.8536965
49361517,0.467936,0.8536965
50361435,0.457845,0.8536965
51363169,0.467873,0.8536965
52363783,0.466354,0.8536965
53364853,0.465927,0.8536965
54366325,0.468641,0.8536965
55367198,0.46546,0.8536965
56366435,0.463704,0.8536965
57368018,0.459907,0.8536965
58367435,0.469614,0.8536965
59367769,0.464695,0.8536965
60368846,0.471436,0.8536965
61370408,0.472281,0.8543742
62371470,0.468515,0.8543742
63374472,0.458616,0.8543742
64375966,0.463442,0.8543742
65376585,0.469076,0.8543742
66379093,0.465519,0.8543742
67378557,0.469127,0.8543742
68378435,0.46702302,0.8543742
69379438,0.465822,0.8543742
70382521,0.462198,0.8543742
71385435,0.471766,0.8543742
72385877,0.473983,0.8543742
73386979,0.469469,0.8543742
74387509,0.46544,0.8543742
75388551,0.469121,0.8543742
76389536,0.465539,0.8543742
77390435,0.455351,0.8543742
78391232,0.468188,0.8543742
79391484,0.468548,0.8543742
80393762,0.469659,0.8543742
81394435,0.472981,0.8543742
82396990,0.468203,0.8543742
83397692,0.468101,0.8543742
84397607,0.46527,0.8543742
85399978,0.465563,0.8543742
86399531,0.466028,0.8543742
87399585,0.468668,0.8543742
88402435,0.468398,0.8543742
89404260,0.465974,0.8543742
90405526,0.463172,0.8543742
91407062,0.464331,0.8543742
92407685,0.470409,0.8543742
93408990,0.470422,0.8543742
94409616,0.4667,0.8543742
95409641,0.470301,0.8543742
96411843,0.472779,0.8543742
97411435,0.461434,0.8543742
98411435,0.471406,0.8543742
99412819,0.470859,0.8543742
100413566,0.470225,0.8543742
101415859,0.470117,0.8543742
102416954,0.472323,0.8543742
103419129,0.468361,0.8543742
104418435,0.460562,0.8543742
105420852,0.464254,0.8543742
106421797,0.470424,0.8543742
107422539,0.470856,0.8543742
108423435,0.465348,0.8543742
109425606,0.465147,0.8543742
110425435,0.461883,0.8543742
111426599,0.464203,0.8543742
112428620,0.468447,0.8543742
113431246,0.468895,0.8543742
114430435,0.462633,0.8543742
115431526,0.465561,0.8543742
116434435,0.469676,0.8543742
117436031,0.462235,0.8543742
118436631,0.464468,0.8543742
119438587,0.468694,0.8543742
120440728,0.466876,0.8543742
121440623,0.472752,0.8543742
122441583,0.471506,0.8543742
123443043,0.469962,0.8543742
124443435,0.463849,0.8543742
125444934,0.47184,0.8543742
126444577,0.475463,0.8543742
127444551,0.471884,0.8543742
128446278,0.468032,0.8543742
129449133,0.474265,0.8543742
130450435,0.467669,0.8543742
131451820,0.464445,0.8543742
132452792,0.471065,0.8543742
133454310,0.474172,0.8543742
134455435,0.466653,0.8543742
135457435,0.459917,0.8543742
136459511,0.457325,0.8543742
137460498,0.458665,0.8543742
138461837,0.462321,0.8543742
139461886,0.468728,0.8543742
140463858,0.467791,0.8543742
141464599,0.46756,0.8543742
142466382,0.470531,0.8543742
143467435,0.468072,0.8543742
144469537,0.46474,0.8543742
145471103,0.470712,0.8543742
146470996,0.47453701,0.8543742
147470684,0.469462,0.8543742
148473524,0.470672,0.8543742
149475345,0.472125,0.8543742
150476625,0.46625,0.8543742
151477727,0.463959,0.8543742
152478435,0.466133,0.8543742
153480070,0.467214,0.8543742
154480728,0.470661,0.8543742
155482306,0.46644,0.8543742
156483435,0.470981,0.8543742
157486435,0.465098,0.8543742
158486435,0.460147,0.8543742
159486505,0.4733,0.8543742
160486509,0.471234,0.8543742
161487914,0.471146,0.8543742
162488757,0.47318,0.8543742
163490970,0.466073,0.8543742
164490469,0.458361,0.8543742
165491513,0.466575,0.8543742
166493699,0.470112,0.8543742
167495049,0.468128,0.8543742
168494435,0.468314,0.8543742
169496157,0.466439,0.8543742
170496595,0.470321,0.8543742
171498646,0.463326,0.8543742
172502338,0.469515,0.8543742
173503978,0.468038,0.8543742
174504055,0.47544602,0.8543742
175506469,0.471251,0.8543742
176507509,0.470932,0.8543742
177507758,0.465903,0.8543742
178508584,0.466135,0.8543742
179510573,0.471729,0.8543742
