timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
4485448,4485312,0.0005219349,-0.00013188011,-0.0046843323,0.0,0.0,0.0,0.0,-1.0
4489532,4489308,0.0003659029,-0.00034765273,-0.005238806,0.0,0.0,0.0,0.0,-1.0
4589445,4589280,-0.001599452,0.0010725668,-0.004148438,0.0,0.0,0.0,0.0,-1.0
4690217,4690087,0.0015185863,0.0022710895,-0.0052621756,0.0,0.0,0.0,0.0,-1.0
4794238,4794104,0.0005591051,-0.00015456107,-0.004646606,0.0,0.0,0.0,0.0,-1.0
4898175,4898048,0.00069734757,0.0011948788,-0.0050943247,0.0,0.0,0.0,0.0,-1.0
4998996,4998866,0.006624431,0.0043877964,-0.0051438143,0.0,0.0,0.0,0.0,-1.0
5098992,5098865,0.0057371706,0.007732085,-0.0040529026,0.0,0.0,0.0,0.0,-1.0
5203032,5202865,0.0057687545,0.00576951,-0.0045526205,0.0,0.0,0.0,0.0,-1.0
5303817,5303648,0.0030442192,0.0013106458,-0.004880387,0.0,0.0,0.0,0.0,-1.0
5403768,5403641,0.0014515147,-0.0001542512,-0.003877505,0.0,0.0,0.0,0.0,-1.0
5504624,5504479,0.0041521396,0.002408821,-0.004001906,0.0,0.0,0.0,0.0,-1.0
5608638,5608510,0.003765026,0.0009183113,-0.0038123594,0.0,0.0,0.0,0.0,-1.0
5709483,5709311,0.0040137013,0.0017059803,-0.0046661873,0.0,0.0,0.0,0.0,-1.0
5809518,5809279,0.0018135493,0.0027078828,-0.0042863516,0.0,0.0,0.0,0.0,-1.0
5914200,5914066,0.00069812586,0.0021966035,-0.0035699676,0.0,0.0,0.0,0.0,-1.0
6014210,6014073,0.00638848,0.0031172782,-0.0046192626,0.0,0.0,0.0,0.0,-1.0
6115771,6115642,0.005106481,0.002461648,-0.003760551,0.0,0.0,0.0,0.0,-1.0
6215808,6215683,-0.001529761,0.0013575598,-0.0013646856,0.0,0.0,0.0,0.0,-1.0
6319816,6319658,0.013881164,0.0011404462,-0.0006084203,0.0,0.0,0.0,0.0,-1.0
6419772,6419648,0.00043314951,0.004577905,0.0017535785,0.0,0.0,0.0,0.0,-1.0
6519779,6519642,-0.006439515,0.0017340862,0.0018950423,0.0,0.0,0.0,0.0,-1.0
6624653,6624511,-0.0049872957,0.0010371536,0.0068415375,0.0,0.0,0.0,0.0,-1.0
