timestamp,alt_max,landed,freefall,ground_contact,maybe_landed
3999477,inf,1,0,0,0
5015499,inf,1,0,0,0
6031460,inf,1,0,0,0
7038659,inf,1,0,0,0
8050146,inf,1,0,0,0
9054230,inf,1,0,0,0
11089743,inf,1,0,0,0
12102927,inf,1,0,0,0
13116649,inf,1,0,0,0
14133843,inf,1,0,0,0
15147830,inf,1,0,0,0
16148550,inf,1,0,0,0
17167518,inf,1,0,0,0
18185481,inf,1,0,0,0
19204525,inf,1,0,0,0
20208520,inf,1,0,0,0
21219470,inf,1,0,0,0
22231473,inf,1,0,0,0
23242484,inf,1,0,0,0
24257476,inf,1,0,0,0
25272544,inf,1,0,0,0
26291954,inf,1,0,0,0
27312514,inf,1,0,0,0
28320153,inf,1,0,0,0
29334316,inf,1,0,0,0
30351475,inf,1,0,0,0
31365473,inf,1,0,0,0
32379491,inf,1,0,0,0
33394480,inf,1,0,0,0
34410483,inf,1,0,0,0
35417522,inf,1,0,0,0
36432601,inf,1,0,0,0
37445482,inf,1,0,0,0
38462470,inf,1,0,0,0
39479476,inf,1,0,0,0
40493505,inf,1,0,0,0
41505515,inf,1,0,0,0
42521580,inf,1,0,0,0
43534470,inf,1,0,0,0
44547980,inf,1,0,0,0
45560563,inf,1,0,0,0
46563480,inf,1,0,0,0
47566260,inf,1,0,0,0
48573814,inf,1,0,0,0
49581499,inf,1,0,0,0
50592728,inf,1,0,0,0
51604570,inf,1,0,0,0
52613479,inf,1,0,0,0
53623334,inf,1,0,0,0
54630280,inf,1,0,0,0
55639470,inf,1,0,0,0
56645472,inf,1,0,0,0
57653361,inf,1,0,0,0
58657290,inf,1,0,0,0
59663902,inf,1,0,0,0
60683486,inf,1,0,0,0
61694242,inf,1,0,0,0
62702532,inf,1,0,0,0
63714132,inf,1,0,0,0
64723482,inf,1,0,0,0
65729473,inf,1,0,0,0
66730470,inf,1,0,0,0
67747116,inf,1,0,0,0
68763483,inf,1,0,0,0
69770470,inf,1,0,0,0
70777689,inf,1,0,0,0
71785470,inf,1,0,0,0
72796726,inf,1,0,0,0
73809607,inf,1,0,0,0
74812579,inf,1,0,0,0
75820149,inf,1,0,0,0
76831376,inf,1,0,0,0
77839470,inf,1,0,0,0
78849518,inf,1,0,0,0
79862470,inf,1,0,0,0
80872550,inf,1,0,0,0
81880594,inf,1,0,0,0
82890497,inf,1,0,0,0
83899513,inf,1,0,0,0
84911484,inf,1,0,0,0
85916588,inf,1,0,0,0
86928540,inf,1,0,0,0
87932572,inf,1,0,0,0
88938223,inf,1,0,0,0
89945678,inf,1,0,0,0
90952613,inf,1,0,0,0
91956598,inf,1,0,0,0
92963772,inf,1,0,0,0
93976502,inf,1,0,0,0
94979527,inf,1,0,0,0
95986470,inf,1,0,0,0
96995514,inf,1,0,0,0
98000580,inf,1,0,0,0
99004590,inf,1,0,0,0
100010725,inf,1,0,0,0
101015479,inf,1,0,0,0
102027470,inf,1,0,0,0
103037532,inf,1,0,0,0
104047836,inf,1,0,0,0
105048577,inf,1,0,0,0
106059530,inf,1,0,0,0
107065876,inf,1,0,0,0
108077099,inf,1,0,0,0
109077512,inf,1,0,0,0
110087081,inf,1,0,0,0
111091523,inf,1,0,0,0
112097752,inf,1,0,0,0
113102498,inf,1,0,0,0
114113473,inf,1,0,0,0
115128568,inf,1,0,0,0
116147507,inf,1,0,0,0
117153771,inf,1,0,0,0
118161695,inf,1,0,0,0
119176871,inf,1,0,0,0
120177470,inf,1,0,0,0
121183489,inf,1,0,0,0
122192527,inf,1,0,0,0
123202480,inf,1,0,0,0
124214469,inf,1,0,0,0
125226498,inf,1,0,0,0
126231317,inf,1,0,0,0
127238234,inf,1,0,0,0
128246473,inf,1,0,0,0
129250500,inf,1,0,0,0
130265480,inf,1,0,0,0
131276522,inf,1,0,0,0
132287032,inf,1,0,0,0
133297896,inf,1,0,0,0
134317474,inf,1,0,0,0
135327052,inf,1,0,0,0
136334471,inf,1,0,0,0
137338201,inf,1,0,0,0
138347470,inf,1,0,0,0
139359949,inf,1,0,0,0
140367531,inf,1,0,0,0
141376502,inf,1,0,0,0
142386208,inf,1,0,0,0
143399482,inf,1,0,0,0
144413559,inf,1,0,0,0
145435515,inf,1,0,0,0
146443476,inf,1,0,0,0
147458526,inf,1,0,0,0
148474470,inf,1,0,0,0
149487083,inf,1,0,0,0
150492275,inf,1,0,0,0
151497615,inf,1,0,0,0
152509509,inf,1,0,0,0
153521470,inf,1,0,0,0
154529482,inf,1,0,0,0
155535475,inf,1,0,0,0
156542470,inf,1,0,0,0
157556554,inf,1,0,0,0
158561470,inf,1,0,0,0
159571499,inf,1,0,0,0
160581663,inf,1,0,0,0
161590470,inf,1,0,0,0
162602470,inf,1,0,0,0
163606178,inf,1,0,0,0
164614480,inf,1,0,0,0
165623507,inf,1,0,0,0
166636578,inf,1,0,0,0
167640514,inf,1,0,0,0
168645560,inf,1,0,0,0
169655524,inf,1,0,0,0
170664591,inf,1,0,0,0
171669498,inf,1,0,0,0
172677455,inf,1,0,0,0
173688689,inf,1,0,0,0
174698479,inf,1,0,0,0
175711030,inf,1,0,0,0
176718253,inf,1,0,0,0
177732790,inf,1,0,0,0
178748189,inf,1,0,0,0
179749501,inf,1,0,0,0
180749590,inf,1,0,0,0
181758470,inf,1,0,0,0
182764286,inf,1,0,0,0
183766515,inf,1,0,0,0
184770470,inf,1,0,0,0
185780915,inf,1,0,0,0
186801477,inf,1,0,0,0
187805470,inf,1,0,0,0
188817643,inf,1,0,0,0
189830470,inf,1,0,0,0
190836834,inf,1,0,0,0
191838507,inf,1,0,0,0
192845620,inf,1,0,0,0
193860538,inf,1,0,0,0
194868548,inf,1,0,0,0
195876523,inf,1,0,0,0
196891470,inf,1,0,0,0
197906482,inf,1,0,0,0
198907470,inf,1,0,0,0
199919481,inf,1,0,0,0
200931470,inf,1,0,0,0
201939473,inf,1,0,0,0
202952528,inf,1,0,0,0
203961707,inf,1,0,0,0
204973474,inf,1,0,0,0
205980552,inf,1,0,0,0
206994516,inf,1,0,0,0
207999487,inf,1,0,0,0
209009538,inf,1,0,0,0
210020548,inf,1,0,0,0
211027484,inf,1,0,0,0
212041132,inf,1,0,0,0
213051481,inf,1,0,0,0
214056514,inf,1,0,0,0
215062470,inf,1,0,0,0
216072515,inf,1,0,0,0
217077513,inf,1,0,0,0
218087481,inf,1,0,0,0
219095470,inf,1,0,0,0
220103370,inf,1,0,0,0
221104554,inf,1,0,0,0
222113507,inf,1,0,0,0
223132332,inf,1,0,0,0
224134219,inf,1,0,0,0
225141524,inf,1,0,0,0
226153482,inf,1,0,0,0
227171344,inf,1,0,0,0
228178536,inf,1,0,0,0
229188684,inf,1,0,0,0
230203770,inf,1,0,0,0
231206507,inf,1,0,0,0
232216634,inf,1,0,0,0
235237422,inf,1,0,0,0
236249503,inf,1,0,0,0
237261470,inf,1,0,0,0
238266470,inf,1,0,0,0
239278470,inf,1,0,0,0
240292550,inf,1,0,0,0
241296544,inf,1,0,0,0
242306481,inf,1,0,0,0
243315484,inf,1,0,0,0
244322465,inf,1,0,0,0
245329470,inf,1,0,0,0
246340149,inf,1,0,0,0
247344522,inf,1,0,0,0
248351470,inf,1,0,0,0
249360592,inf,1,0,0,0
250371704,inf,1,0,0,0
251377682,inf,1,0,0,0
252387860,inf,1,0,0,0
253399040,inf,1,0,0,0
254405663,inf,1,0,0,0
255414481,inf,1,0,0,0
256433470,inf,1,0,0,0
257445724,inf,1,0,0,0
258454470,inf,1,0,0,0
259463112,inf,1,0,0,0
260469684,inf,1,0,0,0
261483470,inf,1,0,0,0
262492576,inf,1,0,0,0
263493564,inf,1,0,0,0
264508637,inf,1,0,0,0
265513482,inf,1,0,0,0
266517474,inf,1,0,0,0
267525476,inf,1,0,0,0
