timestamp,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],n_states,vibe[0],vibe[1],vibe[2],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],control_mode_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,gps_check_fail_flags,filter_fault_flags,innovation_check_flags,solution_status_flags,nan_flags,health_flags,timeout_flags,pre_flt_fail
3304817,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6523876e-10,1.1029825e-05,0.0006031001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,164,0,0,0,0
3509707,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.58027e-10,1.3415114e-05,0.0006635036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,164,0,0,0,0
3710526,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.842322e-10,1.2690422e-05,0.00066079514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,164,0,0,0,0
3911365,0.9836409,-0.034107428,0.018360319,-0.17592643,0.0004250724,-8.7174616e-05,0.007921337,-1.5538988e-06,1.9452613e-05,0.10231649,-1.6015986e-10,-2.7861785e-07,3.8115256e-06,-5.880272e-10,-1.5705921e-09,2.2437634e-08,0.1563577,0.0067915,0.38806468,0.0,0.0,0.0,0.0,0.0,0.0,8.396052e-10,1.281821e-05,0.0006667325,5.873101e-05,0.0024880683,0.0024885666,0.0018308419,18.03776,18.037758,0.56248355,0.07725394,0.07725394,0.80092114,6.4000005e-07,6.399969e-07,6.3941974e-07,2.559999e-06,2.559999e-06,2.5600002e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530,0.0,0.0,0.019643163,0.0,4.6802975e-07,0.0015065087,0.0,0.0,0.0,0.0,0,0,0,164,0,0,0,0
4112997,0.9839209,-0.035373207,0.01806585,-0.17413269,-0.0009647306,-0.005248496,0.014742173,-9.394877e-06,-0.0002280017,0.050293345,1.9393794e-10,7.302782e-08,-8.5394583e-07,-1.8266679e-08,-7.768243e-08,9.689026e-07,0.1563577,0.0067915,0.38806468,0.0,0.0,0.0,0.0,0.0,0.0,8.212968e-10,1.2554001e-05,0.0007781823,3.897928e-05,0.0026647178,0.0026642466,0.0011853398,2.184706,2.184708,0.5574621,0.06228584,0.06228584,0.2972128,6.3999056e-07,6.399208e-07,6.2735614e-07,2.5598779e-06,2.559878e-06,2.5599475e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530,0.0,0.0,0.08206253,0.0,5.263454e-06,0.07008984,0.0,0.0,0.0,0.0,0,0,0,164,0,0,0,0
4313136,0.98371196,-0.03642327,0.017609129,-0.17513996,-0.0005246102,-0.010955697,0.019316299,-8.19154e-05,-0.00066171424,0.039717063,-6.922282e-08,-1.6219333e-06,2.1515341e-05,-3.853319e-08,-2.5630942e-07,2.3297528e-06,0.1563577,0.0067915,0.38806468,0.0,0.0,0.0,0.0,0.0,0.0,7.3013545e-10,1.148688e-05,0.000607922,3.3868626e-05,0.003019637,0.003018785,0.0009991372,0.58021754,0.5802168,0.5358846,0.042325713,0.042325698,0.20615701,6.397193e-07,6.394524e-07,5.925666e-07,2.5590198e-06,2.5590207e-06,2.559327e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530,0.0,0.0,0.0025647725,0.0,1.2598107e-05,0.009941322,0.0,0.0,0.0,0.0,0,0,0,164,0,0,0,0
4517708,0.983158,-0.0372286,0.017483646,-0.17806937,0.0011820069,-0.017027471,0.0766851,-4.9824896e-05,-0.001907965,0.10549671,-5.1852163e-07,-5.645091e-06,7.2562805e-05,3.0198717e-07,1.6905332e-09,-6.9204034e-06,0.1563577,0.0067915,0.38806468,0.0,0.0,0.0,0.0,0.0,0.0,6.95518e-10,1.1197289e-05,0.00060099387,3.3995002e-05,0.0034828354,0.003481754,0.00096481055,0.3372742,0.33726326,0.49290532,0.033318922,0.03331882,0.18389173,6.374135e-07,6.3681006e-07,5.336852e-07,2.5557665e-06,2.5557724e-06,2.556768e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530,0.0,0.0,0.038414534,0.0,3.522456e-05,0.0120686395,0.0,0.0,0.0,0.0,0,0,0,164,0,0,0,0
4718526,0.9823326,-0.037803553,0.01729007,-0.1824685,0.0013485199,-0.027863542,0.060434073,-8.182414e-05,-0.0033812053,0.09248169,-2.6209773e-06,-1.1826526e-05,0.00014352998,6.118407e-07,-2.3178259e-06,2.3936288e-06,0.1563577,0.0067915,0.38806468,0.0,0.0,0.0,0.0,0.0,0.0,7.9522616e-10,1.2189531e-05,0.0005972966,3.584233e-05,0.0038018366,0.0038007202,0.0009775731,0.3134209,0.31340355,0.42391786,0.027306866,0.027306614,0.17533217,6.244877e-07,6.2349284e-07,4.586326e-07,2.5461138e-06,2.5461334e-06,2.5491966e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530,0.0,0.0,0.041250136,0.0,7.16077e-05,0.015893446,0.0,0.0,0.0,0.0,0,0,0,164,0,0,0,0
4922528,0.9819307,-0.037964657,0.01720584,-0.18459383,-0.0011575748,-0.03264051,0.09859981,-9.1733755e-06,-0.00478645,0.13268967,-7.854041e-06,-1.5791955e-05,0.000170149,1.9555716e-06,-5.2702526e-06,-3.1239813e-06,0.1563577,0.0067915,0.38806468,0.0,0.0,0.0,0.0,0.0,0.0,8.7294766e-10,1.3218549e-05,0.00045403466,3.7953534e-05,0.0037136464,0.0037126932,0.0010035294,0.34114632,0.3411315,0.3487253,0.02665718,0.02665674,0.17420354,5.875077e-07,5.862157e-07,3.7913668e-07,2.5302218e-06,2.5302568e-06,2.534407e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530,0.0,0.0,0.00588779,0.0,0.00010136347,0.014964608,0.0,0.0,0.0,0.0,0,0,0,164,0,0,0,0
5123310,0.9810719,-0.037473205,0.01754599,-0.18917155,0.0033429763,-0.03235952,0.10301659,8.999885e-05,-0.0057789227,0.14481702,-1.5633534e-05,-2.286215e-05,0.00022533211,3.216803e-06,-9.429784e-06,1.5720249e-06,0.1563577,0.0067915,0.38806468,0.0,0.0,0.0,0.0,0.0,0.0,1.0603864e-09,1.6730815e-05,0.00051306916,3.7044585e-05,0.0033189473,0.0033181321,0.0009526318,0.35183075,0.3518063,0.28785384,0.028762426,0.028761813,0.17572299,5.3220833e-07,5.3071795e-07,2.9712726e-07,2.516451e-06,2.5164654e-06,2.513953e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530,0.0,0.0,0.029208887,0.0,0.00011719614,0.0061671357,0.0,0.0,0.0,0.0,0,0,0,164,0,0,0,0
