timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,gps_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,vision_attitude_timestamp_rel,vision_position_timestamp_rel
3537277,32767,32767,32767,32767,32767,-40,32767,32767
3541268,32767,32767,32767,32767,-48,32767,32767,32767
3545241,32767,32767,32767,32767,32767,32767,32767,32767
3549284,32767,32767,32767,32767,32767,-64,32767,32767
3553271,32767,32767,32767,32767,-58,32767,32767,32767
3557265,32767,32767,32767,32767,32767,-40,32767,32767
3561302,32767,32767,32767,32767,32767,32767,32767,32767
3565265,32767,32767,32767,32767,-68,32767,32767,32767
3569301,32767,32767,32767,32767,32767,-65,32767,32767
3573285,32767,32767,32767,32767,32767,32767,32767,32767
3577283,32767,32767,32767,32767,32767,-40,32767,32767
3581299,32767,32767,32767,32767,32767,32767,32767,32767
3585272,32767,32767,32767,32767,-48,32767,32767,32767
3589273,32767,32767,32767,32767,32767,-64,32767,32767
3593285,32767,32767,32767,32767,32767,32767,32767,32767
3597277,32767,32767,32767,32767,-58,-40,32767,32767
3601292,32767,32767,32767,32767,32767,32767,32767,32767
3605273,32767,32767,32767,32767,32767,32767,32767,32767
3609273,32767,32767,32767,32767,-68,-56,32767,32767
3613286,32767,32767,32767,32767,32767,32767,32767,32767
3617284,32767,32767,32767,32767,32767,-40,32767,32767
3621278,32767,32767,32767,32767,32767,32767,32767,32767
3625275,32767,32767,32767,32767,32767,32767,32767,32767
3629273,32767,32767,32767,32767,-48,-72,32767,32767
3633279,32767,32767,32767,32767,32767,32767,32767,32767
3637300,32767,32767,32767,32767,32767,-41,32767,32767
3641273,32767,32767,32767,32767,-58,32767,32767,32767
3645309,32767,32767,32767,32767,32767,32767,32767,32767
3649273,32767,32767,32767,32767,32767,-64,32767,32767
3653281,32767,32767,32767,32767,-68,32767,32767,32767
3657300,32767,32767,32767,32767,32767,-41,32767,32767
3661273,32767,32767,32767,32767,32767,32767,32767,32767
3665299,32767,32767,32767,32767,32767,32767,32767,32767
3669273,32767,32767,32767,32767,32767,-71,32767,32767
3673279,32767,32767,32767,32767,-48,32767,32767,32767
3677288,32767,32767,32767,32767,32767,-40,32767,32767
3681281,32767,32767,32767,32767,32767,32767,32767,32767
3685276,32767,32767,32767,32767,-58,32767,32767,32767
3689273,32767,32767,32767,32767,32767,-64,32767,32767
3693272,32767,32767,32767,32767,32767,32767,32767,32767
3697297,32767,32767,32767,32767,-68,-55,32767,32767
3701286,32767,32767,32767,32767,32767,32767,32767,32767
3706066,32767,32767,32767,32767,32767,-48,32767,32767
3710066,32767,32767,32767,32767,32767,32767,32767,32767
3714042,32767,32767,32767,32767,32767,32767,32767,32767
3718089,32767,32767,32767,32767,-55,-72,32767,32767
3722066,32767,32767,32767,32767,32767,32767,32767,32767
3726066,32767,32767,32767,32767,32767,-48,32767,32767
3730072,32767,32767,32767,32767,-66,32767,32767,32767
3734065,32767,32767,32767,32767,32767,32767,32767,32767
3738108,32767,32767,32767,32767,32767,-73,32767,32767
3742072,32767,32767,32767,32767,-73,32767,32767,32767
3746103,32767,32767,32767,32767,32767,-41,32767,32767
3750072,32767,32767,32767,32767,32767,32767,32767,32767
3754065,32767,32767,32767,32767,32767,32767,32767,32767
3758065,32767,32767,32767,32767,32767,-72,32767,32767
3762072,32767,32767,32767,32767,-55,32767,32767,32767
3766076,32767,32767,32767,32767,32767,-40,32767,32767
3770065,32767,32767,32767,32767,32767,32767,32767,32767
3774065,32767,32767,32767,32767,-66,32767,32767,32767
3778084,32767,32767,32767,32767,32767,-72,32767,32767
3782066,32767,32767,32767,32767,32767,32767,32767,32767
3786093,32767,32767,32767,32767,-73,32767,32767,32767
3790071,32767,32767,32767,32767,32767,32767,32767,32767
3794065,32767,32767,32767,32767,32767,-40,32767,32767
3798091,32767,32767,32767,32767,32767,32767,32767,32767
3802066,32767,32767,32767,32767,32767,32767,32767,32767
3806065,32767,32767,32767,32767,-55,-64,32767,32767
3810048,32767,32767,32767,32767,32767,32767,32767,32767
3814065,32767,32767,32767,32767,32767,-40,32767,32767
3818072,32767,32767,32767,32767,-66,32767,32767,32767
3822066,32767,32767,32767,32767,32767,32767,32767,32767
3826069,32767,32767,32767,32767,32767,-63,32767,32767
3830108,32767,32767,32767,32767,-74,32767,32767,32767
3834065,32767,32767,32767,32767,32767,-39,32767,32767
3838072,32767,32767,32767,32767,32767,32767,32767,32767
3842065,32767,32767,32767,32767,32767,32767,32767,32767
3846073,32767,32767,32767,32767,32767,-63,32767,32767
3850087,32767,32767,32767,32767,-55,32767,32767,32767
3854065,32767,32767,32767,32767,32767,-40,32767,32767
3858072,32767,32767,32767,32767,32767,32767,32767,32767
3862065,32767,32767,32767,32767,-66,32767,32767,32767
3866093,32767,32767,32767,32767,32767,-64,32767,32767
3870072,32767,32767,32767,32767,32767,32767,32767,32767
3874065,32767,32767,32767,32767,-74,-40,32767,32767
3878075,32767,32767,32767,32767,32767,32767,32767,32767
3882065,32767,32767,32767,32767,32767,32767,32767,32767
3886101,32767,32767,32767,32767,32767,-64,32767,32767
3890071,32767,32767,32767,32767,32767,32767,32767,32767
3894065,32767,32767,32767,32767,-55,-40,32767,32767
3898871,32767,32767,32767,32767,32767,32767,32767,32767
3902866,32767,32767,32767,32767,-44,-40,32767,32767
3906867,32767,32767,32767,32767,32767,32767,32767,32767
3910866,32767,32767,32767,32767,32767,32767,32767,32767
3914909,32767,32767,32767,32767,-55,-49,32767,32767
3918874,32767,32767,32767,32767,32767,32767,32767,32767
3923644,32767,32767,32767,32767,32767,-48,32767,32767
3927642,32767,32767,32767,32767,32767,32767,32767,32767
3931642,32767,32767,32767,32767,32767,32767,32767,32767
3935642,32767,32767,32767,32767,-42,-56,32767,32767
3939675,32767,32767,32767,32767,32767,32767,32767,32767
3943665,32767,32767,32767,32767,32767,-48,32767,32767
3947679,32767,32767,32767,32767,-52,32767,32767,32767
3951655,32767,32767,32767,32767,32767,32767,32767,32767
3955642,32767,32767,32767,32767,32767,-72,32767,32767
3959668,32767,32767,32767,32767,-62,32767,32767,32767
3963642,32767,32767,32767,32767,32767,-48,32767,32767
3967653,32767,32767,32767,32767,32767,32767,32767,32767
3971645,32767,32767,32767,32767,32767,32767,32767,32767
3975642,32767,32767,32767,32767,32767,-64,32767,32767
3979687,32767,32767,32767,32767,-42,32767,32767,32767
3983642,32767,32767,32767,32767,32767,-48,32767,32767
3987678,32767,32767,32767,32767,32767,32767,32767,32767
3991642,32767,32767,32767,32767,-61,-40,32767,32767
3995642,32767,32767,32767,32767,32767,32767,32767,32767
3999649,32767,32767,32767,32767,32767,32767,32767,32767
4003642,32767,32767,32767,32767,-71,-48,32767,32767
4007649,32767,32767,32767,32767,32767,32767,32767,32767
4011642,32767,32767,32767,32767,32767,-40,32767,32767
4015642,32767,32767,32767,32767,32767,32767,32767,32767
4019649,32767,32767,32767,32767,32767,32767,32767,32767
4023650,32767,32767,32767,32767,-51,-48,32767,32767
4027653,32767,32767,32767,32767,32767,32767,32767,32767
4031679,32767,32767,32767,32767,32767,-40,32767,32767
4035642,32767,32767,32767,32767,-62,32767,32767,32767
4039642,32767,32767,32767,32767,32767,32767,32767,32767
4043642,32767,32767,32767,32767,32767,-48,32767,32767
4047673,32767,32767,32767,32767,-67,32767,32767,32767
4051658,32767,32767,32767,32767,32767,-40,32767,32767
4055642,32767,32767,32767,32767,32767,32767,32767,32767
4059642,32767,32767,32767,32767,32767,32767,32767,32767
4063649,32767,32767,32767,32767,32767,32767,32767,32767
4067712,32767,32767,32767,32767,-53,32767,32767,32767
4071654,32767,32767,32767,32767,32767,-48,32767,32767
4075642,32767,32767,32767,32767,32767,32767,32767,32767
4080465,32767,32767,32767,32767,-70,32767,32767,32767
4084472,32767,32767,32767,32767,32767,-80,32767,32767
4088495,32767,32767,32767,32767,32767,32767,32767,32767
4092465,32767,32767,32767,32767,-74,-56,32767,32767
4096472,32767,32767,32767,32767,32767,32767,32767,32767
4100465,32767,32767,32767,32767,32767,-40,32767,32767
4104465,32767,32767,32767,32767,32767,32767,32767,32767
4108515,32767,32767,32767,32767,32767,32767,32767,32767
4112472,32767,32767,32767,32767,-68,-56,32767,32767
4116472,32767,32767,32767,32767,32767,32767,32767,32767
4120465,32767,32767,32767,32767,32767,-40,32767,32767
4124466,32767,32767,32767,32767,-73,32767,32767,32767
4128485,32767,32767,32767,32767,32767,32767,32767,32767
4132509,32767,32767,32767,32767,-51,-57,32767,32767
4136472,32767,32767,32767,32767,32767,32767,32767,32767
4140465,32767,32767,32767,32767,32767,-40,32767,32767
4144465,32767,32767,32767,32767,32767,32767,32767,32767
4148506,32767,32767,32767,32767,32767,32767,32767,32767
4152483,32767,32767,32767,32767,32767,-56,32767,32767
4156465,32767,32767,32767,32767,-73,32767,32767,32767
4160485,32767,32767,32767,32767,32767,-48,32767,32767
4164465,32767,32767,32767,32767,-50,32767,32767,32767
4168474,32767,32767,32767,32767,32767,32767,32767,32767
4172486,32767,32767,32767,32767,32767,-72,32767,32767
4176466,32767,32767,32767,32767,-60,32767,32767,32767
4180465,32767,32767,32767,32767,32767,-48,32767,32767
4184465,32767,32767,32767,32767,32767,32767,32767,32767
4188504,32767,32767,32767,32767,32767,32767,32767,32767
4192472,32767,32767,32767,32767,32767,-71,32767,32767
4196466,32767,32767,32767,32767,-50,32767,32767,32767
4200472,32767,32767,32767,32767,32767,-48,32767,32767
4204465,32767,32767,32767,32767,32767,32767,32767,32767
4208504,32767,32767,32767,32767,-66,32767,32767,32767
4212465,32767,32767,32767,32767,32767,-64,32767,32767
4216506,32767,32767,32767,32767,32767,32767,32767,32767
4220472,32767,32767,32767,32767,-73,-48,32767,32767
4224466,32767,32767,32767,32767,32767,32767,32767,32767
4228465,32767,32767,32767,32767,32767,32767,32767,32767
4232465,32767,32767,32767,32767,32767,-64,32767,32767
4236489,32767,32767,32767,32767,32767,32767,32767,32767
4240472,32767,32767,32767,32767,-67,-48,32767,32767
4244472,32767,32767,32767,32767,32767,32767,32767,32767
4248466,32767,32767,32767,32767,32767,-40,32767,32767
4252465,32767,32767,32767,32767,-73,32767,32767,32767
4256504,32767,32767,32767,32767,32767,32767,32767,32767
4260472,32767,32767,32767,32767,-50,-48,32767,32767
4264497,32767,32767,32767,32767,32767,32767,32767,32767
4268465,32767,32767,32767,32767,32767,-40,32767,32767
4272466,32767,32767,32767,32767,32767,32767,32767,32767
4276510,32767,32767,32767,32767,32767,32767,32767,32767
4280472,32767,32767,32767,32767,32767,-48,32767,32767
4284472,32767,32767,32767,32767,-73,32767,32767,32767
4288465,32767,32767,32767,32767,32767,-40,32767,32767
4292465,32767,32767,32767,32767,-50,32767,32767,32767
4296511,32767,32767,32767,32767,32767,32767,32767,32767
4300503,32767,32767,32767,32767,32767,-49,32767,32767
4312466,32767,32767,32767,32767,32767,32767,32767,32767
4316492,32767,32767,32767,32767,32767,32767,32767,32767
4320476,32767,32767,32767,32767,32767,-64,32767,32767
4324472,32767,32767,32767,32767,-50,32767,32767,32767
4328472,32767,32767,32767,32767,32767,-40,32767,32767
4332466,32767,32767,32767,32767,32767,32767,32767,32767
4336508,32767,32767,32767,32767,-60,32767,32767,32767
4340473,32767,32767,32767,32767,32767,-72,32767,32767
4344473,32767,32767,32767,32767,32767,32767,32767,32767
4349266,32767,32767,32767,32767,-82,-56,32767,32767
4353274,32767,32767,32767,32767,32767,32767,32767,32767
4357316,32767,32767,32767,32767,32767,-41,32767,32767
4361266,32767,32767,32767,32767,32767,32767,32767,32767
4365266,32767,32767,32767,32767,32767,32767,32767,32767
4369266,32767,32767,32767,32767,-68,-56,32767,32767
4373272,32767,32767,32767,32767,32767,32767,32767,32767
4377283,32767,32767,32767,32767,32767,-40,32767,32767
4381270,32767,32767,32767,32767,-74,32767,32767,32767
4385266,32767,32767,32767,32767,32767,32767,32767,32767
4389266,32767,32767,32767,32767,-47,-47,32767,32767
4393248,32767,32767,32767,32767,32767,32767,32767,32767
4397292,32767,32767,32767,32767,32767,-40,32767,32767
4401307,32767,32767,32767,32767,32767,32767,32767,32767
4405266,32767,32767,32767,32767,32767,32767,32767,32767
4409271,32767,32767,32767,32767,32767,32767,32767,32767
4413273,32767,32767,32767,32767,-73,32767,32767,32767
4417280,32767,32767,32767,32767,32767,-40,32767,32767
4421296,32767,32767,32767,32767,-47,32767,32767,32767
4425270,32767,32767,32767,32767,32767,32767,32767,32767
4429266,32767,32767,32767,32767,32767,-72,32767,32767
4433266,32767,32767,32767,32767,-67,32767,32767,32767
4437308,32767,32767,32767,32767,32767,-49,32767,32767
4441285,32767,32767,32767,32767,32767,32767,32767,32767
4445296,32767,32767,32767,32767,32767,32767,32767,32767
4449266,32767,32767,32767,32767,32767,-72,32767,32767
4453266,32767,32767,32767,32767,-47,32767,32767,32767
4457242,32767,32767,32767,32767,32767,-48,32767,32767
4461290,32767,32767,32767,32767,32767,32767,32767,32767
4465247,32767,32767,32767,32767,-65,32767,32767,32767
4469266,32767,32767,32767,32767,32767,-64,32767,32767
4473266,32767,32767,32767,32767,32767,32767,32767,32767
4477266,32767,32767,32767,32767,-71,-48,32767,32767
4481265,32767,32767,32767,32767,32767,32767,32767,32767
4485312,32767,32767,32767,32767,32767,32767,32767,32767
4489308,32767,32767,32767,32767,32767,-73,32767,32767
4493268,32767,32767,32767,32767,32767,32767,32767,32767
4497266,32767,32767,32767,32767,-68,-48,32767,32767
4501266,32767,32767,32767,32767,32767,32767,32767,32767
4505330,32767,32767,32767,32767,32767,32767,32767,32767
4509266,32767,32767,32767,32767,-73,-64,32767,32767
4513266,32767,32767,32767,32767,32767,32767,32767,32767
4517266,32767,32767,32767,32767,-47,-48,32767,32767
4521275,32767,32767,32767,32767,32767,32767,32767,32767
4525307,32767,32767,32767,32767,32767,-41,32767,32767
4529266,32767,32767,32767,32767,32767,32767,32767,32767
4533272,32767,32767,32767,32767,32767,32767,32767,32767
4537266,32767,32767,32767,32767,32767,-48,32767,32767
4541272,32767,32767,32767,32767,-73,32767,32767,32767
4545326,32767,32767,32767,32767,32767,-41,32767,32767
4549268,32767,32767,32767,32767,-47,32767,32767,32767
4553272,32767,32767,32767,32767,32767,32767,32767,32767
4557265,32767,32767,32767,32767,32767,-47,32767,32767
4561272,32767,32767,32767,32767,-66,32767,32767,32767
4565304,32767,32767,32767,32767,32767,-41,32767,32767
4569303,32767,32767,32767,32767,32767,32767,32767,32767
4573279,32767,32767,32767,32767,32767,32767,32767,32767
4577267,32767,32767,32767,32767,32767,-47,32767,32767
4581272,32767,32767,32767,32767,-47,32767,32767,32767
4585265,32767,32767,32767,32767,32767,-40,32767,32767
4589280,32767,32767,32767,32767,32767,32767,32767,32767
4593292,32767,32767,32767,32767,-63,32767,32767,32767
4597266,32767,32767,32767,32767,32767,-64,32767,32767
4601272,32767,32767,32767,32767,32767,32767,32767,32767
4606108,32767,32767,32767,32767,-83,-49,32767,32767
4610072,32767,32767,32767,32767,32767,32767,32767,32767
4614066,32767,32767,32767,32767,32767,-40,32767,32767
4618066,32767,32767,32767,32767,32767,32767,32767,32767
4622073,32767,32767,32767,32767,32767,32767,32767,32767
4626120,32767,32767,32767,32767,-67,-49,32767,32767
4630072,32767,32767,32767,32767,32767,32767,32767,32767
4634066,32767,32767,32767,32767,32767,-40,32767,32767
4638066,32767,32767,32767,32767,-73,32767,32767,32767
4642066,32767,32767,32767,32767,32767,32767,32767,32767
4646104,32767,32767,32767,32767,-47,-49,32767,32767
4650072,32767,32767,32767,32767,32767,32767,32767,32767
4654066,32767,32767,32767,32767,32767,-40,32767,32767
4658066,32767,32767,32767,32767,32767,32767,32767,32767
4662066,32767,32767,32767,32767,32767,32767,32767,32767
4666092,32767,32767,32767,32767,32767,-48,32767,32767
4670109,32767,32767,32767,32767,-72,32767,32767,32767
4674066,32767,32767,32767,32767,32767,-39,32767,32767
4678066,32767,32767,32767,32767,-46,32767,32767,32767
4682066,32767,32767,32767,32767,32767,32767,32767,32767
4686066,32767,32767,32767,32767,32767,32767,32767,32767
4690087,32767,32767,32767,32767,-56,32767,32767,32767
4694066,32767,32767,32767,32767,32767,-48,32767,32767
4698066,32767,32767,32767,32767,32767,32767,32767,32767
4702066,32767,32767,32767,32767,32767,32767,32767,32767
4706066,32767,32767,32767,32767,32767,-72,32767,32767
4710072,32767,32767,32767,32767,-46,32767,32767,32767
4714088,32767,32767,32767,32767,32767,-48,32767,32767
4718066,32767,32767,32767,32767,32767,32767,32767,32767
4722066,32767,32767,32767,32767,-63,32767,32767,32767
4726066,32767,32767,32767,32767,32767,-72,32767,32767
4730066,32767,32767,32767,32767,32767,32767,32767,32767
4734104,32767,32767,32767,32767,-75,-49,32767,32767
4738066,32767,32767,32767,32767,32767,32767,32767,32767
4742066,32767,32767,32767,32767,32767,32767,32767,32767
4746066,32767,32767,32767,32767,32767,-72,32767,32767
4750066,32767,32767,32767,32767,32767,32767,32767,32767
4754109,32767,32767,32767,32767,-57,-49,32767,32767
4758066,32767,32767,32767,32767,32767,32767,32767,32767
4762066,32767,32767,32767,32767,32767,32767,32767,32767
4766066,32767,32767,32767,32767,-73,-72,32767,32767
4770066,32767,32767,32767,32767,32767,32767,32767,32767
4774090,32767,32767,32767,32767,-46,-48,32767,32767
4778072,32767,32767,32767,32767,32767,32767,32767,32767
4782066,32767,32767,32767,32767,32767,32767,32767,32767
4786065,32767,32767,32767,32767,32767,-72,32767,32767
4790066,32767,32767,32767,32767,32767,32767,32767,32767
4794104,32767,32767,32767,32767,32767,-65,32767,32767
4798078,32767,32767,32767,32767,-74,32767,32767,32767
4802065,32767,32767,32767,32767,32767,-40,32767,32767
4806065,32767,32767,32767,32767,-46,32767,32767,32767
4810065,32767,32767,32767,32767,32767,32767,32767,32767
4814065,32767,32767,32767,32767,32767,-64,32767,32767
4818072,32767,32767,32767,32767,-55,32767,32767,32767
4822066,32767,32767,32767,32767,32767,-40,32767,32767
4826066,32767,32767,32767,32767,32767,32767,32767,32767
4830066,32767,32767,32767,32767,32767,32767,32767,32767
4834065,32767,32767,32767,32767,32767,-64,32767,32767
4838113,32767,32767,32767,32767,-47,32767,32767,32767
4842072,32767,32767,32767,32767,32767,-39,32767,32767
4846065,32767,32767,32767,32767,32767,32767,32767,32767
4850065,32767,32767,32767,32767,-61,32767,32767,32767
4854066,32767,32767,32767,32767,32767,-64,32767,32767
4858082,32767,32767,32767,32767,32767,32767,32767,32767
4862089,32767,32767,32767,32767,-74,-40,32767,32767
4866072,32767,32767,32767,32767,32767,32767,32767,32767
4870065,32767,32767,32767,32767,32767,32767,32767,32767
4874066,32767,32767,32767,32767,32767,-56,32767,32767
4878084,32767,32767,32767,32767,32767,32767,32767,32767
4882108,32767,32767,32767,32767,-56,-41,32767,32767
4886072,32767,32767,32767,32767,32767,32767,32767,32767
4890066,32767,32767,32767,32767,32767,32767,32767,32767
4894065,32767,32767,32767,32767,-73,-72,32767,32767
4898048,32767,32767,32767,32767,32767,32767,32767,32767
4902065,32767,32767,32767,32767,-55,-40,32767,32767
4906073,32767,32767,32767,32767,32767,32767,32767,32767
4910066,32767,32767,32767,32767,32767,32767,32767,32767
4914066,32767,32767,32767,32767,32767,-72,32767,32767
4918072,32767,32767,32767,32767,32767,32767,32767,32767
4922122,32767,32767,32767,32767,32767,-41,32767,32767
4926065,32767,32767,32767,32767,-74,32767,32767,32767
4930066,32767,32767,32767,32767,32767,32767,32767,32767
4934065,32767,32767,32767,32767,-46,-64,32767,32767
4938072,32767,32767,32767,32767,32767,32767,32767,32767
4942102,32767,32767,32767,32767,32767,-41,32767,32767
4946065,32767,32767,32767,32767,-55,32767,32767,32767
4950065,32767,32767,32767,32767,32767,32767,32767,32767
4954065,32767,32767,32767,32767,32767,-72,32767,32767
4958065,32767,32767,32767,32767,32767,32767,32767,32767
4962079,32767,32767,32767,32767,32767,-56,32767,32767
4966072,32767,32767,32767,32767,-46,32767,32767,32767
4970065,32767,32767,32767,32767,32767,-40,32767,32767
4974072,32767,32767,32767,32767,32767,32767,32767,32767
4978065,32767,32767,32767,32767,-65,32767,32767,32767
4982066,32767,32767,32767,32767,32767,-64,32767,32767
4986072,32767,32767,32767,32767,32767,32767,32767,32767
4990865,32767,32767,32767,32767,-81,-48,32767,32767
4994866,32767,32767,32767,32767,32767,32767,32767,32767
4998866,32767,32767,32767,32767,32767,32767,32767,32767
5002880,32767,32767,32767,32767,32767,-72,32767,32767
5006866,32767,32767,32767,32767,32767,32767,32767,32767
5010866,32767,32767,32767,32767,-63,-47,32767,32767
5014866,32767,32767,32767,32767,32767,32767,32767,32767
5018865,32767,32767,32767,32767,32767,32767,32767,32767
5022935,32767,32767,32767,32767,-74,-73,32767,32767
5026871,32767,32767,32767,32767,32767,32767,32767,32767
5030865,32767,32767,32767,32767,-43,-40,32767,32767
5034888,32767,32767,32767,32767,32767,32767,32767,32767
5038865,32767,32767,32767,32767,32767,32767,32767,32767
5042884,32767,32767,32767,32767,32767,-72,32767,32767
5046865,32767,32767,32767,32767,32767,32767,32767,32767
5050865,32767,32767,32767,32767,32767,32767,32767,32767
5054872,32767,32767,32767,32767,-72,32767,32767,32767
5058866,32767,32767,32767,32767,32767,-40,32767,32767
5062888,32767,32767,32767,32767,-44,32767,32767,32767
5066865,32767,32767,32767,32767,32767,32767,32767,32767
5070894,32767,32767,32767,32767,32767,-64,32767,32767
5074872,32767,32767,32767,32767,-54,32767,32767,32767
5078865,32767,32767,32767,32767,32767,-40,32767,32767
5082883,32767,32767,32767,32767,32767,32767,32767,32767
5086865,32767,32767,32767,32767,32767,32767,32767,32767
5090889,32767,32767,32767,32767,32767,-64,32767,32767
5094872,32767,32767,32767,32767,-44,32767,32767,32767
5098865,32767,32767,32767,32767,32767,-40,32767,32767
5102885,32767,32767,32767,32767,32767,32767,32767,32767
5106902,32767,32767,32767,32767,-63,32767,32767,32767
5110903,32767,32767,32767,32767,32767,-65,32767,32767
5114871,32767,32767,32767,32767,32767,32767,32767,32767
5118866,32767,32767,32767,32767,-72,-40,32767,32767
5122865,32767,32767,32767,32767,32767,32767,32767,32767
5126880,32767,32767,32767,32767,32767,32767,32767,32767
5130871,32767,32767,32767,32767,32767,-63,32767,32767
5134872,32767,32767,32767,32767,32767,32767,32767,32767
5138865,32767,32767,32767,32767,-54,-40,32767,32767
5142866,32767,32767,32767,32767,32767,32767,32767,32767
5146878,32767,32767,32767,32767,32767,32767,32767,32767
5150885,32767,32767,32767,32767,-63,-72,32767,32767
5154872,32767,32767,32767,32767,32767,32767,32767,32767
5158865,32767,32767,32767,32767,32767,-40,32767,32767
5162865,32767,32767,32767,32767,-70,32767,32767,32767
5166866,32767,32767,32767,32767,32767,32767,32767,32767
5170908,32767,32767,32767,32767,32767,-73,32767,32767
5174872,32767,32767,32767,32767,32767,32767,32767,32767
5178866,32767,32767,32767,32767,32767,-40,32767,32767
5182891,32767,32767,32767,32767,-54,32767,32767,32767
5186865,32767,32767,32767,32767,32767,32767,32767,32767
5190902,32767,32767,32767,32767,32767,-73,32767,32767
5194872,32767,32767,32767,32767,-63,32767,32767,32767
5198872,32767,32767,32767,32767,32767,-40,32767,32767
5202865,32767,32767,32767,32767,32767,32767,32767,32767
5206865,32767,32767,32767,32767,-73,32767,32767,32767
5210877,32767,32767,32767,32767,32767,-72,32767,32767
5214872,32767,32767,32767,32767,32767,32767,32767,32767
5218880,32767,32767,32767,32767,32767,-40,32767,32767
5222865,32767,32767,32767,32767,32767,32767,32767,32767
5226909,32767,32767,32767,32767,-55,32767,32767,32767
5230877,32767,32767,32767,32767,32767,-72,32767,32767
5234866,32767,32767,32767,32767,32767,32767,32767,32767
5239641,32767,32767,32767,32767,-82,-72,32767,32767
5243642,32767,32767,32767,32767,32767,32767,32767,32767
5247655,32767,32767,32767,32767,-52,-48,32767,32767
5251684,32767,32767,32767,32767,32767,32767,32767,32767
5255642,32767,32767,32767,32767,32767,32767,32767,32767
5259642,32767,32767,32767,32767,32767,-72,32767,32767
5263648,32767,32767,32767,32767,32767,32767,32767,32767
5267643,32767,32767,32767,32767,32767,-40,32767,32767
5271641,32767,32767,32767,32767,-71,32767,32767,32767
5275641,32767,32767,32767,32767,32767,32767,32767,32767
5279642,32767,32767,32767,32767,-42,-72,32767,32767
