timestamp,rollspeed,pitchspeed,yawspeed,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
3388618,0.0036955094,0.0020969366,0.014421845,0.0,0.0,0.0,0.0
3392637,0.0011227683,0.0006675183,0.0143371755,0.0,0.0,0.0,0.0
3424607,-0.021179292,-0.015390193,0.012391626,0.0,0.0,0.0,0.0
3456612,-0.02468574,-0.015453639,0.016739808,0.0,0.0,0.0,0.0
3485415,0.003611133,0.007235073,0.016681012,0.0,0.0,0.0,0.0
3517432,0.0011321926,0.0067351228,0.014193697,0.0,0.0,0.0,0.0
3549461,-0.011715886,-0.018286183,0.012768452,0.0,0.0,0.0,0.0
3581472,-0.01702138,-0.010601762,0.016968638,0.0,0.0,0.0,0.0
3613422,-0.007007981,-0.005369626,0.016182616,0.0,0.0,0.0,0.0
3645451,1.2278354e-05,-0.00492706,0.01568647,0.0,0.0,0.0,0.0
3677428,-0.012920793,-0.0024867316,0.0135551635,0.0,0.0,0.0,0.0
3706244,-0.007459395,-0.0030352671,0.017193554,0.0,0.0,0.0,0.0
3738250,-0.0064071594,-0.004520606,0.013663801,0.0,0.0,0.0,0.0
3770271,-0.02233215,-0.008370044,0.016714543,0.0,0.0,0.0,0.0
3802213,-0.011856532,-0.008759708,0.017991012,0.0,0.0,0.0,0.0
3834260,-0.0013776554,0.0013798041,0.013112982,0.0,0.0,0.0,0.0
3866231,-0.009871463,-0.006674706,0.014268537,0.0,0.0,0.0,0.0
3894264,-0.025374334,-0.010067923,0.016890053,0.0,0.0,0.0,0.0
3927819,-0.0105956,-0.00018030104,0.015481229,0.0,0.0,0.0,0.0
3959815,0.00021077109,-0.010581934,0.01716614,0.0,0.0,0.0,0.0
3991868,-0.013124213,-0.007568595,0.017806789,0.0,0.0,0.0,0.0
4023787,-0.009614296,-0.004012804,0.012694658,0.0,0.0,0.0,0.0
4055828,-0.0071938294,-0.008702349,0.013959811,0.0,0.0,0.0,0.0
4084614,-0.015019305,-0.0053676898,0.015858948,0.0,0.0,0.0,0.0
4116611,-0.011342386,-0.010293062,0.013729842,0.0,0.0,0.0,0.0
4148652,-0.005444295,-0.009197006,0.013010483,0.0,0.0,0.0,0.0
4180656,-0.0016064437,-0.0026969346,0.01605897,0.0,0.0,0.0,0.0
4212605,-0.01677008,-0.003936458,0.017286662,0.0,0.0,0.0,0.0
4244633,-0.01149704,-0.008801004,0.011071643,0.0,0.0,0.0,0.0
4272616,-0.0021489416,-0.010436558,0.014183938,0.0,0.0,0.0,0.0
4312614,-0.01151085,-0.001595093,0.016252635,0.0,0.0,0.0,0.0
4344648,-0.0024919407,-0.006552664,0.013966104,0.0,0.0,0.0,0.0
4377434,-0.007613747,-0.012754674,0.017504597,0.0,0.0,0.0,0.0
4409476,-0.018866818,-0.009640564,0.013795908,0.0,0.0,0.0,0.0
4437450,-0.011033105,-0.0059185578,0.014456559,0.0,0.0,0.0,0.0
4469465,-0.007205548,-0.0054930956,0.017012974,0.0,0.0,0.0,0.0
4501400,-0.0024356202,-0.00071146485,0.0140075805,0.0,0.0,0.0,0.0
4533410,-0.006706622,-0.008283136,0.016737795,0.0,0.0,0.0,0.0
4565458,-0.022427574,-0.013151937,0.013239478,0.0,0.0,0.0,0.0
4597442,-0.003320316,-0.0062384517,0.017327866,0.0,0.0,0.0,0.0
4626269,0.00014298009,0.009970186,0.01462174,0.0,0.0,0.0,0.0
4658247,-0.014388107,-0.008843928,0.014757118,0.0,0.0,0.0,0.0
4690228,-0.01674133,-0.01737867,0.017540585,0.0,0.0,0.0,0.0
4722204,-0.0048900177,-0.0026496218,0.015246684,0.0,0.0,0.0,0.0
4754255,-0.007890436,-0.0005089625,0.012962592,0.0,0.0,0.0,0.0
4786252,-0.016528364,-0.0037975237,0.016045783,0.0,0.0,0.0,0.0
4818239,0.005459803,0.0042753043,0.01721586,0.0,0.0,0.0,0.0
4850210,-0.0061075124,-0.006010312,0.017767936,0.0,0.0,0.0,0.0
4878229,-0.034032367,-0.015575858,0.017199736,0.0,0.0,0.0,0.0
4910208,-0.006462915,-0.0055494304,0.018556455,0.0,0.0,0.0,0.0
4942244,0.012870945,0.008029148,0.012853487,0.0,0.0,0.0,0.0
4974240,-0.014699544,-0.008387025,0.013174331,0.0,0.0,0.0,0.0
5007004,-0.022842739,-0.016076323,0.015835674,0.0,0.0,0.0,0.0
5039007,0.0003409004,0.005097099,0.012620047,0.0,0.0,0.0,0.0
5067038,0.0034003353,0.003421964,0.009455043,0.0,0.0,0.0,0.0
5099003,-0.03173096,-0.030951934,0.013509674,0.0,0.0,0.0,0.0
5131055,-1.8829254e-05,-0.0040554074,0.01749206,0.0,0.0,0.0,0.0
5163027,0.011992102,3.225655e-05,0.016246982,0.0,0.0,0.0,0.0
5195054,-0.013857715,-0.01938369,0.014451974,0.0,0.0,0.0,0.0
5227044,-0.027657129,-0.01666399,0.014851524,0.0,0.0,0.0,0.0
5259786,-0.01084457,0.0012223377,0.01240431,0.0,0.0,0.0,0.0
5287788,0.010279013,0.0019194342,0.015771877,0.0,0.0,0.0,0.0
5319788,-0.013655951,-0.012876909,0.016556354,0.0,0.0,0.0,0.0
5351814,-0.020152964,-0.0145942625,0.012823456,0.0,0.0,0.0,0.0
5383771,0.016294241,-0.0067210626,0.011072634,0.0,0.0,0.0,0.0
5415801,-0.011555528,-0.006166029,0.014837261,0.0,0.0,0.0,0.0
5448641,-0.019360106,-0.008612652,0.015866766,0.0,0.0,0.0,0.0
5476664,0.012297009,-0.002705406,0.012882441,0.0,0.0,0.0,0.0
5508617,-0.007736432,-0.010550006,0.01386253,0.0,0.0,0.0,0.0
5540684,-0.0220503,-0.018028349,0.014704583,0.0,0.0,0.0,0.0
5572662,0.005869313,-0.00094230956,0.01377653,0.0,0.0,0.0,0.0
5604652,-0.001261453,0.001169323,0.0117263105,0.0,0.0,0.0,0.0
5636617,-0.015997179,-0.01197413,0.012895337,0.0,0.0,0.0,0.0
5668682,-0.0029642351,-0.0068840925,0.014044227,0.0,0.0,0.0,0.0
5697422,-0.0070312303,-0.007110574,0.017433442,0.0,0.0,0.0,0.0
5729516,-0.011363714,-0.008929699,0.016315075,0.0,0.0,0.0,0.0
