timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,fix_type,vel_ned_valid,satellites_used
17370538,0,0,0,-17000,0,7.9270005,0.30028492,4294967.5,3750000.2,99.99,99.99,102,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0
17571461,0,0,0,-17000,0,8.175,0.30103052,4294967.5,3750000.2,99.99,99.99,102,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0
17770647,0,0,0,-17000,0,8.416,0.30179602,4294967.5,3750000.2,99.99,99.99,102,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0
17970663,0,0,0,-17000,0,8.651,0.30258107,4294967.5,3750000.2,99.99,99.99,102,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0
18173454,0,0,0,-17000,0,8.879001,0.30338445,4294967.5,3750000.2,99.99,99.99,102,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0
18369464,0,0,0,-17000,0,9.101001,0.30420598,4294967.5,3750000.2,99.99,99.99,102,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0
18570631,0,0,0,-17000,0,9.318001,0.3050448,4294967.5,3750000.2,99.99,99.99,102,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0
18774969,0,0,0,-17000,0,9.531,0.3059002,4294967.5,3750000.2,99.99,99.99,102,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0
18971463,0,0,0,-17000,0,9.738001,0.30677179,4294967.5,3750000.2,99.99,99.99,102,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0
19175101,0,0,0,-17000,0,9.941001,0.30765912,4294967.5,3750000.2,99.99,99.99,102,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0
19372531,0,0,0,-17000,0,10.141001,0.30856162,4294967.5,3750000.2,99.99,99.99,102,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0
