timestamp,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,yaw,ref_alt,dist_bottom,dist_bottom_rate,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,xy_global,z_global,dist_bottom_valid
9314632,0,0.0,0.0,0.0,0.0,0.5949084,9.825008e-07,-8.174317e-07,0.0,-0.43839407,2.1404996,0.5363465,0.7181462,0.0002456252,-0.00020435794,0.0,-0.68307257,1.7996268,0.6651199,0.35682505,0.0,0.100468874,-0.5363465,0.18661034,0.34932902,0.4043916,0.27914965,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
9318562,0,0.0,0.0,0.0,0.0,0.59705216,9.825008e-07,-8.174317e-07,0.0,-0.44124565,2.148003,0.5390305,0.7208302,0.0002456252,-0.00020435794,0.0,-0.7152208,1.8820126,0.6731929,0.35720843,0.0,0.1,-0.5390305,0.18661034,0.34932902,0.4043916,0.27914965,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
9419414,0,0.0,0.0,0.0,0.0,0.68127596,9.825008e-07,-8.174317e-07,0.0,-0.45809108,2.1899433,0.55483496,0.73981726,0.0002456252,-0.00020435794,0.0,-0.517516,1.5196018,1.9522763,0.36710155,0.0,0.1,-0.55483496,0.19306831,0.35179698,0.4033609,0.27651802,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
9519304,0,0.0,0.0,0.0,0.0,0.7664065,9.825008e-07,-8.174317e-07,0.0,-0.4578813,2.2282495,0.5882248,0.7763273,0.0002456252,-0.00020435794,0.0,0.043946408,1.6199806,1.1483343,0.37488046,0.0,0.1,-0.5882248,0.19508807,0.35185158,0.39467198,0.27262732,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
9624149,0,0.0,0.0,0.0,0.0,0.8443068,9.825008e-07,-8.174317e-07,0.0,-0.4447997,2.210367,0.61398965,0.7917594,0.0002456252,-0.00020435794,0.0,-0.50172323,1.5571836,1.2844368,0.3842275,0.0,0.1,-0.61398965,0.19195029,0.348352,0.3752007,0.2661821,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
9724227,0,0.0,0.0,0.0,0.0,0.92036784,9.825008e-07,-8.174317e-07,0.0,-0.43439016,2.1517396,0.6603634,0.82843286,0.0002456252,-0.00020435794,0.0,-0.62758744,2.7630794,-0.5171195,0.3893669,0.0,0.1,-0.6603634,0.19558662,0.35009098,0.3653931,0.2629935,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
10334489,0,0.0,0.0,0.0,0.0,1.3315495,9.825008e-07,-8.174317e-07,0.0,-0.3087175,1.8149095,0.70063204,0.81293476,0.0002456252,-0.00020435794,0.0,0.97740823,1.4085155,2.379708,0.44074956,0.0,0.1,-0.70063204,0.17881687,0.33646423,0.26841202,0.23395135,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
10434466,0,0.0,0.0,0.0,0.0,1.4037064,9.825008e-07,-8.174317e-07,0.0,-0.27614224,1.846834,0.7120473,0.81571865,0.0002456252,-0.00020435794,0.0,-0.40679803,1.5361704,-0.1651474,0.44655338,0.0,0.1,-0.7120473,0.17281891,0.33165166,0.2520276,0.22850914,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
10535244,0,0.0,0.0,0.0,0.0,1.4700555,9.825008e-07,-8.174317e-07,0.0,-0.3338322,1.7654334,0.77864075,0.8677824,0.0002456252,-0.00020435794,0.0,-1.592701,1.7077032,0.541333,0.4520099,0.0,0.1,-0.77864075,0.16934666,0.3288048,0.23922278,0.22397755,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
10639477,0,0.0,0.0,0.0,0.0,1.5403333,9.825008e-07,-8.174317e-07,0.0,-0.37204692,1.7495575,0.7321143,0.8091799,0.0002456252,-0.00020435794,0.0,-0.6798292,1.9564413,0.23677313,0.46031848,0.0,0.1,-0.7321143,0.17070346,0.33035916,0.23451433,0.22207558,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
