timestamp,vel_pos_innov[0],vel_pos_innov[1],vel_pos_innov[2],vel_pos_innov[3],vel_pos_innov[4],vel_pos_innov[5],mag_innov[0],mag_innov[1],mag_innov[2],heading_innov,airspeed_innov,beta_innov,flow_innov[0],flow_innov[1],hagl_innov,vel_pos_innov_var[0],vel_pos_innov_var[1],vel_pos_innov_var[2],vel_pos_innov_var[3],vel_pos_innov_var[4],vel_pos_innov_var[5],mag_innov_var[0],mag_innov_var[1],mag_innov_var[2],heading_innov_var,airspeed_innov_var,beta_innov_var,flow_innov_var[0],flow_innov_var[1],hagl_innov_var,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],drag_innov[0],drag_innov[1],drag_innov_var[0],drag_innov_var[1],aux_vel_innov[0],aux_vel_innov[1]
10969948,0.0,0.0,0.0,-0.08532543,-0.12145212,-0.0135650635,0.0,0.0,0.0,0.7850487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26382443,0.26380336,4.1036572,0.0,0.0,0.0,0.09116887,0.0,0.0,0.0,0.0,0.0,0.14607452,0.09218507,0.04142679,0.0,0.0,0.0,0.0,0.0,0.0
11173974,0.0,0.0,0.0,-0.12610617,-0.21257666,0.037872314,0.0,0.0,0.0,0.7848494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2647589,0.26470026,4.1041784,0.0,0.0,0.0,0.09112258,0.0,0.0,0.0,0.0,0.0,0.13644804,0.1254314,0.090343036,0.0,0.0,0.0,0.0,0.0,0.0
11374846,0.0,0.0,0.0,-0.12879752,-0.25091863,-0.8166046,0.0,0.0,0.0,0.78466374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2647384,0.26466167,4.1011415,0.0,0.0,0.0,0.091079466,0.0,0.0,0.0,0.0,0.0,0.1317718,0.17501056,0.15375808,0.0,0.0,0.0,0.0,0.0,0.0
11578767,0.0,0.0,0.0,-0.08999645,-0.24039817,-0.13180542,0.0,0.0,0.0,0.78450793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.264519,0.26446044,4.0967317,0.0,0.0,0.0,0.0910433,0.0,0.0,0.0,0.0,0.0,0.12697579,0.20518783,0.18287992,0.0,0.0,0.0,0.0,0.0,0.0
11779534,0.0,0.0,0.0,-0.0071746353,-0.19593838,-0.44950867,0.0,0.0,0.0,-0.7845164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2645789,0.26455376,4.0928855,0.0,0.0,0.0,0.09104527,0.0,0.0,0.0,0.0,0.0,0.030885326,0.20871332,0.1907286,0.0,0.0,0.0,0.0,0.0,0.0
11983566,0.0,0.0,0.0,0.061667684,-0.11260484,-0.106048584,0.0,0.0,0.0,-0.7844929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26525906,0.26526016,4.090871,0.0,0.0,0.0,0.091039814,0.0,0.0,0.0,0.0,0.0,0.123012744,0.253053,0.20261924,0.0,0.0,0.0,0.0,0.0,0.0
12184374,0.0,0.0,0.0,0.081824414,-0.0022458467,-0.2788086,0.0,0.0,0.0,-0.78443104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26491514,0.26491025,4.0876827,0.0,0.0,0.0,0.091025464,0.0,0.0,0.0,0.0,0.0,0.13935654,0.26787025,0.21548028,0.0,0.0,0.0,0.0,0.0,0.0
12388313,0.0,0.0,0.0,0.061955493,0.06571712,-0.83018494,0.0,0.0,0.0,-0.78433543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26522064,0.26519626,4.086969,0.0,0.0,0.0,0.09100327,0.0,0.0,0.0,0.0,0.0,0.14012553,0.30241084,0.30042055,0.0,0.0,0.0,0.0,0.0,0.0
12593165,0.0,0.0,0.0,0.04009895,0.07700899,0.3776245,0.0,0.0,0.0,-0.78425777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26517138,0.26514086,4.086279,0.0,0.0,0.0,0.090985246,0.0,0.0,0.0,0.0,0.0,0.124648534,0.2493925,0.26758876,0.0,0.0,0.0,0.0,0.0,0.0
12793161,0.0,0.0,0.0,0.042552765,0.037149433,1.007782,0.0,0.0,0.0,-0.7841533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26456133,0.26454172,4.084654,0.0,0.0,0.0,0.09096102,0.0,0.0,0.0,0.0,0.0,0.11296727,0.18573524,0.16957268,0.0,0.0,0.0,0.0,0.0,0.0
12997996,0.0,0.0,0.0,0.034869075,-0.023595072,0.6982727,0.0,0.0,0.0,-0.78403395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26403,0.26402035,4.0827713,0.0,0.0,0.0,0.09093332,0.0,0.0,0.0,0.0,0.0,0.10749758,0.1432008,0.11479029,0.0,0.0,0.0,0.0,0.0,0.0
13201980,0.0,0.0,0.0,0.00031636126,-0.08788765,1.3233795,0.0,0.0,0.0,-0.78391516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26400518,0.2640013,4.081371,0.0,0.0,0.0,0.09090578,0.0,0.0,0.0,0.0,0.0,0.10739173,0.09357107,0.08917287,0.0,0.0,0.0,0.0,0.0,0.0
13402013,0.0,0.0,0.0,-0.04815582,-0.1215504,1.059845,0.0,0.0,0.0,-0.78380555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26447538,0.264483,4.0812345,0.0,0.0,0.0,0.09088036,0.0,0.0,0.0,0.0,0.0,0.10326755,0.075725466,0.10489653,0.0,0.0,0.0,0.0,0.0,0.0
13606839,0.0,0.0,0.0,-0.09631821,-0.14471757,1.0510864,0.0,0.0,0.0,-0.7837062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26457658,0.26460117,4.080674,0.0,0.0,0.0,0.09085732,0.0,0.0,0.0,0.0,0.0,0.0986683,0.098603584,0.16265316,0.0,0.0,0.0,0.0,0.0,0.0
13810806,0.0,0.0,0.0,-0.10714007,-0.15673669,1.2227631,0.0,0.0,0.0,-0.7836185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2643462,0.26437712,4.079844,0.0,0.0,0.0,0.09083699,0.0,0.0,0.0,0.0,0.0,0.0910073,0.15976116,0.25089872,0.0,0.0,0.0,0.0,0.0,0.0
14011506,0.0,0.0,0.0,-0.060193446,-0.14191848,1.6375732,0.0,0.0,0.0,-0.78353024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26428315,0.26430535,4.079691,0.0,0.0,0.0,0.09081653,0.0,0.0,0.0,0.0,0.0,0.089028485,0.18416631,0.263925,0.0,0.0,0.0,0.0,0.0,0.0
