timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt
4022281,-0.019263837,-0.009403652,-0.1104011,3975,0,-0.23419335,0.26200712,-9.548884,3975
4026281,-0.030701423,-0.013061677,-0.11111262,4000,0,-0.4304969,0.28901756,-9.56968,4000
4030281,-0.043028314,-0.0012797565,-0.109600194,4000,0,-0.38659328,0.38630822,-9.606075,4000
4034281,-0.052773148,-0.007026693,-0.11565112,4000,0,-0.4428054,0.43258652,-9.6243,4000
4038327,-0.059936315,-0.0019842184,-0.11846959,4046,0,-0.45282456,0.47327468,-9.714997,4046
4042281,-0.066129655,-0.008876687,-0.121408135,3954,0,-0.41700202,0.50500107,-9.7043705,3954
4046280,-0.076011725,-0.008205819,-0.12555052,3999,0,-0.47388247,0.52416044,-9.720863,3999
4050281,-0.08383389,-0.009922938,-0.13091964,4001,0,-0.42345092,0.52217495,-9.673511,4001
4054287,-0.095712095,-0.010807514,-0.1394963,4006,0,-0.5010458,0.49419838,-9.630356,4006
4058299,-0.10497946,-4.71337e-05,-0.14402382,4012,0,-0.4794647,0.61766607,-9.730122,4012
4062322,-0.088583276,0.007500347,-0.14907373,4023,0,-0.41632524,0.7930272,-9.980018,4023
4066281,-0.060579047,0.014002368,-0.15821816,3959,0,-0.4535104,0.8306253,-10.023514,3959
4070281,-0.03952479,0.025467888,-0.16777492,4000,0,-0.5100349,0.75597984,-9.955953,4000
4074286,-0.020715253,0.030563695,-0.17310867,4005,0,-0.4744347,0.7296714,-9.8525505,4005
4078299,-0.012403179,0.036105193,-0.17999032,4013,0,-0.49585152,0.59091985,-9.702611,4013
4082286,-0.025636017,0.038371895,-0.18470833,3987,0,-0.43137047,0.5105619,-9.768623,3987
4086281,-0.005554865,0.04176628,-0.19013995,3995,0,-0.3671302,0.7002383,-9.975322,3995
4090281,-0.039357703,0.015982904,-0.18583916,4000,0,-0.068543024,-0.080660135,-9.611109,4000
4094287,-0.057742,0.026329558,-0.18684337,4006,0,-0.4253293,0.46467158,-10.19765,4006
4098287,-0.00023231191,0.024515502,-0.1728591,4000,0,0.0914073,0.58988947,-10.454388,4000
4102309,-0.008264299,-0.027718397,-0.1785649,4022,0,-0.3109895,0.11850791,-10.020491,4022
4106281,-0.018660488,-0.010826292,-0.16666944,3972,0,-0.26734036,0.23781443,-9.918337,3972
4110281,-0.010616815,-0.017107341,-0.15473317,4000,0,-0.13325652,0.17543633,-9.998964,4000
4114287,-0.014686808,-0.033360068,-0.14366674,4006,0,0.0051031657,0.093554206,-9.916043,4006
4118301,-0.051656123,-0.043054063,-0.13039201,4014,0,-0.31598136,-0.17044887,-9.562441,4014
4122301,-0.035785273,-0.021435639,-0.10317937,4000,0,-0.06464812,0.4020559,-10.143296,4000
4126281,0.0070236186,-0.03542405,-0.11076621,3980,0,-0.31909215,0.39854676,-9.6408825,3980
4130280,-0.0072356965,-0.013631678,-0.08937381,3999,0,-0.36696932,0.05895372,-9.755742,3999
4134257,-0.038502082,-0.027646026,-0.088145636,3977,0,-0.2083574,0.29358009,-9.649285,3977
4138276,0.006032023,-0.012069648,-0.07415138,4019,0,-0.402468,0.5731105,-10.201561,4019
4142251,0.045979854,-0.007315295,-0.058005877,3975,0,-0.20802538,0.1811558,-9.576309,3975
4146322,-0.0067129466,-0.0061563053,-0.050707616,4071,0,-0.41171816,-0.27554217,-9.27954,4071
4150252,-0.038711738,0.0069962996,-0.03737574,3930,0,-0.19954018,0.24895364,-9.685191,3930
4154250,-0.0020042225,0.0074980925,-0.025422985,3998,0,-0.26847008,0.31872848,-9.902616,3998
4158249,0.0007191744,0.014142618,-0.012469814,3999,0,-0.26513594,0.15920971,-9.984463,3999
4162250,0.0012728462,0.005865019,-0.0062799114,4001,0,-0.150908,0.31192327,-9.901814,4001
4166307,0.0041641314,0.004392161,0.004577611,4057,0,-0.27357262,0.100007,-9.735118,4057
4170250,-0.012779173,0.005695919,0.019716512,3943,0,-0.25679883,0.10408051,-9.607504,3943
4174250,-0.021994133,0.005869631,0.026431696,4000,0,-0.27472734,0.2706318,-9.862887,4000
4178250,-0.019037273,-0.00413363,0.02720951,4000,0,-0.26959652,0.476467,-10.135511,4000
4182250,-0.00290999,-0.014345122,0.025044011,4000,0,-0.3512913,0.604983,-10.093879,4000
4186265,0.0044274395,-0.018353792,0.0220484,4015,0,-0.39346445,0.49598834,-9.880291,4015
4190250,-0.00887219,-0.017542856,0.018204672,3985,0,-0.41605815,0.42946061,-9.719891,3985
4194250,-0.01270718,-0.018047163,0.016395373,4000,0,-0.37239313,0.5148363,-9.851274,4000
4198250,-0.004242003,-0.019666806,0.012769,4000,0,-0.36286926,0.5152902,-9.816461,4000
4202250,-0.00332301,-0.018640967,0.014912237,4000,0,-0.43816572,0.4305893,-9.732058,4000
4206261,-0.013816043,-0.011830401,0.016002398,4011,0,-0.38579336,0.4414268,-9.77382,4011
4210250,-0.01269938,-0.014413755,0.014192971,3989,0,-0.35645747,0.4350069,-9.792563,3989
4214249,-0.010894064,-0.012543707,0.013611589,3999,0,-0.41958392,0.44694847,-9.758758,3999
4218250,-0.0052937916,-0.0060535665,0.017313603,4001,0,-0.3888339,0.44975835,-9.765984,4001
4222250,-0.001273349,-0.0070879003,0.01744533,4000,0,-0.36083472,0.4687976,-9.805281,4000
4227079,-0.0027385347,-0.006552325,0.014754153,4829,0,-0.42602375,0.44622448,-9.739302,4829
4235074,-0.008849897,-0.003783456,0.014815704,4000,0,-0.34444624,0.47287333,-9.817063,4000
4239074,-0.0074668634,-0.008206597,0.016109612,4000,0,-0.3750745,0.4491277,-9.820861,4000
4243073,-0.010409354,-0.005901716,0.016324615,3999,0,-0.3674509,0.45668206,-9.8888,3999
4247121,-0.007017716,-0.0065256115,0.01605322,4048,0,-0.31589884,0.48742807,-9.9374895,4048
4251073,-0.0070454758,-0.012033547,0.015427359,3952,0,-0.34256402,0.46910718,-9.879737,3952
4255074,-0.0076782773,-0.011801786,0.015223198,4001,0,-0.3826716,0.45926085,-9.81117,4001
4259073,-0.0059755445,-0.012885973,0.01580219,3999,0,-0.39540747,0.47250417,-9.783676,3999
4263079,-0.008107222,-0.012910608,0.013694594,4006,0,-0.39393774,0.44965702,-9.774103,4006
4267109,-0.011294535,-0.012932084,0.014331179,4030,0,-0.39300212,0.44297227,-9.785642,4030
4271073,-0.00991832,-0.011267845,0.012813489,3964,0,-0.38568512,0.45882764,-9.836153,3964
