timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust,landing_gear,q_d_valid,roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,disable_mc_yaw_control,apply_flaps
7363476,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1,0,0,0,0,0,0
7448519,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1,0,0,0,0,0,0
7553771,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1,0,0,0,0,0,0
7658787,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1,0,0,0,0,0,0
7763516,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1,0,0,0,0,0,0
8163170,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1,0,0,0,0,0,0
8267514,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1,0,0,0,0,0,0
8382356,0.0,-0.0,-1.138613,0.0,0.842275,0.0,-0.0,-0.5390481,0.0,-1.0,1,0,0,0,0,0,0
8483441,0.0,-0.0,-1.1267015,0.0,0.8454705,0.0,-0.0,-0.53402215,0.0,-1.0,1,0,0,0,0,0,0
8586684,0.0,-0.0,-1.0914903,0.0,0.85474074,0.0,-0.0,-0.5190551,0.0,-1.0,1,0,0,0,0,0,0
8686478,0.0,-0.0,-1.0381103,0.0,0.8682883,0.0,-0.0,-0.49605992,0.0,-1.0,1,0,0,0,0,0,0
8786662,0.0,-0.0,-0.9554124,0.0,0.8880518,0.0,-0.0,-0.45974338,0.0,-1.0,1,0,0,0,0,0,0
8890758,0.0,-0.0,-0.8674149,0.0,0.90741396,0.0,-0.0,-0.42023787,0.0,-1.0,1,0,0,0,0,0,0
8991169,0.0,-0.0,-0.7823702,0.0,0.92445785,0.0,-0.0,-0.38128427,0.0,-1.0,1,0,0,0,0,0,0
9092118,0.0,-0.0,-0.71791357,0.0,0.9362638,0.0,-0.0,-0.3512977,0.0,-1.0,1,0,0,0,0,0,0
9196450,0.0,-0.0,-0.6807729,0.0,0.94262576,0.0,-0.0,-0.3338514,0.0,-1.0,1,0,0,0,0,0,0
9299337,0.0,-0.0,-0.6563432,0.0,0.9466332,0.0,-0.0,-0.32231274,0.0,-1.0,1,0,0,0,0,0,0
9399115,0.0,-0.0,-0.6381171,0.0,0.9495312,0.0,-0.0,-0.31367275,0.0,-1.0,1,0,0,0,0,0,0
9500857,0.0,-0.0,-0.6094524,0.0,0.9539291,0.0,-0.0,-0.30003202,0.0,-1.0,1,0,0,0,0,0,0
9604308,0.0,-0.0,-0.54446214,0.0,0.9631734,0.0,-0.0,-0.26888102,0.0,-1.0,1,0,0,0,0,0,0
9703956,0.0,-0.0,-0.49943322,0.0,0.9689825,0.0,-0.0,-0.24712937,0.0,-1.0,1,0,0,0,0,0,0
9807739,0.0,-0.0,-0.45614517,0.0,0.974104,0.0,-0.0,-0.22610044,0.0,-1.0,1,0,0,0,0,0,0
9909935,0.0,-0.0,-0.45129773,0.0,0.97464913,0.0,-0.0,-0.22373882,0.0,-1.0,1,0,0,0,0,0,0
10008805,0.0,-0.0,-0.42282668,0.0,0.97773534,0.0,-0.0,-0.20984198,0.0,-1.0,1,0,0,0,0,0,0
10109014,0.0,-0.0,-0.3792833,0.0,0.9820719,0.0,-0.0,-0.18850699,0.0,-1.0,1,0,0,0,0,0,0
10213230,0.0,-0.0,-0.32324365,0.0,0.9869676,0.0,-0.0,-0.1609191,0.0,-1.0,1,0,0,0,0,0,0
10313540,0.0,-0.0,-0.24212715,0.0,0.9926807,0.0,-0.0,-0.12076806,0.0,-1.0,1,0,0,0,0,0,0
10414007,0.0,-0.0,-0.10668866,0.0,0.99857754,0.0,-0.0,-0.053319037,0.0,-1.0,1,0,0,0,0,0,0
10517765,0.0,-0.0,0.11346746,0.0,0.9983911,0.0,0.0,0.0567033,0.0,-1.0,1,0,0,0,0,0,0
10617600,0.0,-0.0,0.3582755,0.0,0.9839977,0.0,0.0,0.17818119,0.0,-1.0,1,0,0,0,0,0,0
10721521,0.0,-0.0,0.6026772,0.0,0.95494,0.0,0.0,0.29679877,0.0,-1.0,1,0,0,0,0,0,0
10822605,0.0,-0.0,0.78168243,0.0,0.9245889,0.0,0.0,0.38096634,0.0,-1.0,1,0,0,0,0,0,0
10922361,0.0,-0.0,0.9372126,0.0,0.8921986,0.0,0.0,0.45164326,0.0,-1.0,1,0,0,0,0,0,0
11022579,0.0,-0.0,1.1201954,0.0,0.8472032,0.0,0.0,0.53126895,0.0,-1.0,1,0,0,0,0,0,0
11126569,0.0,-0.0,1.3052108,0.0,0.7945043,0.0,0.0,0.6072585,0.0,-1.0,1,0,0,0,0,0,0
11227180,0.0,-0.0,1.4556093,0.0,0.7466366,0.0,0.0,0.6652321,0.0,-1.0,1,0,0,0,0,0,0
11327453,0.0,-0.0,1.5903438,0.0,0.70016205,0.0,0.0,0.713984,0.0,-1.0,1,0,0,0,0,0,0
11431618,0.0,-0.0,1.732504,0.0,0.6476867,0.0,0.0,0.76190674,0.0,-1.0,1,0,0,0,0,0,0
11531173,0.0,-0.0,1.8781914,0.0,0.59051806,0.0,0.0,0.8070244,0.0,-1.0,1,0,0,0,0,0,0
11632975,0.0,-0.0,2.0200284,0.0,0.5318487,0.0,0.0,0.84683937,0.0,-1.0,1,0,0,0,0,0,0
11736214,0.0,-0.0,2.1961772,0.0,0.45529872,0.0,0.0,0.8903387,0.0,-1.0,1,0,0,0,0,0,0
11835766,0.0,-0.0,2.3732758,0.0,0.37477905,0.0,0.0,0.9271142,0.0,-1.0,1,0,0,0,0,0,0
11936216,0.0,-0.0,2.5500596,0.0,0.2914732,0.0,0.0,0.95657897,0.0,-1.0,1,0,0,0,0,0,0
12040998,0.0,-0.0,2.7527828,0.0,0.19318269,0.0,0.0,0.9811628,0.0,-1.0,1,0,0,0,0,0,0
12140772,0.0,-0.0,2.9207087,0.0,0.110217616,0.0,0.0,0.99390745,0.0,-1.0,1,0,0,0,0,0,0
12241260,0.0,-0.0,3.0586648,0.0,0.041452046,0.0,0.0,0.9991405,0.0,-1.0,1,0,0,0,0,0,0
12345003,0.0,-0.0,-3.0658722,0.0,0.037851185,0.0,-0.0,-0.9992834,0.0,-1.0,1,0,0,0,0,0,0
12444742,0.0,-0.0,-2.9463317,0.0,0.09747543,0.0,-0.0,-0.99523795,0.0,-1.0,1,0,0,0,0,0,0
12546335,0.0,-0.0,-2.8716807,0.0,0.13454667,0.0,-0.0,-0.99090725,0.0,-1.0,1,0,0,0,0,0,0
12649910,0.0,-0.0,-2.8099725,0.0,0.16505134,0.0,-0.0,-0.986285,0.0,-1.0,1,0,0,0,0,0,0
12749511,0.0,-0.0,-2.8085177,0.0,0.16576873,0.0,-0.0,-0.9861646,0.0,-1.0,1,0,0,0,0,0,0
12849845,0.0,-0.0,-2.8449173,0.0,0.14779428,0.0,-0.0,-0.98901814,0.0,-1.0,1,0,0,0,0,0,0
12954879,0.0,-0.0,-2.8842967,0.0,0.12829342,0.0,-0.0,-0.99173623,0.0,-1.0,1,0,0,0,0,0,0
13058881,0.0,-0.0,-2.988335,0.0,0.07655391,0.0,-0.0,-0.9970654,0.0,-1.0,1,0,0,0,0,0,0
13158308,0.0,-0.0,-3.0727923,0.0,0.034393396,0.0,-0.0,-0.99940836,0.0,-1.0,1,0,0,0,0,0,0
13262148,0.0,-0.0,-3.1180437,0.0,0.011774224,0.0,-0.0,-0.9999307,0.0,-1.0,1,0,0,0,0,0,0
13363391,0.0,-0.0,-3.1386642,0.0,0.0014642035,0.0,-0.0,-0.9999989,0.0,-1.0,1,0,0,0,0,0,0
13462326,0.0,-0.0,-3.1231475,0.0,0.0092224525,0.0,-0.0,-0.9999575,0.0,-1.0,1,0,0,0,0,0,0
13567291,0.0,-0.0,-3.0549693,0.0,0.043298133,0.0,-0.0,-0.9990622,0.0,-1.0,1,0,0,0,0,0,0
13667686,0.0,-0.0,-2.9100876,0.0,0.11549422,0.0,-0.0,-0.9933081,0.0,-1.0,1,0,0,0,0,0,0
13767202,0.0,-0.0,-2.7807064,0.0,0.17946552,0.0,-0.0,-0.9837643,0.0,-1.0,1,0,0,0,0,0,0
13868229,0.0,-0.0,-2.6464272,0.0,0.24506113,0.0,-0.0,-0.96950763,0.0,-1.0,1,0,0,0,0,0,0
13972800,0.0,-0.0,-2.559154,0.0,0.2871204,0.0,-0.0,-0.9578945,0.0,-1.0,1,0,0,0,0,0,0
14071979,0.0,-0.0,-2.4930797,0.0,0.3186041,0.0,-0.0,-0.9478879,0.0,-1.0,1,0,0,0,0,0,0
14175746,0.0,-0.0,-2.460703,0.0,0.33390647,0.0,-0.0,-0.9426062,0.0,-1.0,1,0,0,0,0,0,0
14276782,0.0,-0.0,-2.4543507,0.0,0.3368986,0.0,-0.0,-0.94154096,0.0,-1.0,1,0,0,0,0,0,0
14376751,0.0,-0.0,-2.4367034,0.0,0.34519318,0.0,-0.0,-0.93853164,0.0,-1.0,1,0,0,0,0,0,0
14476996,0.0,-0.0,-2.4167569,0.0,0.3545361,0.0,-0.0,-0.9350423,0.0,-1.0,1,0,0,0,0,0,0
14581304,0.0,-0.0,-2.3560748,0.0,0.3827387,0.0,-0.0,-0.9238567,0.0,-1.0,1,0,0,0,0,0,0
14680759,0.0,-0.0,-2.226534,0.0,0.44173294,0.0,-0.0,-0.8971466,0.0,-1.0,1,0,0,0,0,0,0
14784754,0.0,-0.0,-2.0086555,0.0,0.53665555,0.0,-0.0,-0.84380144,0.0,-1.0,1,0,0,0,0,0,0
14885890,0.0,-0.0,-1.756364,0.0,0.6385513,0.0,-0.0,-0.76957923,0.0,-1.0,1,0,0,0,0,0,0
14985583,0.0,-0.0,-1.5076987,0.0,0.72905964,0.0,-0.0,-0.6844502,0.0,-1.0,1,0,0,0,0,0,0
15089587,0.0,-0.0,-1.2347019,0.0,0.8154148,0.0,-0.0,-0.5788771,0.0,-1.0,1,0,0,0,0,0,0
15190370,0.0,-0.0,-1.0633023,0.0,0.8619712,0.0,-0.0,-0.5069573,0.0,-1.0,1,0,0,0,0,0,0
15290422,0.0,-0.0,-0.87662995,0.0,0.9054681,0.0,-0.0,-0.42441434,0.0,-1.0,1,0,0,0,0,0,0
15391198,0.0,-0.0,-0.6767574,0.0,0.9432941,0.0,-0.0,-0.33195817,0.0,-1.0,1,0,0,0,0,0,0
15494496,0.0,-0.0,-0.50895894,0.0,0.9677945,0.0,-0.0,-0.25174168,0.0,-1.0,1,0,0,0,0,0,0
15594132,0.0,-0.0,-0.39557508,0.0,0.98050374,0.0,-0.0,-0.19650048,0.0,-1.0,1,0,0,0,0,0,0
15695492,0.0,-0.0,-0.30472994,0.0,0.9884149,0.0,-0.0,-0.15177612,0.0,-1.0,1,0,0,0,0,0,0
15799451,0.0,-0.0,-0.20200297,0.0,0.9949037,0.0,-0.0,-0.10082985,0.0,-1.0,1,0,0,0,0,0,0
15899187,0.0,-0.0,-0.11056106,0.0,0.9984724,0.0,-0.0,-0.055252377,0.0,-1.0,1,0,0,0,0,0,0
16003260,0.0,-0.0,-0.039867487,0.0,0.99980134,0.0,-0.0,-0.019932423,0.0,-1.0,1,0,0,0,0,0,0
16103995,0.0,-0.0,-0.018686926,0.0,0.99995637,0.0,-0.0,-0.009343327,0.0,-1.0,1,0,0,0,0,0,0
16203934,0.0,-0.0,-0.021381706,0.0,0.99994284,0.0,-0.0,-0.010690649,0.0,-1.0,1,0,0,0,0,0,0
16304835,0.0,-0.0,-0.041740038,0.0,0.9997822,0.0,-0.0,-0.020868504,0.0,-1.0,1,0,0,0,0,0,0
16408182,0.0,-0.0,-0.07629778,0.0,0.9992724,0.0,-0.0,-0.038139638,0.0,-1.0,1,0,0,0,0,0,0
16512228,0.0,-0.0,-0.1253692,0.0,0.99803597,0.0,-0.0,-0.06264356,0.0,-1.0,1,0,0,0,0,0,0
16612749,0.0,-0.0,-0.16619104,0.0,0.99654955,0.0,-0.0,-0.08299993,0.0,-1.0,1,0,0,0,0,0,0
16716767,0.0,-0.0,-0.22952898,0.0,0.9934218,0.0,-0.0,-0.11451273,0.0,-1.0,1,0,0,0,0,0,0
16817211,0.0,-0.0,-0.25982818,0.0,0.99157304,0.0,-0.0,-0.12954895,0.0,-1.0,1,0,0,0,0,0,0
16916795,0.0,-0.0,-0.25314093,0.0,0.99200064,0.0,-0.0,-0.12623279,0.0,-1.0,1,0,0,0,0,0,0
17020741,0.0,-0.0,-0.20640488,0.0,0.99467933,0.0,-0.0,-0.10301934,0.0,-1.0,1,0,0,0,0,0,0
17122523,0.0,-0.0,-0.18239576,0.0,0.99584436,0.0,-0.0,-0.09107152,0.0,-1.0,1,0,0,0,0,0,0
17221573,0.0,-0.0,-0.16222864,0.0,0.996712,0.0,-0.0,-0.0810254,0.0,-1.0,1,0,0,0,0,0,0
17325588,0.0,-0.0,-0.17433058,0.0,0.9962035,0.0,-0.0,-0.08705495,0.0,-1.0,1,0,0,0,0,0,0
17426293,0.0,-0.0,-0.1905672,0.0,0.99546397,0.0,-0.0,-0.09513948,0.0,-1.0,1,0,0,0,0,0,0
17526146,0.0,-0.0,-0.24177906,0.0,0.99270177,0.0,-0.0,-0.12059529,0.0,-1.0,1,0,0,0,0,0,0
17630453,0.0,-0.0,-0.289911,0.0,0.9895123,0.0,-0.0,-0.1444484,0.0,-1.0,1,0,0,0,0,0,0
17731442,0.0,-0.0,-0.3235527,0.0,0.9869427,0.0,-0.0,-0.16107161,0.0,-1.0,1,0,0,0,0,0,0
17830375,0.0,-0.0,-0.369972,0.0,0.9829388,0.0,-0.0,-0.18393277,0.0,-1.0,1,0,0,0,0,0,0
17935172,0.0,-0.0,-0.37495714,0.0,0.9824773,0.0,-0.0,-0.18638225,0.0,-1.0,1,0,0,0,0,0,0
18035402,0.0,-0.0,-0.36453888,0.0,0.98343486,0.0,-0.0,-0.18126188,0.0,-1.0,1,0,0,0,0,0,0
18135172,0.0,-0.0,-0.31512597,0.0,0.9876126,0.0,-0.0,-0.15691185,0.0,-1.0,1,0,0,0,0,0,0
18239170,0.0,-0.0,-0.2607056,0.0,0.9915161,0.0,-0.0,-0.12998395,0.0,-1.0,1,0,0,0,0,0,0
18339455,0.0,-0.0,-0.250203,0.0,0.992185,0.0,-0.0,-0.12477545,0.0,-1.0,1,0,0,0,0,0,0
18440000,0.0,-0.0,-0.24153571,0.0,0.99271643,0.0,-0.0,-0.1204745,0.0,-1.0,1,0,0,0,0,0,0
18543951,0.0,-0.0,-0.2725278,0.0,0.9907304,0.0,-0.0,-0.1358426,0.0,-1.0,1,0,0,0,0,0,0
18645211,0.0,-0.0,-0.32425934,0.0,0.9868857,0.0,-0.0,-0.16142032,0.0,-1.0,1,0,0,0,0,0,0
18743917,0.0,-0.0,-0.35022846,0.0,0.98470664,0.0,-0.0,-0.17422062,0.0,-1.0,1,0,0,0,0,0,0
18844964,0.0,-0.0,-0.38772684,0.0,0.9812673,0.0,-0.0,-0.19265138,0.0,-1.0,1,0,0,0,0,0,0
18949607,0.0,-0.0,-0.40275237,0.0,0.97979224,0.0,-0.0,-0.2000179,0.0,-1.0,1,0,0,0,0,0,0
19048748,0.0,-0.0,-0.37527636,0.0,0.98244756,0.0,-0.0,-0.18653905,0.0,-1.0,1,0,0,0,0,0,0
19152886,0.0,-0.0,-0.301398,0.0,0.98866636,0.0,-0.0,-0.15012926,0.0,-1.0,1,0,0,0,0,0,0
19253115,0.0,-0.0,-0.16923326,0.0,0.9964222,0.0,-0.0,-0.08451569,0.0,-1.0,1,0,0,0,0,0,0
19353634,0.0,-0.0,-0.0097661605,0.0,0.9999881,0.0,-0.0,-0.0048830607,0.0,-1.0,1,0,0,0,0,0,0
19457587,0.0,-0.0,0.10573311,0.0,0.99860287,0.0,0.0,0.05284193,0.0,-1.0,1,0,0,0,0,0,0
19557974,0.0,-0.0,0.19370458,0.0,0.99531347,0.0,0.0,0.096700944,0.0,-1.0,1,0,0,0,0,0,0
19657561,0.0,-0.0,0.25777256,0.0,0.99170566,0.0,0.0,0.12852974,0.0,-1.0,1,0,0,0,0,0,0
19759366,0.0,-0.0,0.29384625,0.0,0.9892262,0.0,0.0,0.1463951,0.0,-1.0,1,0,0,0,0,0,0
19862801,0.0,-0.0,0.3357566,0.0,0.9859415,0.0,0.0,0.16709085,0.0,-1.0,1,0,0,0,0,0,0
19962122,0.0,-0.0,0.36220217,0.0,0.983646,0.0,0.0,0.18011276,0.0,-1.0,1,0,0,0,0,0,0
20066513,0.0,-0.0,0.39860514,0.0,0.9802049,0.0,0.0,0.19798575,0.0,-1.0,1,0,0,0,0,0,0
20166576,0.0,-0.0,0.41852394,0.0,0.9781845,0.0,0.0,0.20773803,0.0,-1.0,1,0,0,0,0,0,0
20267238,0.0,-0.0,0.4645795,0.0,0.97314185,0.0,0.0,0.23020637,0.0,-1.0,1,0,0,0,0,0,0
20371205,0.0,-0.0,0.5486456,0.0,0.9626089,0.0,0.0,0.27089512,0.0,-1.0,1,0,0,0,0,0,0
20472036,0.0,-0.0,0.6365597,0.0,0.94977516,0.0,0.0,0.31293327,0.0,-1.0,1,0,0,0,0,0,0
20571151,0.0,-0.0,0.7085457,0.0,0.937899,0.0,0.0,0.34690845,0.0,-1.0,1,0,0,0,0,0,0
20672762,0.0,-0.0,0.7672272,0.0,0.9273182,0.0,0.0,0.37427384,0.0,-1.0,1,0,0,0,0,0,0
20776759,0.0,-0.0,0.8115784,0.0,0.9187912,0.0,0.0,0.39474398,0.0,-1.0,1,0,0,0,0,0,0
20876000,0.0,-0.0,0.84406704,0.0,0.91225785,0.0,0.0,0.40961638,0.0,-1.0,1,0,0,0,0,0,0
20979984,0.0,-0.0,0.85243005,0.0,0.9105371,0.0,0.0,0.4134274,0.0,-1.0,1,0,0,0,0,0,0
21080987,0.0,-0.0,0.87691194,0.0,0.9054082,0.0,0.0,0.42454198,0.0,-1.0,1,0,0,0,0,0,0
21180719,0.0,-0.0,0.89656603,0.0,0.9011926,0.0,0.0,0.43341884,0.0,-1.0,1,0,0,0,0,0,0
21281238,0.0,-0.0,0.9064076,0.0,0.899049,0.0,0.0,0.43784815,0.0,-1.0,1,0,0,0,0,0,0
21384990,0.0,-0.0,0.9361504,0.0,0.89243835,0.0,0.0,0.45116934,0.0,-1.0,1,0,0,0,0,0,0
21485566,0.0,-0.0,0.9526266,0.0,0.8886913,0.0,0.0,0.45850596,0.0,-1.0,1,0,0,0,0,0,0
21586491,0.0,-0.0,0.95821124,0.0,0.88740754,0.0,0.0,0.4609857,0.0,-1.0,1,0,0,0,0,0,0
21689850,0.0,-0.0,0.92121965,0.0,0.8957816,0.0,0.0,0.44449446,0.0,-1.0,1,0,0,0,0,0,0
21789582,0.0,-0.0,0.86195505,0.0,0.9085578,0.0,0.0,0.41775915,0.0,-1.0,1,0,0,0,0,0,0
21893527,0.0,-0.0,0.80229986,0.0,0.9206126,0.0,0.0,0.39047724,0.0,-1.0,1,0,0,0,0,0,0
21994657,0.0,-0.0,0.7686975,0.0,0.9270428,0.0,0.0,0.37495548,0.0,-1.0,1,0,0,0,0,0,0
22094320,0.0,-0.0,0.7506711,0.0,0.9303847,0.0,0.0,0.36658475,0.0,-1.0,1,0,0,0,0,0,0
22195113,0.0,-0.0,0.7621932,0.0,0.92825735,0.0,0.0,0.37193862,0.0,-1.0,1,0,0,0,0,0,0
22298656,0.0,-0.0,0.79525423,0.0,0.92198247,0.0,0.0,0.38723168,0.0,-1.0,1,0,0,0,0,0,0
22398310,0.0,-0.0,0.82941663,0.0,0.91523385,0.0,0.0,0.402923,0.0,-1.0,1,0,0,0,0,0,0
22500032,0.0,-0.0,0.8244525,0.0,0.91623116,0.0,0.0,0.40065008,0.0,-1.0,1,0,0,0,0,0,0
22603650,0.0,-0.0,0.80284655,0.0,0.9205058,0.0,0.0,0.39072886,0.0,-1.0,1,0,0,0,0,0,0
22703126,0.0,-0.0,0.7540866,0.0,0.9297573,0.0,0.0,0.36817306,0.0,-1.0,1,0,0,0,0,0,0
22804402,0.0,-0.0,0.69078875,0.0,0.940942,0.0,0.0,0.3385678,0.0,-1.0,1,0,0,0,0,0,0
22908755,0.0,-0.0,0.60583216,0.0,0.9544707,0.0,0.0,0.2983048,0.0,-1.0,1,0,0,0,0,0,0
23007975,0.0,-0.0,0.54685616,0.0,0.96285087,0.0,0.0,0.27003375,0.0,-1.0,1,0,0,0,0,0,0
23108286,0.0,-0.0,0.46813735,0.0,0.97273076,0.0,0.0,0.23193716,0.0,-1.0,1,0,0,0,0,0,0
23212938,0.0,-0.0,0.4083772,0.0,0.9792258,0.0,0.0,0.20277268,0.0,-1.0,1,0,0,0,0,0,0
23311927,0.0,-0.0,0.36016792,0.0,0.98382866,0.0,0.0,0.17911218,0.0,-1.0,1,0,0,0,0,0,0
23412930,0.0,-0.0,0.34515548,0.0,0.9851454,0.0,0.0,0.17172237,0.0,-1.0,1,0,0,0,0,0,0
23517840,0.0,-0.0,0.3421982,0.0,0.98539823,0.0,0.0,0.1702655,0.0,-1.0,1,0,0,0,0,0,0
23616710,0.0,-0.0,0.38516402,0.0,0.9815133,0.0,0.0,0.19139381,0.0,-1.0,1,0,0,0,0,0,0
23717269,0.0,-0.0,0.4164397,0.0,0.97840047,0.0,0.0,0.20671853,0.0,-1.0,1,0,0,0,0,0,0
23821030,0.0,-0.0,0.4649261,0.0,0.9731019,0.0,0.0,0.23037502,0.0,-1.0,1,0,0,0,0,0,0
23921608,0.0,-0.0,0.4844775,0.0,0.9708034,0.0,0.0,0.23987661,0.0,-1.0,1,0,0,0,0,0,0
24021834,0.0,-0.0,0.4851183,0.0,0.9707265,0.0,0.0,0.24018764,0.0,-1.0,1,0,0,0,0,0,0
24125862,0.0,-0.0,0.47350258,0.0,0.9721051,0.0,0.0,0.23454578,0.0,-1.0,1,0,0,0,0,0,0
24226367,0.0,-0.0,0.46764046,0.0,0.9727884,0.0,0.0,0.23169547,0.0,-1.0,1,0,0,0,0,0,0
24326596,0.0,-0.0,0.4371673,0.0,0.9762056,0.0,0.0,0.21684718,0.0,-1.0,1,0,0,0,0,0,0
24430843,0.0,-0.0,0.40168026,0.0,0.97989935,0.0,0.0,0.19949265,0.0,-1.0,1,0,0,0,0,0,0
24530366,0.0,-0.0,0.38898,0.0,0.98114634,0.0,0.0,0.19326618,0.0,-1.0,1,0,0,0,0,0,0
24631423,0.0,-0.0,0.3897741,0.0,0.98106956,0.0,0.0,0.19365573,0.0,-1.0,1,0,0,0,0,0,0
24735432,0.0,-0.0,0.41383442,0.0,0.9786689,0.0,0.0,0.20544384,0.0,-1.0,1,0,0,0,0,0,0
24835118,0.0,-0.0,0.43711168,0.0,0.9762116,0.0,0.0,0.21682005,0.0,-1.0,1,0,0,0,0,0,0
24935433,0.0,-0.0,0.40622002,0.0,0.97944397,0.0,0.0,0.20171638,0.0,-1.0,1,0,0,0,0,0,0
25039390,0.0,-0.0,0.35595202,0.0,0.98420405,0.0,0.0,0.17703792,0.0,-1.0,1,0,0,0,0,0,0
25140069,0.0,-0.0,0.26560318,0.0,0.99119484,0.0,0.0,0.13241158,0.0,-1.0,1,0,0,0,0,0,0
25240304,0.0,-0.0,0.123151794,0.0,0.9981048,0.0,0.0,0.061536994,0.0,-1.0,1,0,0,0,0,0,0
25344246,0.0,-0.0,-0.0065854285,0.0,0.9999946,0.0,-0.0,-0.0032927082,0.0,-1.0,1,0,0,0,0,0,0
25444018,0.0,-0.0,-0.16489072,0.0,0.9966033,0.0,-0.0,-0.08235199,0.0,-1.0,1,0,0,0,0,0,0
25544252,0.0,-0.0,-0.31069013,0.0,0.9879582,0.0,-0.0,-0.15472102,0.0,-1.0,1,0,0,0,0,0,0
25649825,0.0,-0.0,-0.4192639,0.0,0.9781076,0.0,-0.0,-0.20809992,0.0,-1.0,1,0,0,0,0,0,0
