timestamp,voltage5V_v,voltage3V3_v,v3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5V_OC,hipower_5V_OC
41819621,5.2867675,0.0,0,0,1,0,0,0,0
42319621,5.2722654,0.0,0,0,1,0,0,0,0
42819621,5.2770996,0.0,0,0,1,0,0,0,0
43819621,5.2480955,0.0,0,0,1,0,0,0,0
44329621,5.2480955,0.0,0,0,1,0,0,0,0
44829630,5.2497067,0.0,0,0,1,0,0,0,0
45329621,5.2126465,0.0,0,0,1,0,0,0,0
45829627,5.244873,0.0,0,0,1,0,0,0,0
46329646,5.2916017,0.0,0,0,1,0,0,0,0
46829621,5.244873,0.0,0,0,1,0,0,0,0
47329672,5.2513185,0.0,0,0,1,0,0,0,0
47839621,5.3012695,0.0,0,0,1,0,0,0,0
48339664,5.254541,0.0,0,0,1,0,0,0,0
48839621,5.2464843,0.0,0,0,1,0,0,0,0
49339621,5.2513185,0.0,0,0,1,0,0,0,0
49839631,5.2464843,0.0,0,0,1,0,0,0,0
50339621,5.219092,0.0,0,0,1,0,0,0,0
50839621,5.2513185,0.0,0,0,1,0,0,0,0
51339647,5.2384276,0.0,0,0,1,0,0,0,0
51839651,5.240039,0.0,0,0,1,0,0,0,0
52349657,5.2513185,0.0,0,0,1,0,0,0,0
52849621,5.2464843,0.0,0,0,1,0,0,0,0
53349621,5.2126465,0.0,0,0,1,0,0,0,0
53849621,5.2851562,0.0,0,0,1,0,0,0,0
54349621,5.2722654,0.0,0,0,1,0,0,0,0
54849624,5.219092,0.0,0,0,1,0,0,0,0
55349621,5.254541,0.0,0,0,1,0,0,0,0
55849621,5.254541,0.0,0,0,1,0,0,0,0
56349643,5.21748,0.0,0,0,1,0,0,0,0
56849621,5.2368164,0.0,0,0,1,0,0,0,0
57359621,5.244873,0.0,0,0,1,0,0,0,0
57859621,5.24165,0.0,0,0,1,0,0,0,0
58359621,5.215869,0.0,0,0,1,0,0,0,0
58859656,5.2513185,0.0,0,0,1,0,0,0,0
59359621,5.2529297,0.0,0,0,1,0,0,0,0
59859645,5.26582,0.0,0,0,1,0,0,0,0
60359621,5.293213,0.0,0,0,1,0,0,0,0
60859621,5.2464843,0.0,0,0,1,0,0,0,0
61359621,5.243262,0.0,0,0,1,0,0,0,0
61859621,5.235205,0.0,0,0,1,0,0,0,0
62369621,5.2480955,0.0,0,0,1,0,0,0,0
62869657,5.21748,0.0,0,0,1,0,0,0,0
63369621,5.2513185,0.0,0,0,1,0,0,0,0
63869621,5.2480955,0.0,0,0,1,0,0,0,0
64369621,5.220703,0.0,0,0,1,0,0,0,0
64869635,5.259375,0.0,0,0,1,0,0,0,0
65379621,5.2964354,0.0,0,0,1,0,0,0,0
65879621,5.2384276,0.0,0,0,1,0,0,0,0
66379621,5.2851562,0.0,0,0,1,0,0,0,0
66879634,5.244873,0.0,0,0,1,0,0,0,0
67379621,5.2513185,0.0,0,0,1,0,0,0,0
67879621,5.230371,0.0,0,0,1,0,0,0,0
68379621,5.235205,0.0,0,0,1,0,0,0,0
68879621,5.244873,0.0,0,0,1,0,0,0,0
69379624,5.2464843,0.0,0,0,1,0,0,0,0
69879639,5.2513185,0.0,0,0,1,0,0,0,0
70389621,5.244873,0.0,0,0,1,0,0,0,0
70889621,5.240039,0.0,0,0,1,0,0,0,0
71389644,5.2239256,0.0,0,0,1,0,0,0,0
71889621,5.2916017,0.0,0,0,1,0,0,0,0
72389621,5.244873,0.0,0,0,1,0,0,0,0
72889621,5.2480955,0.0,0,0,1,0,0,0,0
73389647,5.2513185,0.0,0,0,1,0,0,0,0
73889621,5.2384276,0.0,0,0,1,0,0,0,0
74389621,5.2239256,0.0,0,0,1,0,0,0,0
74899654,5.2513185,0.0,0,0,1,0,0,0,0
75399621,5.2078123,0.0,0,0,1,0,0,0,0
75899621,5.269043,0.0,0,0,1,0,0,0,0
76399621,5.302881,0.0,0,0,1,0,0,0,0
76899621,5.2964354,0.0,0,0,1,0,0,0,0
77399621,5.2883787,0.0,0,0,1,0,0,0,0
77899621,5.244873,0.0,0,0,1,0,0,0,0
78399621,5.243262,0.0,0,0,1,0,0,0,0
78899621,5.278711,0.0,0,0,1,0,0,0,0
79399621,5.24165,0.0,0,0,1,0,0,0,0
79909624,5.2480955,0.0,0,0,1,0,0,0,0
80409622,5.2497067,0.0,0,0,1,0,0,0,0
80909657,5.2480955,0.0,0,0,1,0,0,0,0
81409621,5.2770996,0.0,0,0,1,0,0,0,0
81909624,5.2577634,0.0,0,0,1,0,0,0,0
82409621,5.2529297,0.0,0,0,1,0,0,0,0
82909621,5.280322,0.0,0,0,1,0,0,0,0
83409622,5.2996583,0.0,0,0,1,0,0,0,0
83909632,5.2770996,0.0,0,0,1,0,0,0,0
84419621,5.280322,0.0,0,0,1,0,0,0,0
84919645,5.2480955,0.0,0,0,1,0,0,0,0
85419621,5.240039,0.0,0,0,1,0,0,0,0
85919621,5.2497067,0.0,0,0,1,0,0,0,0
86419621,5.225537,0.0,0,0,1,0,0,0,0
86919621,5.219092,0.0,0,0,1,0,0,0,0
87419656,5.280322,0.0,0,0,1,0,0,0,0
87929625,5.2464843,0.0,0,0,1,0,0,0,0
88429621,5.235205,0.0,0,0,1,0,0,0,0
88929635,5.2851562,0.0,0,0,1,0,0,0,0
89429621,5.293213,0.0,0,0,1,0,0,0,0
89939644,5.2497067,0.0,0,0,1,0,0,0,0
90439621,5.293213,0.0,0,0,1,0,0,0,0
90939623,5.2497067,0.0,0,0,1,0,0,0,0
91439621,5.215869,0.0,0,0,1,0,0,0,0
91939621,5.2513185,0.0,0,0,1,0,0,0,0
92439621,5.2464843,0.0,0,0,1,0,0,0,0
92939621,5.219092,0.0,0,0,1,0,0,0,0
93439621,5.22876,0.0,0,0,1,0,0,0,0
93939621,5.2964354,0.0,0,0,1,0,0,0,0
94439621,5.2464843,0.0,0,0,1,0,0,0,0
94939622,5.2029786,0.0,0,0,1,0,0,0,0
95439621,5.280322,0.0,0,0,1,0,0,0,0
95939629,5.2819333,0.0,0,0,1,0,0,0,0
96449669,5.215869,0.0,0,0,1,0,0,0,0
96949623,5.2335935,0.0,0,0,1,0,0,0,0
97449621,5.254541,0.0,0,0,1,0,0,0,0
97949624,5.2110353,0.0,0,0,1,0,0,0,0
98449621,5.2529297,0.0,0,0,1,0,0,0,0
98949621,5.2513185,0.0,0,0,1,0,0,0,0
99449631,5.264209,0.0,0,0,1,0,0,0,0
99949640,5.2625976,0.0,0,0,1,0,0,0,0
100449621,5.2497067,0.0,0,0,1,0,0,0,0
100949621,5.244873,0.0,0,0,1,0,0,0,0
101449621,5.2223144,0.0,0,0,1,0,0,0,0
101949621,5.254541,0.0,0,0,1,0,0,0,0
102459622,5.2239256,0.0,0,0,1,0,0,0,0
102959669,5.215869,0.0,0,0,1,0,0,0,0
103459626,5.2513185,0.0,0,0,1,0,0,0,0
103959621,5.215869,0.0,0,0,1,0,0,0,0
104459621,5.270654,0.0,0,0,1,0,0,0,0
104959632,5.24165,0.0,0,0,1,0,0,0,0
105459621,5.220703,0.0,0,0,1,0,0,0,0
105959621,5.220703,0.0,0,0,1,0,0,0,0
106459621,5.254541,0.0,0,0,1,0,0,0,0
106959621,5.278711,0.0,0,0,1,0,0,0,0
107459621,5.2480955,0.0,0,0,1,0,0,0,0
107959621,5.2464843,0.0,0,0,1,0,0,0,0
108469642,5.2513185,0.0,0,0,1,0,0,0,0
108969635,5.2271485,0.0,0,0,1,0,0,0,0
109469670,5.2497067,0.0,0,0,1,0,0,0,0
109969650,5.2529297,0.0,0,0,1,0,0,0,0
110469621,5.220703,0.0,0,0,1,0,0,0,0
110969621,5.2819333,0.0,0,0,1,0,0,0,0
111469621,5.294824,0.0,0,0,1,0,0,0,0
111969621,5.24165,0.0,0,0,1,0,0,0,0
112479621,5.2754884,0.0,0,0,1,0,0,0,0
112979621,5.2738767,0.0,0,0,1,0,0,0,0
113479661,5.2480955,0.0,0,0,1,0,0,0,0
113979621,5.2497067,0.0,0,0,1,0,0,0,0
114479621,5.2851562,0.0,0,0,1,0,0,0,0
114989621,5.219092,0.0,0,0,1,0,0,0,0
115489621,5.244873,0.0,0,0,1,0,0,0,0
115989633,5.2529297,0.0,0,0,1,0,0,0,0
116489622,5.2239256,0.0,0,0,1,0,0,0,0
116989621,5.219092,0.0,0,0,1,0,0,0,0
117499621,5.2883787,0.0,0,0,1,0,0,0,0
117999621,5.2223144,0.0,0,0,1,0,0,0,0
118499637,5.2513185,0.0,0,0,1,0,0,0,0
118999621,5.28999,0.0,0,0,1,0,0,0,0
120499621,5.2480955,0.0,0,0,1,0,0,0,0
120999621,5.2529297,0.0,0,0,1,0,0,0,0
121499631,5.2368164,0.0,0,0,1,0,0,0,0
121999657,5.254541,0.0,0,0,1,0,0,0,0
122499621,5.2980466,0.0,0,0,1,0,0,0,0
122999623,5.2529297,0.0,0,0,1,0,0,0,0
123499650,5.2609863,0.0,0,0,1,0,0,0,0
124009621,5.306103,0.0,0,0,1,0,0,0,0
124509621,5.2770996,0.0,0,0,1,0,0,0,0
125009669,5.244873,0.0,0,0,1,0,0,0,0
125509626,5.2883787,0.0,0,0,1,0,0,0,0
126009621,5.254541,0.0,0,0,1,0,0,0,0
126509626,5.2223144,0.0,0,0,1,0,0,0,0
127009621,5.254541,0.0,0,0,1,0,0,0,0
127509621,5.2513185,0.0,0,0,1,0,0,0,0
128019621,5.2223144,0.0,0,0,1,0,0,0,0
128519661,5.2513185,0.0,0,0,1,0,0,0,0
129019621,5.244873,0.0,0,0,1,0,0,0,0
129519621,5.2513185,0.0,0,0,1,0,0,0,0
130019621,5.283545,0.0,0,0,1,0,0,0,0
130519621,5.2497067,0.0,0,0,1,0,0,0,0
131019621,5.270654,0.0,0,0,1,0,0,0,0
131519656,5.2513185,0.0,0,0,1,0,0,0,0
132019621,5.243262,0.0,0,0,1,0,0,0,0
132519621,5.2223144,0.0,0,0,1,0,0,0,0
133019628,5.243262,0.0,0,0,1,0,0,0,0
133519661,5.2513185,0.0,0,0,1,0,0,0,0
134029621,5.2223144,0.0,0,0,1,0,0,0,0
134529621,5.2223144,0.0,0,0,1,0,0,0,0
135029621,5.2609863,0.0,0,0,1,0,0,0,0
135529631,5.2980466,0.0,0,0,1,0,0,0,0
136029630,5.254541,0.0,0,0,1,0,0,0,0
136529621,5.225537,0.0,0,0,1,0,0,0,0
137029621,5.2513185,0.0,0,0,1,0,0,0,0
137529622,5.2271485,0.0,0,0,1,0,0,0,0
138029682,5.254541,0.0,0,0,1,0,0,0,0
138529622,5.259375,0.0,0,0,1,0,0,0,0
139029621,5.256152,0.0,0,0,1,0,0,0,0
139529634,5.2513185,0.0,0,0,1,0,0,0,0
140039621,5.2529297,0.0,0,0,1,0,0,0,0
140539621,5.2770996,0.0,0,0,1,0,0,0,0
141039621,5.235205,0.0,0,0,1,0,0,0,0
141539621,5.278711,0.0,0,0,1,0,0,0,0
142039637,5.26582,0.0,0,0,1,0,0,0,0
142539622,5.2480955,0.0,0,0,1,0,0,0,0
143039621,5.254541,0.0,0,0,1,0,0,0,0
143539666,5.2368164,0.0,0,0,1,0,0,0,0
144039621,5.2271485,0.0,0,0,1,0,0,0,0
144549621,5.2335935,0.0,0,0,1,0,0,0,0
145049621,5.2497067,0.0,0,0,1,0,0,0,0
145549621,5.215869,0.0,0,0,1,0,0,0,0
146049621,5.2529297,0.0,0,0,1,0,0,0,0
146549621,5.2577634,0.0,0,0,1,0,0,0,0
147059652,5.280322,0.0,0,0,1,0,0,0,0
147559621,5.256152,0.0,0,0,1,0,0,0,0
148059621,5.294824,0.0,0,0,1,0,0,0,0
148559632,5.21748,0.0,0,0,1,0,0,0,0
149059621,5.2513185,0.0,0,0,1,0,0,0,0
149559621,5.2464843,0.0,0,0,1,0,0,0,0
150059621,5.254541,0.0,0,0,1,0,0,0,0
150559622,5.21748,0.0,0,0,1,0,0,0,0
151059633,5.2497067,0.0,0,0,1,0,0,0,0
151559621,5.254541,0.0,0,0,1,0,0,0,0
152059621,5.220703,0.0,0,0,1,0,0,0,0
152559621,5.2674317,0.0,0,0,1,0,0,0,0
153059621,5.2722654,0.0,0,0,1,0,0,0,0
153569656,5.26582,0.0,0,0,1,0,0,0,0
154069626,5.2674317,0.0,0,0,1,0,0,0,0
154569621,5.3012695,0.0,0,0,1,0,0,0,0
155069627,5.219092,0.0,0,0,1,0,0,0,0
155569621,5.2497067,0.0,0,0,1,0,0,0,0
156069621,5.254541,0.0,0,0,1,0,0,0,0
156569621,5.2497067,0.0,0,0,1,0,0,0,0
157069634,5.2851562,0.0,0,0,1,0,0,0,0
157579621,5.2513185,0.0,0,0,1,0,0,0,0
158079621,5.2384276,0.0,0,0,1,0,0,0,0
158579627,5.1852536,0.0,0,0,1,0,0,0,0
159079622,5.2964354,0.0,0,0,1,0,0,0,0
159579621,5.28999,0.0,0,0,1,0,0,0,0
160079670,5.22876,0.0,0,0,1,0,0,0,0
160579621,5.280322,0.0,0,0,1,0,0,0,0
161079621,5.280322,0.0,0,0,1,0,0,0,0
161579621,5.2078123,0.0,0,0,1,0,0,0,0
162089656,5.2497067,0.0,0,0,1,0,0,0,0
162589621,5.2529297,0.0,0,0,1,0,0,0,0
163089621,5.2497067,0.0,0,0,1,0,0,0,0
163589645,5.24165,0.0,0,0,1,0,0,0,0
164089644,5.2529297,0.0,0,0,1,0,0,0,0
164589621,5.2625976,0.0,0,0,1,0,0,0,0
165089628,5.278711,0.0,0,0,1,0,0,0,0
165589621,5.304492,0.0,0,0,1,0,0,0,0
166089621,5.2480955,0.0,0,0,1,0,0,0,0
166589669,5.21748,0.0,0,0,1,0,0,0,0
167089621,5.235205,0.0,0,0,1,0,0,0,0
167599621,5.2480955,0.0,0,0,1,0,0,0,0
168099621,5.2110353,0.0,0,0,1,0,0,0,0
168599637,5.225537,0.0,0,0,1,0,0,0,0
169099621,5.256152,0.0,0,0,1,0,0,0,0
169599621,5.26582,0.0,0,0,1,0,0,0,0
170099621,5.2770996,0.0,0,0,1,0,0,0,0
170599665,5.2851562,0.0,0,0,1,0,0,0,0
171099621,5.259375,0.0,0,0,1,0,0,0,0
171599621,5.28999,0.0,0,0,1,0,0,0,0
172099626,5.2513185,0.0,0,0,1,0,0,0,0
172609621,5.26582,0.0,0,0,1,0,0,0,0
173109621,5.220703,0.0,0,0,1,0,0,0,0
173609655,5.254541,0.0,0,0,1,0,0,0,0
174109621,5.2223144,0.0,0,0,1,0,0,0,0
174609621,5.220703,0.0,0,0,1,0,0,0,0
175109621,5.2513185,0.0,0,0,1,0,0,0,0
175619621,5.256152,0.0,0,0,1,0,0,0,0
176119621,5.219092,0.0,0,0,1,0,0,0,0
176619622,5.294824,0.0,0,0,1,0,0,0,0
177119629,5.28999,0.0,0,0,1,0,0,0,0
177619633,5.2464843,0.0,0,0,1,0,0,0,0
178119621,5.2335935,0.0,0,0,1,0,0,0,0
178619621,5.2513185,0.0,0,0,1,0,0,0,0
179119621,5.244873,0.0,0,0,1,0,0,0,0
179619621,5.2384276,0.0,0,0,1,0,0,0,0
180129621,5.2513185,0.0,0,0,1,0,0,0,0
180629621,5.2480955,0.0,0,0,1,0,0,0,0
181129621,5.244873,0.0,0,0,1,0,0,0,0
