timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_ga
20235234,2.3189032,0.05050218,0.85236734
20439717,2.4850988,0.06320914,0.85419184
20640519,2.3112192,0.050735477,0.8500204
20840864,2.3468053,0.04952054,0.8557821
21041221,2.36868,0.04594003,0.8551268
21244811,2.3108878,0.041197196,0.85043836
21449005,2.3631368,0.04513709,0.84724104
21651157,2.3977132,0.04289525,0.85505867
21853555,2.3603997,0.036362015,0.8585356
22054324,2.3203568,0.04032097,0.85233873
22254370,2.4000614,0.050984383,0.8567162
22460002,2.3360481,0.041160114,0.85102236
22663208,2.3182635,0.035774257,0.85065895
22863966,2.3801806,0.032209728,0.8433525
23068496,2.3783395,0.031811886,0.84378874
23271924,2.342289,0.036980975,0.84340227
23472823,2.3233595,0.038446285,0.8416392
23677114,2.381163,0.0461344,0.8402098
23878706,2.301874,0.040007126,0.8384857
24077856,2.4086769,0.0449083,0.8382194
24282350,2.381766,0.043325927,0.8397298
24487221,2.3316226,0.043052424,0.8449287
24686679,2.435335,0.046888564,0.8461002
24891192,2.33679,0.036158796,0.8489396
25095417,2.2936938,0.04650492,0.8502263
25296874,2.3613439,0.03936639,0.8454315
25499989,2.3579843,0.040332153,0.84990406
25705641,2.3431022,0.041243173,0.8489171
25904906,2.346275,0.034299575,0.8477363
26109691,2.309357,0.032337025,0.84782815
26313953,2.3517299,0.036979996,0.85346305
26513800,2.3071868,0.041623555,0.8554293
26718420,2.360105,0.04323373,0.85638684
26923405,2.3359134,0.06270678,0.8575025
27123667,2.3560607,0.062305916,0.8543796
27327251,2.3446903,0.050815307,0.8550444
27532212,2.3792021,0.047440484,0.8470199
27732799,2.453833,0.047717582,0.8561376
27936776,2.2846196,0.039804004,0.8545946
28141685,2.3431313,0.0456281,0.8593193
28341130,2.5317965,0.0433687,0.8564999
28545630,2.3918355,0.048925534,0.85358214
28746507,2.2797787,0.032541964,0.8511088
28946336,2.338502,0.041546404,0.8541556
29150927,2.4292443,0.041836485,0.8463832
29355154,2.2788396,0.037946146,0.85328764
29555323,2.3224049,0.042020798,0.8579238
29756019,2.5114312,0.034540933,0.844617
29960305,2.3190215,0.039193675,0.8555347
30161076,2.2800174,0.042054903,0.8535221
30364795,2.3802583,0.048325572,0.85054684
30569645,2.3877347,0.055664964,0.84334916
30770347,2.3061798,0.04339006,0.85017335
30970347,2.3443606,0.039694916,0.85153264
31174365,2.432294,0.045120604,0.855679
31378618,2.2642376,0.038538672,0.84993595
31579439,2.3620875,0.041693863,0.8469054
31783206,2.4043226,0.046072748,0.8582199
31984030,2.3070571,0.038448665,0.8537469
32183982,2.4125981,0.05464146,0.85720783
32388805,2.4411364,0.042033654,0.85289365
32592740,2.3038192,0.0397387,0.85556865
32792813,2.3084984,0.034145225,0.8589537
32997787,2.4942052,0.043229625,0.85463095
33198730,2.3163426,0.04424969,0.8549786
33399923,2.306331,0.052632753,0.8616947
33602351,2.4471455,0.052509017,0.85888994
33807699,2.2898388,0.042753432,0.8607034
34007531,2.3450432,0.04119301,0.85970247
34211186,2.4475794,0.05972552,0.86143494
34416126,2.3371737,0.05949266,0.8591065
34616808,2.3634632,0.06585487,0.85163695
34817797,2.3747447,0.077252954,0.8512986
35020779,2.3569129,0.07791787,0.8601383
35221589,2.4450614,0.06252443,0.8530748
35425798,2.318853,0.054932676,0.8471443
35629515,2.3717132,0.059510633,0.85270995
35830487,2.3646572,0.05571399,0.8537294
36030574,2.3309214,0.06207587,0.8498683
36236109,2.4090574,0.061997965,0.844564
36439217,2.3633058,0.05221033,0.8407641
36640053,2.302614,0.04341814,0.8516332
36844176,2.4114995,0.052562896,0.848665
37047925,2.3395152,0.042411435,0.8542164
37248766,2.3149478,0.047210786,0.85981506
37453818,2.4326205,0.03504502,0.85680777
37657573,2.285541,0.04172545,0.8562494
37857510,2.3193045,0.03744674,0.853499
38062604,2.3620918,0.039868034,0.85479367
38263664,2.4381318,0.04711254,0.85148036
38463686,2.3232923,0.038509015,0.85099506
38667258,2.3577232,0.038704958,0.8451649
38871955,2.3703783,0.041720565,0.8526784
39072301,2.3025227,0.036908478,0.84679586
39275992,2.2933583,0.032757398,0.8551912
39481062,2.4547234,0.04211697,0.85072803
39681039,2.3235376,0.04334381,0.8537515
39885561,2.2869523,0.04556017,0.85282636
40089950,2.4304943,0.044892255,0.84797144
40289857,2.382022,0.04235045,0.85242546
40494355,2.351301,0.037228625,0.8486509
40695188,2.3067975,0.035404865,0.85036516
40895232,2.540593,0.05229491,0.8508253
41095952,2.331218,0.036608413,0.8428892
41300198,2.294474,0.045475148,0.84380275
41500383,2.3596346,0.039624415,0.84855103
41701237,2.371466,0.046118427,0.8458311
41904808,2.2810879,0.04034248,0.846157
42105595,2.3633835,0.03834631,0.84642947
42305566,2.490434,0.051079385,0.84256786
42509863,2.3345516,0.04271896,0.8455032
42714407,2.3387492,0.04252552,0.8428498
42914515,2.4227698,0.046376005,0.8480595
43924039,2.227109,0.044591565,0.851188
44129326,2.3301084,0.03948021,0.85615027
44329260,2.4415905,0.041250974,0.8461886
44533659,2.3518915,0.041551933,0.8511708
44738591,2.2546,0.042372502,0.8569544
44938658,2.4710574,0.043045986,0.8498149
45142438,2.311199,0.040314395,0.8514358
45346756,2.285505,0.043815814,0.85537946
45548200,2.4592857,0.05080711,0.8503612
45751117,2.3923485,0.04251729,0.8509397
45956897,2.2679973,0.03910719,0.8519707
46157004,2.357979,0.045587722,0.8532797
46360817,2.4239166,0.049116347,0.85004336
46565029,2.2445457,0.04137322,0.854196
46766713,2.3520718,0.04472546,0.84722733
46969558,2.4066455,0.050953254,0.8581012
47174533,2.2806234,0.03597422,0.85341144
47374562,2.3400302,0.036846932,0.85218495
47578367,2.4057572,0.039673686,0.845748
47779208,2.3251827,0.038185026,0.8511391
47979261,2.4528005,0.048769448,0.84729725
48180131,2.3401427,0.050375793,0.8425839
48384864,2.3135498,0.039973672,0.8396536
48585587,2.3881488,0.044268787,0.8468683
48788818,2.3501558,0.036393132,0.848869
48993605,2.378141,0.04307918,0.8509175
49193808,2.340904,0.037347727,0.84873134
49393780,2.3496132,0.038047727,0.8465351
49598436,2.3715327,0.030537883,0.8539723
49802569,2.3687072,0.040480655,0.84931105
50004037,2.3728244,0.03911138,0.8488308
50207290,2.3413923,0.041685224,0.8541604
50411502,2.3206773,0.03839765,0.8547167
50612293,2.3475692,0.042108927,0.84907836
50815999,2.3517427,0.043735635,0.84887654
51016845,2.3240244,0.040958855,0.85048074
51216932,2.3297532,0.042615913,0.8487547
51421804,2.3602026,0.043224376,0.8467613
51623186,2.333336,0.04628635,0.8468363
51823332,2.3596673,0.04227081,0.8447649
52026469,2.346957,0.042299964,0.8420935
52231385,2.3150456,0.04042381,0.8428412
52431539,2.3558812,0.04861578,0.85025674
52631934,2.290049,0.049879286,0.8613768
52835953,2.3398983,0.05565939,0.8573561
53040898,2.3266435,0.056505732,0.8453582
53240503,2.4132366,0.053334035,0.8542559
53444798,2.3433537,0.03316041,0.84667337
53648985,2.3536344,0.03613833,0.84418553
53849828,2.3323865,0.037386876,0.8353539
54053536,2.3500524,0.03199789,0.83967024
54254405,2.3154237,0.039061368,0.83426696
54454362,2.35437,0.040152416,0.85042167
54660230,2.420842,0.04050907,0.8472566
54863196,2.348927,0.04101958,0.8497616
55063750,2.378858,0.034778498,0.85506666
55268862,2.4363568,0.035083722,0.8486111
55472007,2.3509932,0.027304675,0.84708357
55672803,2.3497071,0.032819323,0.8471585
55877845,2.3667881,0.040423293,0.8494878
56081596,2.3783948,0.029920302,0.84811676
56281601,2.3466659,0.039073877,0.84682393
56485843,2.381701,0.046042148,0.84174794
56686629,2.3625429,0.046131156,0.84468526
56887251,2.3815894,0.048354156,0.8461603
57087432,2.3151557,0.037289403,0.8447243
57291156,2.3657622,0.03997935,0.84865046
57491974,2.346997,0.045404606,0.84777826
57691963,2.3597822,0.045100182,0.8558537
57897100,2.398084,0.04831761,0.8544617
58100840,2.3349743,0.04750795,0.85490686
58300808,2.3658009,0.03972948,0.8583329
58505844,2.3704195,0.044554815,0.850523
58709576,2.3336508,0.042799685,0.84632653
58910427,2.3600771,0.04489737,0.8586319
59115118,2.3869777,0.04488969,0.8480825
59314876,2.3497975,0.044896193,0.84800774
59515376,2.36318,0.041348998,0.8451863
59716030,2.3494203,0.041606124,0.84308434
59920050,2.3325613,0.033928126,0.8423619
60124996,2.3311136,0.040015176,0.84443295
60325009,2.3260574,0.04492961,0.838216
60528835,2.33842,0.03949971,0.8411911
60733069,2.3421657,0.039410543,0.84574616
60934546,2.421261,0.04487558,0.8492525
61135193,2.3296573,0.037189532,0.85420066
61338445,2.3664618,0.043268044,0.852058
61538361,2.4225187,0.04514314,0.85337955
61743508,2.3391035,0.03572382,0.8484927
61943629,2.329072,0.03742555,0.8452035
62143903,2.4553216,0.04005457,0.85083133
62344273,2.3258176,0.035399847,0.8503853
62548014,2.3424385,0.04206503,0.85312116
62748738,2.445247,0.043928627,0.8522213
62948783,2.3553278,0.036134858,0.8507943
63154600,2.3257437,0.040353645,0.8528173
63357610,2.4185312,0.040955175,0.8507852
63557610,2.3435571,0.033172175,0.8519965
63762651,2.3335187,0.04211072,0.859131
63966440,2.417723,0.04603746,0.8480775
64167201,2.3802812,0.043452192,0.848592
64371781,2.3114214,0.03902422,0.84636515
64576030,2.4010077,0.040132884,0.8542697
64776024,2.3346732,0.039568964,0.8463336
64980985,2.3098073,0.041705657,0.8510049
65184920,2.4187922,0.047028434,0.8458529
65384841,2.337627,0.04239832,0.8499431
65590502,2.3139224,0.035538495,0.8488555
65790724,2.435491,0.03810934,0.8453812
65993692,2.339197,0.037552755,0.84544206
66194441,2.328629,0.047066472,0.8538033
66399126,2.4693716,0.045911435,0.84381354
66599510,2.299598,0.040679798,0.84767157
66800328,2.3197968,0.03448837,0.847939
67004011,2.399312,0.04057155,0.85511786
67208961,2.350697,0.035786793,0.8522175
67409066,2.3192384,0.042574346,0.8588283
67612753,2.4058034,0.04362051,0.85356104
67813733,2.3717587,0.047128625,0.85337764
68013619,2.3314183,0.040559076,0.85848576
68218910,2.381035,0.04053153,0.85409
68419180,2.354875,0.039085664,0.85076475
68618876,2.3465438,0.04978704,0.8475743
68823164,2.4030988,0.044396263,0.8537499
69027571,2.368118,0.04693546,0.8488313
69228258,2.3153732,0.04452283,0.8549401
69428707,2.386917,0.037610725,0.8602456
69631997,2.3604877,0.037964176,0.85219795
69832800,2.3187675,0.04560089,0.8490683
70032542,2.3679466,0.05090338,0.84988576
70237997,2.3869255,0.05014093,0.8504464
70438075,2.340459,0.045437805,0.84663117
70638753,2.3479013,0.04578835,0.8486045
70839190,2.3909466,0.037787363,0.85017896
71042412,2.3208544,0.03702278,0.85236
71243216,2.342406,0.039202876,0.850736
71443173,2.3817613,0.045663677,0.8459928
71649037,2.3574474,0.040657252,0.84424275
71852088,2.3016124,0.039834395,0.8508139
72052003,2.360293,0.036868952,0.848355
72257029,2.3121243,0.04136587,0.8488305
72457842,2.3009965,0.03502071,0.8500554
72658335,2.4055233,0.045779027,0.8533447
72858396,2.3092408,0.039692543,0.8509717
73061621,2.3569598,0.04338664,0.852882
73266700,2.387534,0.04539298,0.8549436
73466613,2.2818801,0.041726768,0.85345554
73671165,2.3236935,0.049231414,0.8532921
73875363,2.4237766,0.061146114,0.8563049
74076907,2.311772,0.044074837,0.8572427
74280093,2.3455706,0.04278471,0.8468105
74480793,2.3925729,0.035799567,0.8493258
74680762,2.3604717,0.036402594,0.8528726
74885061,2.3140435,0.044042148,0.8537083
75086536,2.4207766,0.039943423,0.8494053
75289614,2.3414404,0.04508565,0.85424817
75490472,2.301517,0.036271166,0.8492609
75695148,2.3653405,0.042545192,0.8496927
75896042,2.31656,0.04282129,0.85751003
76096016,2.3166816,0.043990843,0.85093576
76299180,2.4449844,0.05250726,0.84733963
76504984,2.314871,0.04038578,0.8513584
76704115,2.3772464,0.038622767,0.847972
76908823,2.5038707,0.046028562,0.83929217
77113274,2.369973,0.031747412,0.8387239
77313903,2.3553762,0.045137413,0.84719145
77517578,2.4407141,0.052187026,0.8474985
77722034,2.33948,0.048026863,0.8427735
77923442,2.3313732,0.041423813,0.84654355
78126371,2.3443203,0.03481909,0.848729
78327177,2.356605,0.034218807,0.84720874
78527281,2.3638685,0.04327605,0.854079
78727283,2.3959308,0.044481415,0.8545744
78932157,2.375629,0.044770695,0.8542108
79133089,2.3100605,0.03795442,0.85014236
79332999,2.3547678,0.039504666,0.85620576
79536825,2.3955898,0.047492966,0.8526344
79737591,2.3731892,0.04134312,0.8581418
79937573,2.342002,0.04426325,0.8551153
80142004,2.4128423,0.040031146,0.8515438
80343490,2.3180277,0.03791642,0.85677
80546385,2.333441,0.03959472,0.8545462
80747263,2.4171386,0.04438915,0.8614577
80952138,2.3130262,0.043267965,0.8585637
81155242,2.3171244,0.0396556,0.849616
81355743,2.4231002,0.058812954,0.85383004
81560797,2.3563273,0.052704573,0.8546061
81761600,2.3492448,0.042587444,0.8499294
81961233,2.4154572,0.042018518,0.85428286
82165619,2.342515,0.041004688,0.8508906
82369854,2.311011,0.044619396,0.8556207
82570668,2.3414314,0.04177906,0.8526645
82770678,2.3415897,0.04554034,0.8456891
82974354,2.3608012,0.04214138,0.85398567
83175206,2.4651618,0.04806039,0.8491799
83375170,2.2986238,0.031945758,0.8487284
83581116,2.3107483,0.038026,0.84522957
83784035,2.42016,0.04678635,0.8470826
83983935,2.3324342,0.04446778,0.8489242
84189162,2.3319838,0.042317435,0.8525402
84389941,2.3922405,0.037313692,0.853208
84590468,2.3128576,0.035272073,0.8501026
84793511,2.3195882,0.040695667,0.8572109
84998437,2.4109201,0.04221265,0.8540541
85198628,2.37491,0.047354843,0.8547312
85402399,2.3162847,0.04232717,0.8538104
85607482,2.391874,0.04284279,0.8547635
85807695,2.2831962,0.0375072,0.8512171
86008999,2.34299,0.041400306,0.8499492
86211993,2.4902081,0.045710508,0.8522033
86416887,2.3600352,0.046051167,0.85041296
86616983,2.3362885,0.034776606,0.8517583
86820819,2.4124908,0.04156657,0.8601358
87021543,2.386014,0.03829036,0.856888
87221637,2.3514683,0.04296267,0.8550239
87427302,2.425439,0.04113583,0.85411245
87630499,2.3707962,0.04439247,0.8539988
87830509,2.3181846,0.040372167,0.845654
88036228,2.444407,0.034301262,0.8479618
88239157,2.3532019,0.043265413,0.8509839
88439202,2.3706224,0.049485076,0.8508225
88640135,2.4110703,0.047452163,0.8458311
88845067,2.3273768,0.04809035,0.8444007
89045614,2.3572671,0.04249528,0.84705245
89248801,2.3698397,0.038296476,0.84534264
89454929,2.3855395,0.039709184,0.8407596
89654404,2.308738,0.042871155,0.8479314
89857653,2.3709154,0.0445449,0.8550822
90062637,2.3727376,0.05036494,0.8481208
90262860,2.368719,0.048570108,0.8468972
90463626,2.3233716,0.042472683,0.8517533
90667194,2.3066008,0.03260607,0.84690976
90867980,2.3908405,0.049260482,0.8510885
91067993,2.4361918,0.05052764,0.8549182
91273005,2.3395936,0.04450408,0.86281854
91473212,2.313667,0.043608125,0.85020936
91673789,2.3648894,0.04264189,0.8496081
91874031,2.36687,0.04042845,0.84834313
92077353,2.343572,0.04462668,0.8533902
92278441,2.3809752,0.043685652,0.85271436
92478418,2.3135672,0.040395502,0.854655
92682649,2.3226664,0.041474607,0.8523305
92887188,2.3678532,0.03349478,0.8535379
93087277,2.3933995,0.040735643,0.8500012
93288013,2.3663728,0.04537512,0.853414
93492862,2.3336852,0.044703923,0.85097855
93696028,2.4162898,0.0498947,0.848847
93896857,2.3078985,0.04065718,0.8546956
94101022,2.3310776,0.037972603,0.85413414
94301792,2.4434426,0.03793661,0.8515387
94502426,2.3730335,0.040786467,0.85151064
94705519,2.296877,0.03958266,0.84657896
94911470,2.4129057,0.03869043,0.8470841
95110704,2.3868759,0.03832044,0.84312755
95315208,2.3664546,0.03748245,0.8453425
95520155,2.4199457,0.04167967,0.8441672
95720768,2.328541,0.043051798,0.849081
95923938,2.3506458,0.047123395,0.8509466
96124786,2.3680732,0.04898225,0.84728855
96324790,2.341914,0.048178956,0.8512215
96529901,2.344309,0.03985837,0.85031325
96730530,2.3725936,0.04412284,0.8527776
96933513,2.3218932,0.043933112,0.8555444
97134366,2.3338852,0.05445443,0.8494158
97338816,2.3710809,0.0558733,0.8503857
97539542,2.2964287,0.05582511,0.856436
97739691,2.3468583,0.036838528,0.8439297
97943108,2.362253,0.034918897,0.8454116
98148418,2.3528602,0.05337118,0.85389555
98348250,2.4019556,0.049680434,0.8547557
98552863,2.4081366,0.044496585,0.84630287
98757904,2.349491,0.046334587,0.8415528
98957813,2.3623505,0.04247267,0.84789306
99161609,2.3668306,0.04434755,0.85070384
99366472,2.330844,0.047782615,0.8423189
99565789,2.3075998,0.043808047,0.8414321
99770473,2.4085364,0.056168485,0.85436183
99974797,2.3620024,0.061330725,0.84911734
100175625,2.3528264,0.05787116,0.85118973
100379160,2.455047,0.062286448,0.8422652
100580070,2.3697972,0.055808276,0.8480248
100780153,2.3919103,0.055521853,0.84642494
100984770,2.4197366,0.058694206,0.8483938
101188800,2.3255093,0.05391541,0.84395957
101388776,2.3519359,0.041912057,0.84903544
101593797,2.3836138,0.047335625,0.8566907
101797574,2.3986466,0.048847847,0.85619193
101997606,2.3655624,0.051616576,0.85222864
102198537,2.3843215,0.059038874,0.85858446
102402588,2.3527732,0.056696918,0.8522692
102604157,2.3202257,0.0431215,0.85916454
102804255,2.3862271,0.03683474,0.8557033
103004173,2.3894904,0.04388946,0.8584986
103208037,2.3557336,0.046619143,0.853529
103412537,2.3374543,0.050134614,0.8549796
103613049,2.4244618,0.0554607,0.8551172
103816821,2.3472006,0.053693578,0.8565023
104017564,2.3296402,0.040949006,0.85683525
104217604,2.3425257,0.04422142,0.85863423
104422001,2.344479,0.046172302,0.86224294
104622938,2.4881113,0.04386295,0.85717535
104822649,2.392695,0.04020089,0.85318786
105027217,2.2996323,0.04262183,0.85412526
105231993,2.4429524,0.044231895,0.8595608
105435197,2.2802517,0.041903835,0.85959494
105635941,2.311849,0.046124138,0.8632357
105840317,2.343883,0.042112526,0.86563534
106041207,2.317461,0.040988572,0.85462517
106244812,2.355992,0.032833166,0.85504895
106449043,2.3116398,0.041928276,0.8537789
106650743,2.3080554,0.037168786,0.849735
106850001,2.3680894,0.040890228,0.84715825
107054330,2.4059794,0.043555953,0.8473241
107258647,2.3964808,0.035126846,0.8472005
107458607,2.3738,0.03630994,0.8502525
107663173,2.4059618,0.036376953,0.8549633
107863178,2.3535147,0.038388673,0.8561289
108068529,2.3446891,0.039533637,0.8513615
108271966,2.3801045,0.038805813,0.8537167
108472797,2.4714181,0.034161944,0.8559559
108672837,2.364058,0.038628343,0.8591025
108877777,2.3341486,0.038324896,0.8626708
109077866,2.2973292,0.04006402,0.8642461
109278456,2.3579984,0.042317115,0.8544376
109479223,2.4404876,0.041449226,0.8558856
109682390,2.3682675,0.037968636,0.85644543
109883169,2.2997012,0.039835148,0.8592992
110083135,2.3823805,0.041694757,0.85512805
110283152,2.3535998,0.047079694,0.85942656
110488856,2.36662,0.059395254,0.8563938
110692063,2.3430545,0.049883716,0.8579812
110892900,2.38423,0.047216263,0.85916775
111097040,2.5038302,0.043770183,0.85901123
111297101,2.373364,0.044185888,0.8583512
111498696,2.3400908,0.0492695,0.854704
111701633,2.4028363,0.0461199,0.86002696
111902521,2.4108849,0.047214992,0.85936815
112102359,2.302661,0.044634584,0.8558596
112307467,2.3383574,0.040329993,0.8486808
112508251,2.4047482,0.037386995,0.8566003
112711200,2.4554098,0.03853719,0.85608876
112912064,2.3099883,0.036521856,0.8569502
113116473,2.3415983,0.03747301,0.86500674
113316929,2.4559476,0.044655263,0.8573355
113518005,2.3716547,0.044514194,0.8637721
113720895,2.299965,0.044583015,0.8615321
113926623,2.3669834,0.043301556,0.86052823
114126022,2.449503,0.044854134,0.8603949
114329581,2.3651853,0.040530927,0.8525423
114534614,2.3034768,0.038556628,0.85753053
114734683,2.4228418,0.049247503,0.8604476
114939182,2.376433,0.05412927,0.8604905
115143995,2.3235223,0.040609684,0.8571552
115344210,2.3120794,0.036952835,0.84797096
115547998,2.3930569,0.03794516,0.85131955
115752249,2.3736217,0.03805962,0.8582965
115952994,2.3209057,0.039977,0.8589712
116156849,2.3583462,0.03596063,0.84882796
116361099,2.3301427,0.034579948,0.847778
116562386,2.359122,0.040494945,0.8471039
116766347,2.369793,0.0408048,0.85220903
116967204,2.3620996,0.033064693,0.8446881
117167282,2.3899016,0.03407745,0.84429055
117367229,2.420918,0.04397202,0.8483449
117572124,2.3581228,0.04220172,0.84544796
117775106,2.3928635,0.033711374,0.8444318
117975941,2.3322072,0.03395649,0.8498582
118180471,2.479475,0.05188952,0.84559023
118381106,2.2783267,0.04141419,0.8536421
118581231,2.2941124,0.043479394,0.8524535
118782038,2.3427305,0.04092589,0.8408783
118985654,2.4272068,0.04018287,0.8388258
119189934,2.3377948,0.039606307,0.8438552
119390705,2.3347018,0.038464528,0.8397287
120604063,2.409262,0.044902503,0.85790616
120804801,2.4698415,0.03863512,0.85125434
121009611,2.3143904,0.03868371,0.8516814
121212755,2.3775306,0.042315233,0.8502411
121413612,2.4489348,0.038660396,0.85432744
121618051,2.4024813,0.053855684,0.8506837
121818574,2.2949243,0.041407093,0.8472629
122019168,2.319442,0.04037224,0.8498237
122222344,2.4100244,0.04919884,0.8500137
122427437,2.357135,0.042874753,0.85492635
122628289,2.3491516,0.03583573,0.85545695
122829056,2.3164926,0.042363953,0.8522612
123032118,2.4556816,0.051856335,0.85115063
123236274,2.3492959,0.0417229,0.85738087
123437066,2.3079596,0.045462646,0.85385776
123640762,2.3246973,0.041274447,0.84622294
123841655,2.4837937,0.0482781,0.8504039
124041606,2.3662138,0.033019755,0.84325427
124246451,2.322323,0.03464135,0.84593385
124446645,2.3744977,0.040375132,0.84401447
124646637,2.4389706,0.040740844,0.84938705
124848032,2.357667,0.05007814,0.84701395
125051213,2.3337288,0.044429287,0.8497736
125256035,2.3391771,0.045455657,0.84383047
125456770,2.4408216,0.041942626,0.8491769
125659970,2.3680058,0.03768149,0.849835
125860886,2.338888,0.03655268,0.845485
126060832,2.2858622,0.03904313,0.8505392
126265026,2.349648,0.044960313,0.85012347
126469724,2.4243286,0.041416243,0.85053086
126669584,2.4156888,0.046587326,0.84880733
126870449,2.282856,0.03756513,0.8523033
127074646,2.3356712,0.04523192,0.8508845
127275411,2.3706772,0.043368228,0.85423934
127475922,2.520298,0.04707487,0.86021584
127679150,2.3801875,0.035903882,0.85942507
127884248,2.3338256,0.038396966,0.8616971
128084202,2.349125,0.04036199,0.86771697
128288851,2.4073424,0.04025536,0.86699504
128493256,2.390384,0.045662306,0.865379
128693629,2.3294683,0.037101075,0.85972184
128897605,2.3304996,0.042202633,0.8531051
129102454,2.3438857,0.03230785,0.8527979
129303138,2.43036,0.04731117,0.8515655
129506482,2.3425431,0.04254435,0.8528977
129711189,2.3449583,0.03719644,0.8557038
129911630,2.3503852,0.044287413,0.8569445
130115163,2.3376422,0.04360109,0.85081273
130320289,2.3373146,0.043066174,0.8435408
130520851,2.410398,0.042239867,0.8494743
130724015,2.384001,0.0450745,0.8516762
130929942,2.3657775,0.050095588,0.84408677
131129065,2.352777,0.06040506,0.8482598
131333573,2.337462,0.05596458,0.847188
131537914,2.3950558,0.046684712,0.84632564
131737850,2.4572537,0.040288355,0.84076196
131942406,2.389267,0.0407877,0.84073585
132147248,2.3814838,0.032747637,0.83981746
132347468,2.4307852,0.03874074,0.8518954
132551163,2.3483741,0.034759805,0.8575743
132756329,2.3656693,0.033680417,0.8609583
132956213,2.358423,0.038323957,0.8583919
133160065,2.3396354,0.04074466,0.8543843
133364998,2.3266656,0.036607444,0.85663176
133565998,2.3704374,0.04059281,0.85534656
133768750,2.387687,0.043783452,0.8556849
133974415,2.3728201,0.040321648,0.8540565
134174351,2.361679,0.041983835,0.853926
134374575,2.4254308,0.04355747,0.85438484
134578336,2.3369985,0.038498517,0.85363173
134782663,2.368467,0.046919484,0.8508612
134983683,2.3945556,0.05006421,0.8528574
