timestamp,rollspeed,pitchspeed,yawspeed,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
9948388,-0.13871288,-0.19232598,0.46554527,0.97361,-0.04443838,-0.041969616,-0.21988082,0.88778454,-0.018528014,0.022535728,-0.45933378,1
9980465,-0.036964547,0.073803276,0.58124346,0.97444916,-0.046471756,-0.041694555,-0.2157566,0.88778454,-0.018528014,0.022535728,-0.45933378,1
10012334,0.4210509,0.38052028,0.5902885,0.97592413,-0.042621136,-0.038423784,-0.21042608,0.88778454,-0.018528014,0.022535728,-0.45933378,1
10044353,0.17396432,0.6098591,0.7234783,0.97773457,-0.035730064,-0.03099868,-0.20444497,0.88778454,-0.018528014,0.022535728,-0.45933378,1
10076431,-0.041101776,0.67237526,0.8121215,0.9796576,-0.03441742,-0.020235825,-0.19666477,0.88778454,-0.018528014,0.022535728,-0.45933378,1
10108472,0.11858179,0.6423573,0.7916618,0.9814477,-0.031806413,-0.00933826,-0.18884265,0.88778454,-0.018528014,0.022535728,-0.45933378,1
10140370,0.12398504,0.42948672,0.8166153,0.98306966,-0.02875329,-0.00056531525,-0.18096171,0.88778454,-0.018528014,0.022535728,-0.45933378,1
10172419,-0.14571817,0.3285644,0.8661362,0.98456943,-0.027588796,0.0056743296,-0.17271309,0.88778454,-0.018528014,0.022535728,-0.45933378,1
10204391,-0.4528542,0.1928044,0.939609,0.9859891,-0.03325057,0.011377201,-0.16306587,0.88778454,-0.018528014,0.022535728,-0.45933378,1
10236476,-0.5338888,0.21169382,1.0528013,0.98732984,-0.040692873,0.016233707,-0.15251341,0.88778454,-0.018528014,0.022535728,-0.45933378,1
10268440,-0.5039966,0.18256375,1.1815916,0.9887474,-0.04905158,0.02165354,-0.13965607,0.88778454,-0.018528014,0.022535728,-0.45933378,1
10301098,-0.28670713,0.102755554,1.2540945,0.99033237,-0.054124355,0.025742216,-0.12509926,0.88778454,-0.018528014,0.022535728,-0.45933378,1
10329178,-0.34593138,-0.004405029,1.4088401,0.991726,-0.057987306,0.027949478,-0.11106698,0.88778454,-0.018528014,0.022535728,-0.45933378,1
10361106,-0.504571,-0.09791137,1.6277996,0.993271,-0.06409767,0.028985864,-0.09200125,0.88778454,-0.018528014,0.022535728,-0.45933378,1
10393144,-0.8246158,-0.18636143,1.9375694,0.99445546,-0.07437758,0.0295551,-0.06821174,0.88778454,-0.018528014,0.022535728,-0.45933378,1
10425072,-0.68706876,-0.37445626,2.1369455,0.99507695,-0.086010925,0.028311813,-0.04027973,0.88778454,-0.018528014,0.022535728,-0.45933378,1
10457151,-0.65709406,-0.44756156,2.35964,0.9951422,-0.09477532,0.024974678,-0.009264513,0.88778454,-0.018528014,0.022535728,-0.45933378,1
10489094,-0.8015556,-0.53566825,2.6169963,0.9938394,-0.10566021,0.021106904,0.025957694,0.88778454,-0.018528014,0.022535728,-0.45933378,1
10521220,-0.7174956,-0.53423345,2.735721,0.99105954,-0.11592602,0.016887026,0.06385168,0.88778454,-0.018528014,0.022535728,-0.45933378,1
10553089,-0.5745996,-0.42690998,2.8004391,0.98674953,-0.124846205,0.013891927,0.10269286,0.88778454,-0.018528014,0.022535728,-0.45933378,1
10581223,-0.18553787,-0.36181334,2.7984548,0.98224,-0.12796663,0.013244228,0.13657871,0.88778454,-0.018528014,0.022535728,-0.45933378,1
10613071,-0.319024,-0.49723947,2.948669,0.97576684,-0.12941845,0.012369885,0.17600268,0.88778454,-0.018528014,0.022535728,-0.45933378,1
10645117,-0.6865984,-0.49513167,2.938034,0.9667666,-0.13598122,0.009951675,0.21626927,0.88778454,-0.018528014,0.022535728,-0.45933378,1
10677256,-0.19105601,-0.6662032,2.6409876,0.9569556,-0.14055778,0.005852995,0.25386083,0.88778454,-0.018528014,0.022535728,-0.45933378,1
10709229,0.11378614,-0.73484635,2.4328165,0.94813234,-0.13639477,0.0013173297,0.28712326,0.88778454,-0.018528014,0.022535728,-0.45933378,1
10741894,-0.29132733,-0.7504087,2.3576758,0.9380937,-0.13401614,-0.0044407044,0.3193746,0.88778454,-0.018528014,0.022535728,-0.45933378,1
10774043,-0.55672216,-0.8369727,2.057546,0.9275442,-0.13728085,-0.013307336,0.3473309,0.88778454,-0.018528014,0.022535728,-0.45933378,1
10805930,-0.5001205,-0.8999003,1.7577456,0.9178839,-0.14075807,-0.024241334,0.370255,0.88778454,-0.018528014,0.022535728,-0.45933378,1
10838031,-0.32448304,-0.8829595,1.672653,0.90896297,-0.14202532,-0.034901176,0.39038083,0.88778454,-0.018528014,0.022535728,-0.45933378,1
10870109,-0.011977201,-0.94193876,1.7796443,0.8998848,-0.13903208,-0.044323057,0.4109904,0.88778454,-0.018528014,0.022535728,-0.45933378,1
10901938,0.119983286,-0.81718636,1.945915,0.8897194,-0.13324346,-0.051357727,0.43359888,0.88778454,-0.018528014,0.022535728,-0.45933378,1
10933931,0.19395001,-0.7490932,2.0856287,0.87822264,-0.12680893,-0.05573857,0.45775294,0.88778454,-0.018528014,0.022535728,-0.45933378,1
10966038,0.18146597,-0.6242868,2.2230206,0.8649716,-0.12119445,-0.058722243,0.4834127,0.88778454,-0.018528014,0.022535728,-0.45933378,1
10993904,0.42884594,-0.55235547,2.2037325,0.85267574,-0.1153646,-0.058899473,0.5061284,0.88778454,-0.018528014,0.022535728,-0.45933378,1
11026012,0.47404093,-0.574742,2.1896925,0.8385111,-0.10627789,-0.05744444,0.53132313,0.88778454,-0.018528014,0.022535728,-0.45933378,1
11057919,0.19351138,-0.6019802,2.1867697,0.8230638,-0.099313535,-0.058195285,0.5561621,0.88778454,-0.018528014,0.022535728,-0.45933378,1
11089996,0.30061427,-0.6354207,2.054095,0.80745816,-0.092943005,-0.059871152,0.5794726,0.88778454,-0.018528014,0.022535728,-0.45933378,1
11121945,0.04508836,-0.70821434,2.0173166,0.79186577,-0.08632001,-0.06326537,0.60124457,0.88778454,-0.018528014,0.022535728,-0.45933378,1
11153985,-0.051309057,-0.55958736,1.9047403,0.77590483,-0.08355631,-0.068603806,0.6215171,0.88778454,-0.018528014,0.022535728,-0.45933378,1
11185902,0.41820076,-0.4687355,1.7144551,0.76182854,-0.07821224,-0.06978159,0.6392423,0.88778454,-0.018528014,0.022535728,-0.45933378,1
11214764,0.4026604,-0.42529503,1.8177887,0.749254,-0.07118315,-0.068261765,0.6548983,0.88778454,-0.018528014,0.022535728,-0.45933378,1
11246840,0.10462839,-0.25792375,1.9670376,0.7330931,-0.06677748,-0.0674993,0.67346805,0.88778454,-0.018528014,0.022535728,-0.45933378,1
11278702,0.12973861,0.009067504,1.8008871,0.7166735,-0.06692245,-0.06575153,0.69106966,0.88778454,-0.018528014,0.022535728,-0.45933378,1
11310738,0.419675,0.07164003,1.5313972,0.7032809,-0.06610485,-0.060108446,0.7052752,0.88778454,-0.018528014,0.022535728,-0.45933378,1
11342776,0.36493227,0.027877958,1.5980995,0.69068706,-0.06378978,-0.05351073,0.71834457,0.88778454,-0.018528014,0.022535728,-0.45933378,1
11374846,0.35892794,-0.17466106,1.7952361,0.6758154,-0.060799908,-0.048813943,0.73293525,0.88778454,-0.018528014,0.022535728,-0.45933378,1
11406732,0.336575,-0.19526525,1.8802707,0.6587708,-0.05659285,-0.04571117,0.74881834,0.88778454,-0.018528014,0.022535728,-0.45933378,1
11438738,0.4322388,-0.1632803,1.8564208,0.6411499,-0.05213796,-0.041860014,0.76449734,0.88778454,-0.018528014,0.022535728,-0.45933378,1
11470769,0.39775118,-0.16155803,1.8670696,0.62325674,-0.047026493,-0.03718553,0.7797159,0.88778454,-0.018528014,0.022535728,-0.45933378,1
11502742,0.16383074,-0.1459215,1.8502808,0.6048028,-0.04381715,-0.03479168,0.7944075,0.88778454,-0.018528014,0.022535728,-0.45933378,1
11534667,0.21485339,-0.10704593,1.730372,0.5868958,-0.04152041,-0.03316415,0.8079169,0.88778454,-0.018528014,0.022535728,-0.45933378,1
11566817,0.09626021,-0.057781383,1.7387366,0.56955,-0.039749343,-0.031107796,0.82040554,0.88778454,-0.018528014,0.022535728,-0.45933378,1
11598744,-0.14357774,-0.06302325,1.7714641,0.5508619,-0.040365342,-0.032059487,0.83300304,0.88778454,-0.018528014,0.022535728,-0.45933378,1
11627642,-0.017273784,-0.1108083,1.7490308,0.5329072,-0.040665034,-0.03350363,0.8445317,0.88778454,-0.018528014,0.022535728,-0.45933378,1
11659594,0.033059753,-0.15970096,1.7861762,0.51190484,-0.039003786,-0.033930086,0.8574853,0.88778454,-0.018528014,0.022535728,-0.45933378,1
11691600,-0.0407848,-0.1614664,1.8656228,0.48840857,-0.037431207,-0.03528291,0.8710977,0.88778454,-0.018528014,0.022535728,-0.45933378,1
11723523,0.14664215,-0.15603338,1.8023709,0.46344945,-0.035267998,-0.035371795,0.8847144,0.88778454,-0.018528014,0.022535728,-0.45933378,1
11755522,0.1594015,-0.12702301,1.7108852,0.4386163,-0.032414652,-0.033691123,0.89745754,0.88778454,-0.018528014,0.022535728,-0.45933378,1
11787615,-0.04404175,-0.15129772,1.6781285,0.41327006,-0.030279363,-0.033745885,0.9094791,0.88778454,-0.018528014,0.022535728,-0.45933378,1
11819575,-0.100404255,-0.18663491,1.6269331,0.3870086,-0.028629867,-0.036209118,0.9209201,0.88778454,-0.018528014,0.022535728,-0.45933378,1
11851509,-0.043531634,-0.25521433,1.5287745,0.36083597,-0.025885195,-0.03826223,0.9314846,0.88778454,-0.018528014,0.022535728,-0.45933378,1
11879692,-0.1582759,-0.32992986,1.4819169,0.33799264,-0.02267552,-0.041009128,0.93998146,0.88778454,-0.018528014,0.022535728,-0.45933378,1
11911451,-0.4165945,-0.35735118,1.4590198,0.31129023,-0.019200133,-0.047437742,0.94893605,0.88778454,-0.018528014,0.022535728,-0.45933378,1
11943469,-0.413401,-0.28557304,1.4302517,0.28414816,-0.016990276,-0.055947628,0.95699584,0.88778454,-0.018528014,0.022535728,-0.45933378,1
11975554,0.021372927,-0.17291135,1.4941149,0.25634465,-0.015266857,-0.059787672,0.96461385,0.88778454,-0.018528014,0.022535728,-0.45933378,1
12007436,0.33650962,-0.08309175,1.6887649,0.22579063,-0.013428845,-0.056656037,0.97243434,0.88778454,-0.018528014,0.022535728,-0.45933378,1
12039507,0.35203317,0.03742349,1.7137911,0.19276685,-0.012955698,-0.051218968,0.97982126,0.88778454,-0.018528014,0.022535728,-0.45933378,1
12071471,0.4871437,0.068162106,1.4320706,0.16198604,-0.0132878525,-0.04408076,0.9857184,0.88778454,-0.018528014,0.022535728,-0.45933378,1
12103512,0.27916682,0.055150464,1.1345142,0.13579972,-0.013346022,-0.037142728,0.98994994,0.88778454,-0.018528014,0.022535728,-0.45933378,1
12136310,-0.10385832,-0.02906209,0.9472276,0.112472706,-0.01325867,-0.03613002,0.9929092,0.88778454,-0.018528014,0.022535728,-0.45933378,1
12168409,-0.27911296,-0.17875935,0.87163264,0.09151799,-0.011417928,-0.039500467,0.9949542,0.88778454,-0.018528014,0.022535728,-0.45933378,1
12200311,-0.23665811,-0.26409483,0.9303458,0.07034146,-0.0078035416,-0.043826852,0.9965292,0.88778454,-0.018528014,0.022535728,-0.45933378,1
12232346,-0.15544076,-0.21331586,1.068264,0.047378525,-0.003934131,-0.046947908,0.99776536,0.88778454,-0.018528014,0.022535728,-0.45933378,1
12264392,0.050326347,-0.01387713,1.1356399,0.022799637,-0.002468119,-0.04776668,0.9985953,0.88778454,-0.018528014,0.022535728,-0.45933378,1
12292351,0.43735534,0.12742023,1.120946,0.0011950444,-0.003781548,-0.04384847,0.99903035,0.88778454,-0.018528014,0.022535728,-0.45933378,1
12324372,0.56911737,0.092274606,1.1023629,-0.023137605,-0.0060738125,-0.034955136,0.9991026,0.88778454,-0.018528014,0.022535728,-0.45933378,1
12356277,0.30436128,-0.12100944,1.0414357,-0.04681749,-0.0058487453,-0.027615834,0.9985046,0.88778454,-0.018528014,0.022535728,-0.45933378,1
12388313,-0.088191256,-0.20568475,0.8591356,-0.06869498,-0.0026923716,-0.025971213,0.99729604,0.88778454,-0.018528014,0.022535728,-0.45933378,1
12420470,-0.20867439,-0.14097244,0.59145737,-0.086673126,0.0007416194,-0.02847167,0.99582964,0.88778454,-0.018528014,0.022535728,-0.45933378,1
12452369,-0.1279438,-0.05360648,0.39606607,-0.10068439,0.0028336772,-0.03064906,0.9944423,0.88778454,-0.018528014,0.022535728,-0.45933378,1
12484406,-0.13958812,0.037352532,0.3624125,-0.11291452,0.0034410802,-0.032582793,0.9930644,0.88778454,-0.018528014,0.022535728,-0.45933378,1
12516378,-0.025780274,0.06071157,0.32893217,-0.12467496,0.0029216507,-0.033996966,0.99161077,0.88778454,-0.018528014,0.022535728,-0.45933378,1
12545040,0.10912266,-0.0028311173,0.29643828,-0.13453624,0.002535345,-0.033068337,0.9903536,0.88778454,-0.018528014,0.022535728,-0.45933378,1
12577163,0.11648059,-0.13537976,0.28636348,-0.14522785,0.0035830198,-0.030696565,0.9889155,0.88778454,-0.018528014,0.022535728,-0.45933378,1
12609116,0.0487257,-0.2550981,0.22477159,-0.15523157,0.0069686472,-0.028899651,0.9874307,0.88778454,-0.018528014,0.022535728,-0.45933378,1
12641112,-0.039001483,-0.2726492,0.0486586,-0.16327628,0.01150545,-0.027806675,0.98612136,0.88778454,-0.018528014,0.022535728,-0.45933378,1
12673067,-0.25269827,-0.24852026,-0.19243702,-0.16767125,0.016338358,-0.029336328,0.985271,0.88778454,-0.018528014,0.022535728,-0.45933378,1
12705169,-0.49269372,-0.21882334,-0.39625198,-0.16831627,0.021611946,-0.034436814,0.9848943,0.88778454,-0.018528014,0.022535728,-0.45933378,1
12737111,-0.52117527,-0.13473096,-0.55133504,-0.16604441,0.026345842,-0.042394888,0.9848542,0.88778454,-0.018528014,0.022535728,-0.45933378,1
12769201,-0.17854697,-0.051068693,-0.67281896,-0.16149862,0.029228067,-0.046999708,0.98531973,0.88778454,-0.018528014,0.022535728,-0.45933378,1
12801038,0.035087124,-0.033905797,-0.73511297,-0.1556543,0.030625796,-0.04723062,0.9862065,0.88778454,-0.018528014,0.022535728,-0.45933378,1
12833156,0.22239421,-0.14736356,-0.7414437,-0.14921357,0.03233688,-0.04408686,0.98729223,0.88778454,-0.018528014,0.022535728,-0.45933378,1
12865194,0.16937482,-0.26667774,-0.65479445,-0.14377692,0.036129165,-0.039480608,0.9881621,0.88778454,-0.018528014,0.022535728,-0.45933378,1
12897220,0.08599742,-0.21543504,-0.65449315,-0.13906677,0.040537316,-0.036724713,0.9887712,0.88778454,-0.018528014,0.022535728,-0.45933378,1
12929079,0.12629177,-0.06887261,-0.77477884,-0.13302763,0.043311227,-0.03361931,0.9895947,0.88778454,-0.018528014,0.022535728,-0.45933378,1
12961952,-0.09285705,0.15698689,-0.9532335,-0.12422307,0.04332682,-0.03256329,0.99077296,0.88778454,-0.018528014,0.022535728,-0.45933378,1
12993916,-0.17907478,0.29924366,-1.2361373,-0.111539885,0.040661067,-0.034623962,0.99232394,0.88778454,-0.018528014,0.022535728,-0.45933378,1
13025895,-0.007265198,0.27860647,-1.4825861,-0.09427004,0.037301373,-0.03534992,0.99421936,0.88778454,-0.018528014,0.022535728,-0.45933378,1
13058034,-0.033235647,0.10922744,-1.4694684,-0.07525776,0.03554841,-0.034085084,0.99594724,0.88778454,-0.018528014,0.022535728,-0.45933378,1
13089932,-0.16540205,-0.058501396,-1.279846,-0.058451675,0.036789924,-0.03483827,0.9970037,0.88778454,-0.018528014,0.022535728,-0.45933378,1
13121942,-0.036325242,-0.029155146,-1.0838647,-0.044797197,0.038835645,-0.035341248,0.9976152,0.88778454,-0.018528014,0.022535728,-0.45933378,1
13150134,0.10495807,0.067400336,-0.9093995,-0.03533473,0.039144095,-0.033585094,0.9980437,0.88778454,-0.018528014,0.022535728,-0.45933378,1
13181919,-0.019246977,0.2297697,-0.74701864,-0.026975866,0.03729847,-0.0322062,0.9984208,0.88778454,-0.018528014,0.022535728,-0.45933378,1
13213918,0.20644778,0.36424127,-0.6746938,-0.020790158,0.032968182,-0.030442491,0.9987763,0.88778454,-0.018528014,0.022535728,-0.45933378,1
13245928,0.49561828,0.39444095,-0.7202547,-0.0145796435,0.02725486,-0.02354829,0.99924475,0.88778454,-0.018528014,0.022535728,-0.45933378,1
13277917,0.5376789,0.35312608,-0.6984333,-0.008098075,0.021678193,-0.014571586,0.999626,0.88778454,-0.018528014,0.022535728,-0.45933378,1
13310132,0.42698762,0.24163544,-0.5663095,-0.003125913,0.017338915,-0.0058295787,0.99982786,0.88778454,-0.018528014,0.022535728,-0.45933378,1
13341899,-0.041259054,0.13385874,-0.33212024,-0.0010650463,0.014919195,-0.002629405,0.9998847,0.88778454,-0.018528014,0.022535728,-0.45933378,1
13373941,-0.24493793,0.13418484,-0.19087903,-0.001959177,0.013337922,-0.005337353,0.999895,0.88778454,-0.018528014,0.022535728,-0.45933378,1
13402013,-0.23960347,0.19997387,-0.17262097,-0.0036754257,0.011223935,-0.008670591,0.99989265,0.88778454,-0.018528014,0.022535728,-0.45933378,1
13433998,-0.08256051,0.24826238,-0.13133796,-0.005959454,0.007763601,-0.011023246,0.9998914,0.88778454,-0.018528014,0.022535728,-0.45933378,1
13465905,0.05736868,0.20076834,0.02340138,-0.00981345,0.0041548,-0.010904235,0.9998838,0.88778454,-0.018528014,0.022535728,-0.45933378,1
13497959,-0.053806625,0.14973588,0.23896956,-0.01678141,0.0014799973,-0.010635456,0.9998016,0.88778454,-0.018528014,0.022535728,-0.45933378,1
13530718,-0.18957663,0.048679672,0.45308372,-0.027508145,-0.00031163907,-0.013357978,0.99953234,0.88778454,-0.018528014,0.022535728,-0.45933378,1
13562786,0.17867608,-0.10741635,0.6635916,-0.04132326,7.37117e-05,-0.013794572,0.9990506,0.88778454,-0.018528014,0.022535728,-0.45933378,1
13594677,0.48046386,-0.25550252,0.9760132,-0.059298996,0.0025849591,-0.007449092,0.9982091,0.88778454,-0.018528014,0.022535728,-0.45933378,1
13626832,0.033414613,-0.3607766,1.2982588,-0.082612045,0.0075544976,-0.002901544,0.996549,0.88778454,-0.018528014,0.022535728,-0.45933378,1
13658723,-0.6425582,-0.167988,1.3617438,-0.10896041,0.012357487,-0.009078196,0.99392784,0.88778454,-0.018528014,0.022535728,-0.45933378,1
13690672,-0.47517732,0.05147829,1.0951629,-0.13288315,0.013891533,-0.019771349,0.9908371,0.88778454,-0.018528014,0.022535728,-0.45933378,1
13722687,0.18540524,0.20893338,0.8912534,-0.15246893,0.01149775,-0.021977816,0.987997,0.88778454,-0.018528014,0.022535728,-0.45933378,1
13754847,0.08502764,0.27691567,1.0106132,-0.17149214,0.006741443,-0.020093886,0.9849576,0.88778454,-0.018528014,0.022535728,-0.45933378,1
13786771,-0.29645061,0.22708234,1.1967499,-0.19342117,0.0027189858,-0.023598133,0.9808282,0.88778454,-0.018528014,0.022535728,-0.45933378,1
13818690,-0.3734544,0.15582012,1.1544747,-0.21624558,0.0005160143,-0.030315733,0.9758681,0.88778454,-0.018528014,0.022535728,-0.45933378,1
13846736,-0.22678295,0.19078197,0.95482963,-0.23415877,-0.0013080314,-0.035199903,0.97156006,0.88778454,-0.018528014,0.022535728,-0.45933378,1
13879499,-0.08329721,0.15604617,0.69119275,-0.25100735,-0.0042889407,-0.038133513,0.96722424,0.88778454,-0.018528014,0.022535728,-0.45933378,1
13911626,-0.17466687,-0.050091892,0.5557623,-0.26448977,-0.004886093,-0.0404079,0.96352917,0.88778454,-0.018528014,0.022535728,-0.45933378,1
13943503,-0.33304456,-0.23601721,0.51640505,-0.276936,-0.0015562976,-0.043976124,0.95988035,0.88778454,-0.018528014,0.022535728,-0.45933378,1
13975549,-0.2864659,-0.32847574,0.44819382,-0.28866598,0.0041889492,-0.048080564,0.95621264,0.88778454,-0.018528014,0.022535728,-0.45933378,1
14007582,-0.047920443,-0.27198535,0.4112583,-0.2993157,0.009446463,-0.049104206,0.95284295,0.88778454,-0.018528014,0.022535728,-0.45933378,1
14035546,-0.19491227,-0.056763757,0.42525488,-0.30855495,0.011846383,-0.050128788,0.9498109,0.88778454,-0.018528014,0.022535728,-0.45933378,1
14067585,-0.32441735,0.19441746,0.23448403,-0.31762707,0.011886512,-0.05581071,0.94649726,0.88778454,-0.018528014,0.022535728,-0.45933378,1
14099519,0.3387996,0.03493976,-0.0774087,-0.32215247,0.009841698,-0.056984402,0.94492,0.88778454,-0.018528014,0.022535728,-0.45933378,1
14131476,0.26006842,-0.2568995,-0.0058258963,-0.32523227,0.010189749,-0.04994136,0.94425946,0.88778454,-0.018528014,0.022535728,-0.45933378,1
14163511,-0.60005903,-0.1970401,0.16851787,-0.3311053,0.01565074,-0.052915502,0.941979,0.88778454,-0.018528014,0.022535728,-0.45933378,1
14195446,-0.3258374,0.028926045,-0.03555397,-0.33623028,0.01989366,-0.060995188,0.939592,0.88778454,-0.018528014,0.022535728,-0.45933378,1
14227579,0.4191913,0.1363243,-0.31838578,-0.33703798,0.018168949,-0.059956893,0.9394043,0.88778454,-0.018528014,0.022535728,-0.45933378,1
14259492,0.46012235,0.04082565,-0.28832757,-0.3362301,0.014668897,-0.052828796,0.94018257,0.88778454,-0.018528014,0.022535728,-0.45933378,1
14292306,-0.09682392,-0.14350536,-0.08341932,-0.337715,0.015561712,-0.05014636,0.93978286,0.88778454,-0.018528014,0.022535728,-0.45933378,1
14324333,0.02936878,-0.09347248,-0.057952635,-0.34119165,0.018785398,-0.05143556,0.9383975,0.88778454,-0.018528014,0.022535728,-0.45933378,1
14356372,0.6009876,0.12288537,-0.14589806,-0.3436659,0.016797287,-0.045425177,0.93784237,0.88778454,-0.018528014,0.022535728,-0.45933378,1
14388343,0.34312332,0.3614117,-0.08863565,-0.34589764,0.010758367,-0.03917759,0.9373923,0.88778454,-0.018528014,0.022535728,-0.45933378,1
14420319,0.04792522,0.3736132,-0.06925699,-0.34841856,0.004783987,-0.038649976,0.9365297,0.88778454,-0.018528014,0.022535728,-0.45933378,1
14452359,-0.19186364,0.28864428,-0.011716079,-0.3517198,0.0008935753,-0.041882865,0.9351675,0.88778454,-0.018528014,0.022535728,-0.45933378,1
14484287,-0.19023085,0.20021063,0.061117835,-0.35599893,-0.0010709935,-0.0461868,0.93334365,0.88778454,-0.018528014,0.022535728,-0.45933378,1
14516309,-0.13167264,0.15054752,0.2314333,-0.36227098,-0.002344567,-0.04924152,0.9307683,0.88778454,-0.018528014,0.022535728,-0.45933378,1
14548318,-0.11660467,0.18601775,0.4301211,-0.37133703,-0.0040977243,-0.051853742,0.9270401,0.88778454,-0.018528014,0.022535728,-0.45933378,1
14580406,-0.07800304,0.29241082,0.6471962,-0.38337415,-0.0072131692,-0.054637384,0.9219474,0.88778454,-0.018528014,0.022535728,-0.45933378,1
14612273,0.018856457,0.5509732,0.92577815,-0.39875898,-0.013817777,-0.05753853,0.9151447,0.88778454,-0.018528014,0.022535728,-0.45933378,1
14644339,0.082413964,0.7755017,1.1919378,-0.4178951,-0.025221894,-0.06074201,0.90611154,0.88778454,-0.018528014,0.022535728,-0.45933378,1
14672364,0.20448087,0.75417155,1.3501389,-0.43696418,-0.03675925,-0.06285678,0.8965267,0.88778454,-0.018528014,0.022535728,-0.45933378,1
14704384,0.08219683,0.874869,1.5535882,-0.4609294,-0.050668675,-0.06484049,0.8836134,0.88778454,-0.018528014,0.022535728,-0.45933378,1
14736298,0.35770765,1.052056,1.6994559,-0.48628077,-0.06705749,-0.06937852,0.868459,0.88778454,-0.018528014,0.022535728,-0.45933378,1
14768344,1.3124148,0.73534715,2.2669353,-0.51514316,-0.08937773,-0.05983103,0.850329,0.88778454,-0.018528014,0.022535728,-0.45933378,1
14801225,0.22454293,0.4784697,2.6821406,-0.5521589,-0.106340416,-0.04849534,0.8255062,0.88778454,-0.018528014,0.022535728,-0.45933378,1
