timestamp,roll,pitch,yaw,thrust
3365590,0.0,0.0,0.0,0.0
3369630,0.0,0.0,0.0,0.0
3401583,0.0,0.0,0.0,0.0
3433600,0.0,0.0,0.0,0.0
3461634,0.0,0.0,0.0,0.0
3493590,0.0,0.0,0.0,0.0
3525627,0.0,0.0,0.0,0.0
3557586,0.0,0.0,0.0,0.0
3589586,0.0,0.0,0.0,0.0
3622421,0.0,0.0,0.0,0.0
3654401,0.0,0.0,0.0,0.0
3682421,0.0,0.0,0.0,0.0
3714419,0.0,0.0,0.0,0.0
3746487,0.0,0.0,0.0,0.0
3778387,0.0,0.0,0.0,0.0
3810433,0.0,0.0,0.0,0.0
3842441,0.0,0.0,0.0,0.0
3874471,0.0,0.0,0.0,0.0
3906446,0.0,0.0,0.0,0.0
3938458,0.0,0.0,0.0,0.0
3970415,0.0,0.0,0.0,0.0
4002460,0.0,0.0,0.0,0.0
4034392,0.0,0.0,0.0,0.0
4066467,0.0,0.0,0.0,0.0
4098395,0.0,0.0,0.0,0.0
4130414,0.0,0.0,0.0,0.0
4162362,0.0,0.0,0.0,0.0
4194357,0.0,0.0,0.0,0.0
4227234,0.0,0.0,0.0,0.0
4259229,0.0,0.0,0.0,0.0
4291278,0.0,0.0,0.0,0.0
4323190,0.0,0.0,0.0,0.0
4355234,0.0,0.0,0.0,0.0
4387236,0.0,0.0,0.0,0.0
4419273,0.0,0.0,0.0,0.0
4451185,0.0,0.0,0.0,0.0
4483193,0.0,0.0,0.0,0.0
4515232,0.0,0.0,0.0,0.0
4547234,0.0,0.0,0.0,0.0
4579190,0.0,0.0,0.0,0.0
4611187,0.0,0.0,0.0,0.0
4643222,0.0,0.0,0.0,0.0
4675229,0.0,0.0,0.0,0.0
4707221,0.0,0.0,0.0,0.0
4739203,0.0,0.0,0.0,0.0
4767216,0.0,0.0,0.0,0.0
4799196,0.0,0.0,0.0,0.0
4832025,0.0,0.0,0.0,0.0
4864049,0.0,0.0,0.0,0.0
4896023,0.0,0.0,0.0,0.0
4927981,0.0,0.0,0.0,0.0
4960052,0.0,0.0,0.0,0.0
4987987,0.0,0.0,0.0,0.0
5020047,0.0,0.0,0.0,0.0
5052013,0.0,0.0,0.0,0.0
5084018,0.0,0.0,0.0,0.0
5116007,0.0,0.0,0.0,0.0
