timestamp,lat,lon,alt,delta_alt,vel_n,vel_e,vel_d,yaw,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
220948387,45.3815228966,-71.9331017402,232.511,-0.0,-1.16886,-1.09821,0.0393681,-0.97682,1.94432,3.19552,0.0,4,0,0,0
246932301,45.3785752078,-71.933711407,236.271,-0.0,-14.0701,-3.07938,-0.218979,-1.37218,1.95885,3.20336,0.0,4,0,0,0
247133122,45.3785495747,-71.9337195348,236.384,-0.0,-13.9813,-2.88595,-0.171379,-1.37818,1.95865,3.20247,0.0,4,0,0,0
247337883,45.3785236024,-71.9337271178,236.492,-0.0,-13.869,-2.63157,-0.12371,-1.38927,1.95857,3.20169,0.0,4,0,0,0
247538810,45.3784982845,-71.9337339281,236.591,-0.0,-13.7906,-2.37317,-0.113907,-1.40043,1.95842,3.2009,0.0,4,0,0,0
247743552,45.3784725329,-71.9337403077,236.697,-0.0,-13.7158,-2.09414,-0.0658369,-1.41602,1.95373,3.19691,0.0,4,0,0,0
247943496,45.3784474928,-71.9337457817,236.79,-0.0,-13.6442,-1.79599,-0.0285416,-1.43097,1.95359,3.19631,0.0,4,0,0,0
248144291,45.3784225296,-71.9337504931,236.886,-0.0,-13.5635,-1.51089,-0.0254669,-1.44646,1.95353,3.19581,0.0,4,0,0,0
249357076,45.3782751552,-71.9337630339,237.477,-0.0,-13.2786,0.15465,0.0662729,-1.53876,1.9535,3.19378,0.0,4,0,0,0
249557118,45.3782511759,-71.9337625921,237.567,-0.0,-13.2803,0.402826,0.0991398,-1.55421,1.95822,3.19641,0.0,4,0,0,0
249757887,45.3782272735,-71.9337614193,237.659,-0.0,-13.2796,0.670244,0.15382,-1.56949,1.95344,3.19326,0.0,4,0,0,0
249961859,45.378202955,-71.9337596045,237.75,-0.0,-13.2749,0.922534,0.166051,-1.5843,1.95356,3.1931,0.0,4,0,0,0
250162719,45.3781791371,-71.9337571935,237.841,-0.0,-13.2603,1.1756,0.13566,-1.59978,1.95348,3.19285,0.0,4,0,0,0
250363523,45.3781553457,-71.9337539452,237.938,-0.0,-13.245,1.46582,0.154282,-1.61558,1.95339,3.19258,0.0,4,0,0,0
250568399,45.3781311283,-71.9337497528,238.036,-0.0,-13.2215,1.75959,0.180834,-1.63427,1.95326,3.19228,0.0,4,0,0,0
250644318,45.3781221978,-71.9337479565,238.078,-0.0,-13.2084,1.88524,0.141,-1.64157,1.95506,3.19329,0.0,4,0,0,0
250869216,45.3780957893,-71.9337419397,238.178,-0.0,-13.1733,2.23761,0.145322,-1.66433,1.9554,3.19323,0.0,4,0,0,0
251166721,45.3780610268,-71.9337322335,238.304,-0.0,-13.1032,2.78662,0.177997,-1.69899,1.95271,3.19119,0.0,4,0,0,0
274459529,45.3773895364,-71.9300551464,254.427,-0.0,-0.319021,11.1139,-0.61861,-1.8818,1.97093,3.18312,0.0,4,0,0,0
274660446,45.3773892724,-71.9300261901,254.583,-0.0,-0.354258,11.0822,-0.236613,-1.86966,1.97117,3.18295,0.0,4,0,0,0
274861157,45.3773889656,-71.9299974657,254.716,-0.0,-0.413194,10.954,-0.407778,-1.85967,1.97128,3.18273,0.0,4,0,0,0
275061837,45.3773887796,-71.9299691866,254.88,-0.0,-0.467658,10.893,-0.541541,-1.84994,1.97143,3.18253,0.0,4,0,0,0
275262856,45.3773885343,-71.9299410577,255.043,-0.0,-0.514441,10.8042,-0.531618,-1.84213,1.97148,3.18231,0.0,4,0,0,0
275466734,45.3773880979,-71.9299124234,255.198,-0.0,-0.610048,10.7539,-0.485724,-1.83276,1.9719,3.18223,0.0,4,0,0,0
