timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
11223228,11223075,-0.1207467,0.27894792,-0.048951205,0.0,0.0,0.0,0.0,-1.0
11323984,11323846,-0.0895794,0.29058278,-0.05235047,0.0,0.0,0.0,0.0,-1.0
11424026,11423853,-0.08088025,0.28910628,-0.03723798,0.0,0.0,0.0,0.0,-1.0
11528860,11528676,-0.09579246,0.29001436,-0.053494018,0.0,0.0,0.0,0.0,-1.0
11628873,11628675,-0.11529459,0.2678592,-0.057636444,0.0,0.0,0.0,0.0,-1.0
11729694,11729484,-0.04918382,0.26463702,-0.04561932,0.0,0.0,0.0,0.0,-1.0
11830452,11830269,-0.03655217,0.2652959,-0.06603194,0.0,0.0,0.0,0.0,-1.0
11934465,11934293,-0.030472057,0.23721246,-0.052070737,0.0,0.0,0.0,0.0,-1.0
12035283,12035097,-0.001479611,0.23810713,-0.050390523,0.0,0.0,0.0,0.0,-1.0
12135234,12135069,0.020462593,0.23593292,-0.051218133,0.0,0.0,0.0,0.0,-1.0
12236042,12235880,0.05215495,0.24596874,-0.04715718,0.0,0.0,0.0,0.0,-1.0
12340010,12339876,0.047191374,0.22895321,-0.0430346,0.0,0.0,0.0,0.0,-1.0
12440776,12440646,0.077627406,0.21170254,-0.04800549,0.0,0.0,0.0,0.0,-1.0
12540780,12540646,0.10306419,0.20518713,-0.046164297,0.0,0.0,0.0,0.0,-1.0
12641626,12641476,0.13211742,0.2068805,-0.042082213,0.0,0.0,0.0,0.0,-1.0
12745726,12745476,0.11581727,0.18266512,-0.03790076,0.0,0.0,0.0,0.0,-1.0
12846404,12846269,0.1547364,0.18153806,-0.03950218,0.0,0.0,0.0,0.0,-1.0
12946416,12946269,0.15887491,0.17033872,-0.0109428195,0.0,0.0,0.0,0.0,-1.0
13051275,13051118,0.1667807,0.1613663,-0.041639052,0.0,0.0,0.0,0.0,-1.0
13152017,13151875,0.20278198,0.14993677,-0.028006664,0.0,0.0,0.0,0.0,-1.0
13252059,13251869,0.24606228,0.11940798,-0.029103206,0.0,0.0,0.0,0.0,-1.0
13352870,13352652,0.28149715,0.11732818,-0.047824148,0.0,0.0,0.0,0.0,-1.0
13456828,13456646,0.289239,0.102128536,-0.04854225,0.0,0.0,0.0,0.0,-1.0
13557648,13557477,0.3163285,0.10368883,-0.028313665,0.0,0.0,0.0,0.0,-1.0
13657642,13657489,0.32038563,0.094947234,-0.016970515,0.0,0.0,0.0,0.0,-1.0
13758437,13758291,0.3322993,0.11112967,-0.04015566,0.0,0.0,0.0,0.0,-1.0
13862512,13862291,0.32944897,0.06690884,-0.021840662,0.0,0.0,0.0,0.0,-1.0
13963221,13963076,0.36241013,0.078323394,-0.01503384,0.0,0.0,0.0,0.0,-1.0
14063212,14063071,0.35894075,0.04567138,-0.05464888,0.0,0.0,0.0,0.0,-1.0
14168048,14167902,0.3977026,0.051919628,-0.044022355,0.0,0.0,0.0,0.0,-1.0
14268062,14267869,0.38305494,0.018997312,-0.011842796,0.0,0.0,0.0,0.0,-1.0
14368816,14368646,0.39801127,-0.0006749269,-0.053274255,0.0,0.0,0.0,0.0,-1.0
14469650,14469483,0.4105234,-0.0046264995,-0.043215558,0.0,0.0,0.0,0.0,-1.0
14573625,14573476,0.4272392,-0.0057338662,-0.03323672,0.0,0.0,0.0,0.0,-1.0
14673622,14673476,0.40082064,-0.038747564,-0.060661204,0.0,0.0,0.0,0.0,-1.0
14774404,14774269,0.42492005,-0.06715568,-0.05493209,0.0,0.0,0.0,0.0,-1.0
14875221,14875076,0.43180874,-0.08591054,-0.0533325,0.0,0.0,0.0,0.0,-1.0
14979207,14979069,0.4173594,-0.1349713,-0.05877656,0.0,0.0,0.0,0.0,-1.0
15080014,15079869,0.39816508,-0.16281249,-0.06499903,0.0,0.0,0.0,0.0,-1.0
15180032,15179869,0.35830793,-0.16907957,-0.074338615,0.0,0.0,0.0,0.0,-1.0
15280840,15280649,0.35266677,-0.18488233,-0.049315203,0.0,0.0,0.0,0.0,-1.0
15384856,15384683,0.32332194,-0.1944769,-0.1017982,0.0,0.0,0.0,0.0,-1.0
15485724,15485494,0.3136534,-0.2270743,-0.050092094,0.0,0.0,0.0,0.0,-1.0
15585725,15585482,0.30735835,-0.2523592,-0.0711614,0.0,0.0,0.0,0.0,-1.0
15690451,15690304,0.29896376,-0.27703696,-0.058532715,0.0,0.0,0.0,0.0,-1.0
15790448,15790299,0.2873422,-0.29160726,-0.07525276,0.0,0.0,0.0,0.0,-1.0
15891228,15891090,0.26840383,-0.28506947,-0.055090252,0.0,0.0,0.0,0.0,-1.0
15991257,15991069,0.2317626,-0.31553707,-0.07001065,0.0,0.0,0.0,0.0,-1.0
16096009,16095870,0.23127355,-0.3134526,-0.066789776,0.0,0.0,0.0,0.0,-1.0
16196781,16196646,0.19808693,-0.32824194,-0.052179433,0.0,0.0,0.0,0.0,-1.0
16296807,16296669,0.17139067,-0.34673247,-0.07110289,0.0,0.0,0.0,0.0,-1.0
16397598,16397452,0.17845982,-0.36481228,-0.053576294,0.0,0.0,0.0,0.0,-1.0
16501633,16501445,0.18254304,-0.34526852,-0.06428717,0.0,0.0,0.0,0.0,-1.0
16602479,16602276,0.111163944,-0.36908257,-0.05412744,0.0,0.0,0.0,0.0,-1.0
16702546,16702283,0.10207944,-0.39159045,-0.05071615,0.0,0.0,0.0,0.0,-1.0
16803303,16803076,0.09972498,-0.35272917,-0.0477267,0.0,0.0,0.0,0.0,-1.0
16907302,16907118,0.05418427,-0.3578707,-0.051146675,0.0,0.0,0.0,0.0,-1.0
17008045,17007869,-0.02890258,-0.39742005,-0.040973276,0.0,0.0,0.0,0.0,-1.0
17108047,17107876,-0.0114433905,-0.4195633,-0.048053887,0.0,0.0,0.0,0.0,-1.0
17212857,17212673,-0.003467464,-0.3797606,-0.022796094,0.0,0.0,0.0,0.0,-1.0
17312804,17312669,-0.05103929,-0.38208878,-0.035809174,0.0,0.0,0.0,0.0,-1.0
17413585,17413446,-0.102840856,-0.37689593,-0.027793163,0.0,0.0,0.0,0.0,-1.0
17514423,17514282,-0.0653949,-0.37190747,-0.023557873,0.0,0.0,0.0,0.0,-1.0
17618461,17618276,-0.10147203,-0.37460905,-0.017149404,0.0,0.0,0.0,0.0,-1.0
17718413,17718276,-0.09755861,-0.37142235,-0.015168482,0.0,0.0,0.0,0.0,-1.0
17819210,17819069,-0.12086076,-0.38329166,-0.0045821206,0.0,0.0,0.0,0.0,-1.0
17919211,17919069,-0.19002111,-0.3983965,-0.024322521,0.0,0.0,0.0,0.0,-1.0
18024042,18023903,-0.18991949,-0.3875325,0.001002755,0.0,0.0,0.0,0.0,-1.0
18124830,18124695,-0.21360569,-0.37451148,-0.0063688406,0.0,0.0,0.0,0.0,-1.0
18224890,18224669,-0.22967546,-0.36161342,-0.0049380697,0.0,0.0,0.0,0.0,-1.0
18325732,18325452,-0.23592228,-0.36139795,-0.0042994493,0.0,0.0,0.0,0.0,-1.0
18429623,18429445,-0.27814332,-0.34892818,0.00031728076,0.0,0.0,0.0,0.0,-1.0
18530458,18530276,-0.33033052,-0.3352973,-0.0009672761,0.0,0.0,0.0,0.0,-1.0
18630469,18630316,-0.33828333,-0.30487555,-0.0014546961,0.0,0.0,0.0,0.0,-1.0
18735298,18735069,-0.34531417,-0.3013512,0.010393663,0.0,0.0,0.0,0.0,-1.0
18835218,18835077,-0.3526506,-0.2773959,0.0026985572,0.0,0.0,0.0,0.0,-1.0
18936052,18935915,-0.36706132,-0.28185403,0.0033206912,0.0,0.0,0.0,0.0,-1.0
19040047,19039915,-0.37720022,-0.23138493,0.00013008714,0.0,0.0,0.0,0.0,-1.0
19140854,19140715,-0.40048048,-0.23072802,-0.003239599,0.0,0.0,0.0,0.0,-1.0
19241611,19241446,-0.40827012,-0.21832174,-0.005543109,0.0,0.0,0.0,0.0,-1.0
19341623,19341445,-0.396351,-0.18562773,-0.002350498,0.0,0.0,0.0,0.0,-1.0
19442505,19442277,-0.43138838,-0.18794657,-0.0011169546,0.0,0.0,0.0,0.0,-1.0
19546411,19546276,-0.43784085,-0.16714612,-0.008537892,0.0,0.0,0.0,0.0,-1.0
19647219,19647070,-0.4589605,-0.15124647,-0.0051512495,0.0,0.0,0.0,0.0,-1.0
19747242,19747104,-0.4668784,-0.14326437,-0.008759038,0.0,0.0,0.0,0.0,-1.0
19852058,19851876,-0.46619084,-0.10893574,-0.015764084,0.0,0.0,0.0,0.0,-1.0
19952012,19951876,-0.46342215,-0.09835121,-0.024492117,0.0,0.0,0.0,0.0,-1.0
20052804,20052669,-0.4471096,-0.076646894,-0.02171626,0.0,0.0,0.0,0.0,-1.0
20152866,20152676,-0.46075076,-0.050849807,-0.03144209,0.0,0.0,0.0,0.0,-1.0
20257672,20257446,-0.4752945,-0.06999305,-0.020238645,0.0,0.0,0.0,0.0,-1.0
20357670,20357482,-0.4693028,-0.050096154,-0.025679024,0.0,0.0,0.0,0.0,-1.0
20458488,20458307,-0.4817128,-0.044521227,-0.046118546,0.0,0.0,0.0,0.0,-1.0
20562490,20562298,-0.49455974,-0.04003658,-0.041972347,0.0,0.0,0.0,0.0,-1.0
20663227,20663075,-0.47416934,-0.03816541,-0.03816002,0.0,0.0,0.0,0.0,-1.0
20763252,20763113,-0.46692303,-0.023678202,-0.0325369,0.0,0.0,0.0,0.0,-1.0
20864020,20863883,-0.4838236,-0.007258579,-0.039838314,0.0,0.0,0.0,0.0,-1.0
20968008,20967869,-0.47649807,-0.007951217,-0.036904592,0.0,0.0,0.0,0.0,-1.0
21068824,21068669,-0.470333,0.01306996,-0.040619906,0.0,0.0,0.0,0.0,-1.0
21169593,21169452,-0.46352297,0.0242546,-0.034782726,0.0,0.0,0.0,0.0,-1.0
21269602,21269452,-0.4584523,0.043199908,-0.04096133,0.0,0.0,0.0,0.0,-1.0
21374459,21374276,-0.4550027,0.051215302,-0.037005164,0.0,0.0,0.0,0.0,-1.0
21474467,21474276,-0.4474163,0.04765625,-0.044695478,0.0,0.0,0.0,0.0,-1.0
21574492,21574276,-0.43728632,0.061933827,-0.041120876,0.0,0.0,0.0,0.0,-1.0
21675294,21675076,-0.4225688,0.07232357,-0.04317472,0.0,0.0,0.0,0.0,-1.0
21780007,21779870,-0.41517758,0.0765615,-0.048576016,0.0,0.0,0.0,0.0,-1.0
21880072,21879896,-0.41231376,0.07258764,-0.04634011,0.0,0.0,0.0,0.0,-1.0
21980896,21980724,-0.40830928,0.08961842,-0.049505148,0.0,0.0,0.0,0.0,-1.0
22084849,22084669,-0.4003367,0.10120601,-0.049318332,0.0,0.0,0.0,0.0,-1.0
22185690,22185447,-0.39464605,0.10314019,-0.045983255,0.0,0.0,0.0,0.0,-1.0
22285587,22285446,-0.4042965,0.09569244,-0.0437646,0.0,0.0,0.0,0.0,-1.0
22386415,22386276,-0.38880336,0.109908015,-0.041640285,0.0,0.0,0.0,0.0,-1.0
22490464,22490276,-0.37326127,0.11009739,-0.04899503,0.0,0.0,0.0,0.0,-1.0
22591255,22591069,-0.3686919,0.10810118,-0.045442544,0.0,0.0,0.0,0.0,-1.0
22692047,22691870,-0.35919333,0.12064107,-0.0476921,0.0,0.0,0.0,0.0,-1.0
22792018,22791883,-0.36363,0.123146266,-0.04395413,0.0,0.0,0.0,0.0,-1.0
22896824,22896674,-0.3569564,0.12164263,-0.046147972,0.0,0.0,0.0,0.0,-1.0
22996856,22996712,-0.34772363,0.123041585,-0.04431382,0.0,0.0,0.0,0.0,-1.0
23097634,23097452,-0.3350478,0.13777661,-0.043648724,0.0,0.0,0.0,0.0,-1.0
23197616,23197446,-0.33108503,0.15609668,-0.04885898,0.0,0.0,0.0,0.0,-1.0
23302450,23302276,-0.33413085,0.12210572,-0.03800948,0.0,0.0,0.0,0.0,-1.0
23402471,23402275,-0.28360745,0.16964567,-0.04779585,0.0,0.0,0.0,0.0,-1.0
23503264,23503069,-0.313246,0.15126508,-0.036845684,0.0,0.0,0.0,0.0,-1.0
23607311,23607099,-0.29030108,0.16290459,-0.050937258,0.0,0.0,0.0,0.0,-1.0
23708082,23707877,-0.307074,0.16305651,-0.04410588,0.0,0.0,0.0,0.0,-1.0
23808035,23807892,-0.3090914,0.1179969,-0.03900598,0.0,0.0,0.0,0.0,-1.0
23908813,23908677,-0.28067744,0.16138509,-0.045964185,0.0,0.0,0.0,0.0,-1.0
24009598,24009454,-0.33048686,0.140271,-0.037035562,0.0,0.0,0.0,0.0,-1.0
24113646,24113459,-0.32654142,0.13262865,-0.02154654,0.0,0.0,0.0,0.0,-1.0
24213624,24213452,-0.30194902,0.14435963,-0.032505553,0.0,0.0,0.0,0.0,-1.0
24314442,24314269,-0.3113812,0.1285437,-0.029587641,0.0,0.0,0.0,0.0,-1.0
24418419,24418276,-0.2941838,0.14395332,-0.030643828,0.0,0.0,0.0,0.0,-1.0
24519219,24519076,-0.30348998,0.14927371,-0.032372978,0.0,0.0,0.0,0.0,-1.0
24620015,24619877,-0.28633827,0.15986238,-0.03613819,0.0,0.0,0.0,0.0,-1.0
24724046,24723884,-0.30345544,0.1446149,-0.03357513,0.0,0.0,0.0,0.0,-1.0
24828823,24828675,-0.28447118,0.15225562,-0.02950142,0.0,0.0,0.0,0.0,-1.0
24928844,24928703,-0.32013592,0.14978826,-0.030027943,0.0,0.0,0.0,0.0,-1.0
25029662,25029518,-0.30320972,0.15185994,-0.038637385,0.0,0.0,0.0,0.0,-1.0
25129615,25129446,-0.33435458,0.13301395,-0.027988167,0.0,0.0,0.0,0.0,-1.0
25234404,25234269,-0.2923961,0.1254049,-0.029370973,0.0,0.0,0.0,0.0,-1.0
25334459,25334269,-0.27731663,0.11838294,-0.027616467,0.0,0.0,0.0,0.0,-1.0
25435266,25435069,-0.26659468,0.12256926,-0.027545063,0.0,0.0,0.0,0.0,-1.0
25535214,25535076,-0.2901446,0.111633845,-0.027186817,0.0,0.0,0.0,0.0,-1.0
25640071,25639869,-0.2862139,0.1331837,-0.03356508,0.0,0.0,0.0,0.0,-1.0
25740052,25739887,-0.28040048,0.14290988,-0.03482307,0.0,0.0,0.0,0.0,-1.0
25840813,25840676,-0.26708007,0.14506494,-0.03234668,0.0,0.0,0.0,0.0,-1.0
25944853,25944714,-0.26417014,0.13785885,-0.03355098,0.0,0.0,0.0,0.0,-1.0
26049651,26049446,-0.26674128,0.15013814,-0.02887752,0.0,0.0,0.0,0.0,-1.0
26150492,26150269,-0.26623428,0.15565145,-0.030709313,0.0,0.0,0.0,0.0,-1.0
26250416,26250276,-0.26588616,0.15103072,-0.02633039,0.0,0.0,0.0,0.0,-1.0
26351215,26351077,-0.25227317,0.15981811,-0.02431771,0.0,0.0,0.0,0.0,-1.0
26455254,26455083,-0.24886478,0.11191945,-0.03283726,0.0,0.0,0.0,0.0,-1.0
26556043,26555869,-0.22541812,0.14856958,-0.020292183,0.0,0.0,0.0,0.0,-1.0
26656049,26655876,-0.25029552,0.13723768,-0.030030036,0.0,0.0,0.0,0.0,-1.0
26760814,26760669,-0.27892816,0.11450947,-0.025740203,0.0,0.0,0.0,0.0,-1.0
26860821,26860684,-0.21459544,0.14947134,-0.036938433,0.0,0.0,0.0,0.0,-1.0
26961585,26961446,-0.24640113,0.1148837,-0.027697958,0.0,0.0,0.0,0.0,-1.0
27061600,27061461,-0.22091483,0.13576362,-0.039191183,0.0,0.0,0.0,0.0,-1.0
27166413,27166275,-0.25196725,0.09852577,-0.019099917,0.0,0.0,0.0,0.0,-1.0
27266458,27266275,-0.25331646,0.13429815,-0.030463284,0.0,0.0,0.0,0.0,-1.0
27367256,27367077,-0.22411446,0.14309055,-0.030284502,0.0,0.0,0.0,0.0,-1.0
27471292,27471076,-0.21967144,0.13812353,-0.028621055,0.0,0.0,0.0,0.0,-1.0
27572086,27571877,-0.1972162,0.10326375,-0.03443972,0.0,0.0,0.0,0.0,-1.0
27672049,27671881,-0.18381958,0.12700385,-0.034390703,0.0,0.0,0.0,0.0,-1.0
27772867,27772683,-0.21388127,0.13303994,-0.02683588,0.0,0.0,0.0,0.0,-1.0
27873623,27873457,-0.22948538,0.1651268,-0.0383273,0.0,0.0,0.0,0.0,-1.0
27977597,27977452,-0.18200514,0.12902144,-0.025074616,0.0,0.0,0.0,0.0,-1.0
28078408,28078273,-0.1718467,0.102891855,-0.023742683,0.0,0.0,0.0,0.0,-1.0
28178453,28178295,-0.14878014,0.14846638,-0.035717994,0.0,0.0,0.0,0.0,-1.0
28283222,28283084,-0.21077123,0.11338817,-0.017254438,0.0,0.0,0.0,0.0,-1.0
28387245,28387101,-0.20966254,0.107226126,-0.023696354,0.0,0.0,0.0,0.0,-1.0
28488046,28487912,-0.14757468,0.09634094,-0.029239697,0.0,0.0,0.0,0.0,-1.0
28588043,28587876,-0.16191752,0.0869446,-0.019308593,0.0,0.0,0.0,0.0,-1.0
28692824,28692669,-0.15300658,0.11227257,-0.029734705,0.0,0.0,0.0,0.0,-1.0
28792821,28792677,-0.14603838,0.10743727,-0.026251232,0.0,0.0,0.0,0.0,-1.0
28893592,28893446,-0.15900631,0.11581285,-0.021747366,0.0,0.0,0.0,0.0,-1.0
28994410,28994275,-0.14216958,0.09780268,-0.017588379,0.0,0.0,0.0,0.0,-1.0
29098444,29098269,-0.11504086,0.13049479,-0.025792498,0.0,0.0,0.0,0.0,-1.0
29198457,29198275,-0.144158,0.10599081,-0.006222593,0.0,0.0,0.0,0.0,-1.0
29299262,29299077,-0.10455547,0.14756154,-0.02728949,0.0,0.0,0.0,0.0,-1.0
29403299,29403109,-0.16421318,0.09625894,-0.010601496,0.0,0.0,0.0,0.0,-1.0
29504058,29503869,-0.10364959,0.10650744,-0.017287022,0.0,0.0,0.0,0.0,-1.0
29604059,29603876,-0.14470565,0.09043551,-0.021787204,0.0,0.0,0.0,0.0,-1.0
29704847,29704677,-0.14166844,0.09653936,-0.008333188,0.0,0.0,0.0,0.0,-1.0
29808804,29808669,-0.11718227,0.117287286,-0.019489294,0.0,0.0,0.0,0.0,-1.0
29909588,29909447,-0.1166269,0.08453147,-0.011585538,0.0,0.0,0.0,0.0,-1.0
30010416,30010275,-0.112786956,0.09448988,-0.013746609,0.0,0.0,0.0,0.0,-1.0
30110444,30110283,-0.11201366,0.09413547,-0.011584733,0.0,0.0,0.0,0.0,-1.0
30214406,30214269,-0.11991569,0.08801684,-0.013281853,0.0,0.0,0.0,0.0,-1.0
30315220,30315077,-0.10820029,0.0805704,-0.0125988135,0.0,0.0,0.0,0.0,-1.0
30416004,30415870,-0.114926815,0.07077556,-0.014913448,0.0,0.0,0.0,0.0,-1.0
30520038,30519876,-0.11778317,0.082466856,-0.01846048,0.0,0.0,0.0,0.0,-1.0
30620831,30620670,-0.11139937,0.063206665,-0.022879763,0.0,0.0,0.0,0.0,-1.0
30720835,30720670,-0.09043695,0.095433444,-0.02843723,0.0,0.0,0.0,0.0,-1.0
30821621,30821445,-0.1251149,0.1149232,-0.026920587,0.0,0.0,0.0,0.0,-1.0
30925599,30925446,-0.17116043,0.08876338,0.0002663892,0.0,0.0,0.0,0.0,-1.0
31026404,31026269,-0.06275282,0.10178615,-0.0366585,0.0,0.0,0.0,0.0,-1.0
31126469,31126326,-0.12592046,0.068990454,-0.01815753,0.0,0.0,0.0,0.0,-1.0
31227253,31227113,-0.06661649,0.12395957,-0.010090549,0.0,0.0,0.0,0.0,-1.0
31331232,31331083,-0.099819005,0.1073149,-0.0061790464,0.0,0.0,0.0,0.0,-1.0
31432013,31431876,-0.115737826,0.0935469,-0.008904059,0.0,0.0,0.0,0.0,-1.0
31532004,31531870,-0.122335956,0.08105814,-0.011676972,0.0,0.0,0.0,0.0,-1.0
31632822,31632676,-0.08586997,0.083190314,-0.0030668345,0.0,0.0,0.0,0.0,-1.0
31737618,31737453,-0.04663277,0.07284069,-0.0112095885,0.0,0.0,0.0,0.0,-1.0
31841588,31841446,-0.043083362,0.08006148,-0.015735064,0.0,0.0,0.0,0.0,-1.0
31942457,31942283,-0.07865211,0.04694847,0.009594962,0.0,0.0,0.0,0.0,-1.0
32042466,32042285,-0.10736391,0.11822351,-0.02801195,0.0,0.0,0.0,0.0,-1.0
32146468,32146282,-0.18489711,0.07505221,-0.005921245,0.0,0.0,0.0,0.0,-1.0
32247219,32247077,-0.08130485,0.075613335,0.0019122701,0.0,0.0,0.0,0.0,-1.0
32348007,32347870,-0.07430133,0.061842494,-0.01026343,0.0,0.0,0.0,0.0,-1.0
32452027,32451883,-0.09143763,0.07532564,-0.013752607,0.0,0.0,0.0,0.0,-1.0
32552838,32552699,-0.11196784,0.07102608,-0.004444146,0.0,0.0,0.0,0.0,-1.0
32652848,32652675,-0.108322725,0.052943,-0.011347479,0.0,0.0,0.0,0.0,-1.0
32753617,32753445,-0.10325282,0.0694769,-0.00792263,0.0,0.0,0.0,0.0,-1.0
32857593,32857452,-0.103294306,0.06509769,-0.011490814,0.0,0.0,0.0,0.0,-1.0
32958413,32958275,-0.084121324,0.07077496,-0.0054563805,0.0,0.0,0.0,0.0,-1.0
