timestamp,alt_max,landed,freefall,ground_contact,maybe_landed
74712847,inf,1,0,0,0
75719370,inf,1,0,0,0
76727542,inf,1,0,0,0
77729606,inf,1,0,0,0
78745296,inf,1,0,0,0
79756126,inf,1,0,0,0
80761544,inf,1,0,0,0
81773523,inf,1,0,0,0
82783499,inf,1,0,0,0
83791536,inf,1,0,0,0
84792475,inf,1,0,0,0
85801545,inf,1,0,0,0
86808475,inf,1,0,0,0
87821530,inf,1,0,0,0
88829565,inf,1,0,0,0
89838897,inf,1,0,0,0
91863534,inf,1,0,0,0
92870482,inf,1,0,0,0
93882511,inf,1,0,0,0
94894444,inf,1,0,0,0
95898470,inf,1,0,0,0
96910712,inf,1,0,0,0
97918533,inf,1,0,0,0
98922505,inf,1,0,0,0
99940483,inf,1,0,0,0
100947474,inf,1,0,0,0
101964510,inf,1,0,0,0
102979474,inf,1,0,0,0
103983486,inf,1,0,0,0
104997673,inf,1,0,0,0
106009822,inf,1,0,0,0
107017177,inf,1,0,0,0
108033086,inf,1,0,0,0
109042518,inf,1,0,0,0
110046487,inf,1,0,0,0
111053575,inf,1,0,0,0
112058485,inf,1,0,0,0
113077596,inf,1,0,0,0
114084890,inf,1,0,0,0
115103508,inf,1,0,0,0
116112203,inf,1,0,0,0
117119476,inf,1,0,0,0
118125530,inf,1,0,0,0
119136966,inf,1,0,0,0
120142686,inf,1,0,0,0
121153552,inf,1,0,0,0
122170925,inf,1,0,0,0
123182779,inf,1,0,0,0
124186474,inf,1,0,0,0
125205908,inf,1,0,0,0
126220537,inf,1,0,0,0
127225834,inf,1,0,0,0
128233590,inf,1,0,0,0
129237199,inf,1,0,0,0
130244949,inf,1,0,0,0
131250531,inf,1,0,0,0
132252119,inf,1,0,0,0
133254513,inf,1,0,0,0
134260474,inf,1,0,0,0
135267551,inf,1,0,0,0
136274581,inf,1,0,0,0
137283430,inf,1,0,0,0
138298569,inf,1,0,0,0
139305790,inf,1,0,0,0
140308474,inf,1,0,0,0
141324474,inf,1,0,0,0
142329638,inf,1,0,0,0
143342311,inf,1,0,0,0
144346486,inf,1,0,0,0
145352271,inf,1,0,0,0
146370476,inf,1,0,0,0
147375484,inf,1,0,0,0
148383376,inf,1,0,0,0
149391109,inf,1,0,0,0
150402582,inf,1,0,0,0
151412486,inf,1,0,0,0
152420502,inf,1,0,0,0
153428480,inf,1,0,0,0
154435474,inf,1,0,0,0
155445301,inf,1,0,0,0
156449564,inf,1,0,0,0
157456210,inf,1,0,0,0
158462479,inf,1,0,0,0
159467713,inf,1,0,0,0
160484481,inf,1,0,0,0
161491306,inf,1,0,0,0
162498742,inf,1,0,0,0
163499488,inf,1,0,0,0
164502534,inf,1,0,0,0
165513059,inf,1,0,0,0
167529663,inf,1,0,0,0
168531958,inf,1,0,0,0
169535471,inf,1,0,0,0
170544539,inf,1,0,0,0
171546662,inf,1,0,0,0
172554491,inf,1,0,0,0
173559480,inf,1,0,0,0
174568910,inf,1,0,0,0
175578480,inf,1,0,0,0
176584499,inf,1,0,0,0
177595495,inf,1,0,0,0
178599479,inf,1,0,0,0
179610526,inf,1,0,0,0
180627346,inf,1,0,0,0
181637736,inf,1,0,0,0
182642474,inf,1,0,0,0
183649312,inf,1,0,0,0
184668335,inf,1,0,0,0
185676490,inf,1,0,0,0
186684043,inf,1,0,0,0
187690920,inf,1,0,0,0
188698604,inf,1,0,0,0
189704487,inf,1,0,0,0
190710499,inf,1,0,0,0
191713917,inf,1,0,0,0
192718381,inf,1,0,0,0
193736283,inf,1,0,0,0
194756485,inf,1,0,0,0
195762531,inf,1,0,0,0
196774788,inf,1,0,0,0
197786038,inf,1,0,0,0
198791503,inf,1,0,0,0
199798724,inf,1,0,0,0
200812530,inf,1,0,0,0
201827624,inf,1,0,0,0
202834750,inf,1,0,0,0
203846765,inf,1,0,0,0
204858477,inf,1,0,0,0
205863311,inf,1,0,0,0
206873680,inf,1,0,0,0
207882510,inf,1,0,0,0
208901278,inf,1,0,0,0
209903478,inf,1,0,0,0
210914902,inf,1,0,0,0
211927519,inf,1,0,0,0
212935490,inf,1,0,0,0
213956301,inf,1,0,0,0
214966530,inf,1,0,0,0
215977530,inf,1,0,0,0
216990629,inf,1,0,0,0
218000474,inf,1,0,0,0
219002512,inf,1,0,0,0
220006523,inf,1,0,0,0
221015474,inf,1,0,0,0
222026474,inf,1,0,0,0
223026584,inf,1,0,0,0
224036476,inf,1,0,0,0
225043502,inf,1,0,0,0
226051474,inf,1,0,0,0
227054485,inf,1,0,0,0
229063232,inf,1,0,0,0
230076474,inf,1,0,0,0
231087484,inf,1,0,0,0
232099489,inf,1,0,0,0
233104213,inf,1,0,0,0
234115954,inf,1,0,0,0
235118528,inf,1,0,0,0
236129968,inf,1,0,0,0
237130517,inf,1,0,0,0
238136993,inf,1,0,0,0
239145960,inf,1,0,0,0
240153571,inf,1,0,0,0
241158617,inf,1,0,0,0
242170352,inf,1,0,0,0
243175474,inf,1,0,0,0
244188168,inf,1,0,0,0
245195578,inf,1,0,0,0
246206826,inf,1,0,0,0
247218819,inf,1,0,0,0
248230523,inf,1,0,0,0
249244474,inf,1,0,0,0
250244476,inf,1,0,0,0
251255996,inf,1,0,0,0
252262634,inf,1,0,0,0
253274567,inf,1,0,0,0
254283474,inf,1,0,0,0
255284489,inf,1,0,0,0
256293536,inf,1,0,0,0
257302708,inf,1,0,0,0
258314024,inf,1,0,0,0
259320986,inf,1,0,0,0
260332365,inf,1,0,0,0
261340960,inf,1,0,0,0
262348065,inf,1,0,0,0
263356486,inf,1,0,0,0
264359474,inf,1,0,0,0
265360474,inf,1,0,0,0
266364479,inf,1,0,0,0
267376494,inf,1,0,0,0
268390518,inf,1,0,0,0
269401544,inf,1,0,0,0
270412437,inf,1,0,0,0
271416474,inf,1,0,0,0
272426592,inf,1,0,0,0
273429340,inf,1,0,0,0
274437564,inf,1,0,0,0
275452505,inf,1,0,0,0
276462608,inf,1,0,0,0
277480480,inf,1,0,0,0
278489131,inf,1,0,0,0
279493565,inf,1,0,0,0
280509289,inf,1,0,0,0
281519943,inf,1,0,0,0
282527479,inf,1,0,0,0
283534913,inf,1,0,0,0
284540474,inf,1,0,0,0
285547148,inf,1,0,0,0
286560485,inf,1,0,0,0
287565123,inf,1,0,0,0
288580172,inf,1,0,0,0
289587479,inf,1,0,0,0
290604339,inf,1,0,0,0
291612489,inf,1,0,0,0
292616250,inf,1,0,0,0
293620141,inf,1,0,0,0
294627161,inf,1,0,0,0
295634771,inf,1,0,0,0
297660406,inf,1,0,0,0
298668155,inf,1,0,0,0
299679558,inf,1,0,0,0
300680901,inf,1,0,0,0
301685534,inf,1,0,0,0
302692499,inf,1,0,0,0
303713642,inf,1,0,0,0
304726474,inf,1,0,0,0
305733605,inf,1,0,0,0
306743371,inf,1,0,0,0
307753785,inf,1,0,0,0
308763474,inf,1,0,0,0
309769606,inf,1,0,0,0
310772474,inf,1,0,0,0
311784485,inf,1,0,0,0
312791492,inf,1,0,0,0
313792460,inf,1,0,0,0
314807481,inf,1,0,0,0
315818477,inf,1,0,0,0
316827474,inf,1,0,0,0
