timestamp,vel_pos_innov[0],vel_pos_innov[1],vel_pos_innov[2],vel_pos_innov[3],vel_pos_innov[4],vel_pos_innov[5],mag_innov[0],mag_innov[1],mag_innov[2],heading_innov,airspeed_innov,beta_innov,flow_innov[0],flow_innov[1],hagl_innov,vel_pos_innov_var[0],vel_pos_innov_var[1],vel_pos_innov_var[2],vel_pos_innov_var[3],vel_pos_innov_var[4],vel_pos_innov_var[5],mag_innov_var[0],mag_innov_var[1],mag_innov_var[2],heading_innov_var,airspeed_innov_var,beta_innov_var,flow_innov_var[0],flow_innov_var[1],hagl_innov_var,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],drag_innov[0],drag_innov[1],drag_innov_var[0],drag_innov_var[1],aux_vel_innov[0],aux_vel_innov[1]
9158736,0.0,0.0,0.0,0.11028104,0.140619,-0.1270752,0.0,0.0,0.0,-0.12679327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26731235,0.26729968,4.126483,0.0,0.0,0.0,0.09166337,0.0,0.0,0.0,0.0,0.0,0.03167677,0.1931978,0.19580288,0.0,0.0,0.0,0.0,0.0,0.0
9162811,0.0,0.0,0.0,0.11028104,0.140619,-0.1270752,0.0,0.0,0.0,-0.12679327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26731235,0.26729968,4.126483,0.0,0.0,0.0,0.09166337,0.0,0.0,0.0,0.0,0.0,0.030831732,0.18519916,0.18941356,0.0,0.0,0.0,0.0,0.0,0.0
9363597,0.0,0.0,0.0,0.11911746,0.12048154,-0.28067017,0.0,0.0,0.0,-0.12758875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2664449,0.26643145,4.1239862,0.0,0.0,0.0,0.09158243,0.0,0.0,0.0,0.0,0.0,0.030023776,0.14723516,0.16380745,0.0,0.0,0.0,0.0,0.0,0.0
9565096,0.0,0.0,0.0,0.13712704,0.10295216,-0.15484619,0.0,0.0,0.0,-0.08498728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26687738,0.26685998,4.1263266,0.0,0.0,0.0,0.0915222,0.0,0.0,0.0,0.0,0.0,0.026548082,0.1211982,0.13146281,0.0,0.0,0.0,0.0,0.0,0.0
9766085,0.0,0.0,0.0,0.15828006,0.07727077,-0.054748535,0.0,0.0,0.0,-0.06412852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2661997,0.26618177,4.1248918,0.0,0.0,0.0,0.09146407,0.0,0.0,0.0,0.0,0.0,0.023704361,0.13187428,0.12388154,0.0,0.0,0.0,0.0,0.0,0.0
9970682,0.0,0.0,0.0,0.20940025,0.08119243,-0.5076904,0.0,0.0,0.0,-0.08444905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26513717,0.26512742,4.121079,0.0,0.0,0.0,0.0914138,0.0,0.0,0.0,0.0,0.0,0.021249706,0.1642541,0.16904657,0.0,0.0,0.0,0.0,0.0,0.0
10171496,0.0,0.0,0.0,0.30290964,0.09900319,-0.22695923,0.0,0.0,0.0,-0.04817307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2645492,0.26456136,4.1187,0.0,0.0,0.0,0.09135991,0.0,0.0,0.0,0.0,0.0,0.020367192,0.19317503,0.20613426,0.0,0.0,0.0,0.0,0.0,0.0
10376384,0.0,0.0,0.0,0.43729904,0.09574458,-0.18209839,0.0,0.0,0.0,-0.03168297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26412123,0.26418135,4.1165466,0.0,0.0,0.0,0.091318816,0.0,0.0,0.0,0.0,0.0,0.023092303,0.23720758,0.24413557,0.0,0.0,0.0,0.0,0.0,0.0
10577267,0.0,0.0,0.0,0.5504939,0.060316533,-0.21185303,0.0,0.0,0.0,-0.02768004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2638268,0.2639377,4.115189,0.0,0.0,0.0,0.09127882,0.0,0.0,0.0,0.0,0.0,0.024893355,0.2705119,0.28229207,0.0,0.0,0.0,0.0,0.0,0.0
10777874,0.0,0.0,0.0,0.66928345,-0.003516018,-0.2702942,0.0,0.0,0.0,0.016686559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26316792,0.26333147,4.1118565,0.0,0.0,0.0,0.09123333,0.0,0.0,0.0,0.0,0.0,0.030627979,0.34466097,0.3607933,0.0,0.0,0.0,0.0,0.0,0.0
