timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,manual_home
277747683,45.3773844296,-71.9295971352,256.739,-1334.24,-158.49,-77.7895,-1.7546,1,1,0
277839580,45.3773842465,-71.9295849556,256.78,-1334.27,-157.539,-77.8301,-1.75032,1,1,0
277935901,45.3773839876,-71.9295724432,256.811,-1334.29,-156.561,-77.8607,-1.74977,1,1,0
278031628,45.3773837529,-71.9295599633,256.868,-1334.32,-155.586,-77.9182,-1.74531,1,1,0
278133654,45.3773834831,-71.9295469351,256.916,-1334.35,-154.569,-77.9659,-1.74127,1,1,0
278224318,45.377383289,-71.9295350518,256.971,-1334.37,-153.641,-78.021,-1.73414,1,1,0
278324808,45.3773830071,-71.929522256,257.027,-1334.4,-152.641,-78.0769,-1.72921,1,1,0
278417112,45.3773828228,-71.9295104883,257.082,-1334.42,-151.722,-78.1326,-1.72619,1,1,0
278517776,45.377382621,-71.929497862,257.129,-1334.45,-150.736,-78.1796,-1.72448,1,1,0
278619500,45.3773825126,-71.9294851321,257.19,-1334.46,-149.742,-78.24,-1.72059,1,1,0
278722174,45.3773823185,-71.9294720324,257.232,-1334.48,-148.718,-78.2823,-1.7178,1,1,0
278814069,45.3773821441,-71.9294603455,257.28,-1334.5,-147.806,-78.3302,-1.71541,1,1,0
278919144,45.3773818468,-71.9294471167,257.326,-1334.53,-146.772,-78.3761,-1.71218,1,1,0
279015582,45.3773816802,-71.9294350165,257.374,-1334.55,-145.827,-78.4245,-1.71014,1,1,0
279120705,45.3773814268,-71.9294219273,257.421,-1334.58,-144.805,-78.4715,-1.70607,1,1,0
279215678,45.3773812667,-71.9294099484,257.475,-1334.6,-143.869,-78.5247,-1.706,1,1,0
279323997,45.3773810111,-71.9293965455,257.539,-1334.63,-142.822,-78.5893,-1.69812,1,1,0
279428828,45.3773808445,-71.9293836107,257.632,-1334.64,-141.812,-78.6823,-1.69288,1,1,0
279536539,45.3773804912,-71.92937038,257.708,-1334.68,-140.779,-78.7578,-1.6804,1,1,0
279639585,45.3773802169,-71.9293581211,257.775,-1334.71,-139.821,-78.8248,-1.67823,1,1,0
279741740,45.377379756,-71.9293454658,257.82,-1334.77,-138.833,-78.8704,-1.6738,1,1,0
279842776,45.3773794675,-71.9293331478,257.856,-1334.8,-137.871,-78.9062,-1.6697,1,1,0
279943540,45.3773789484,-71.9293208402,257.848,-1334.85,-136.909,-78.8983,-1.66528,1,1,0
280045978,45.3773786588,-71.9293085155,257.867,-1334.89,-135.947,-78.9175,-1.66313,1,1,0
280147688,45.3773781793,-71.9292958337,257.889,-1334.94,-134.956,-78.9397,-1.6618,1,1,0
