timestamp,roll,pitch,yaw,thrust
3374412,0.0,0.0,0.0,0.0
3378431,0.0,0.0,0.0,0.0
3410433,0.0,0.0,0.0,0.0
3442436,0.0,0.0,0.0,0.0
3474413,0.0,0.0,0.0,0.0
3506416,0.0,0.0,0.0,0.0
3538404,0.0,0.0,0.0,0.0
3566403,0.0,0.0,0.0,0.0
3599180,0.0,0.0,0.0,0.0
3631207,0.0,0.0,0.0,0.0
3663212,0.0,0.0,0.0,0.0
3695233,0.0,0.0,0.0,0.0
3727194,0.0,0.0,0.0,0.0
3756047,0.0,0.0,0.0,0.0
3787980,0.0,0.0,0.0,0.0
3820017,0.0,0.0,0.0,0.0
3852002,0.0,0.0,0.0,0.0
3884047,0.0,0.0,0.0,0.0
3915988,0.0,0.0,0.0,0.0
3944872,0.0,0.0,0.0,0.0
3976783,0.0,0.0,0.0,0.0
4008776,0.0,0.0,0.0,0.0
4040810,0.0,0.0,0.0,0.0
4072826,0.0,0.0,0.0,0.0
4104783,0.0,0.0,0.0,0.0
4133628,0.0,0.0,0.0,0.0
4165706,0.0,0.0,0.0,0.0
4197585,0.0,0.0,0.0,0.0
4229629,0.0,0.0,0.0,0.0
4261644,0.0,0.0,0.0,0.0
4293671,0.0,0.0,0.0,0.0
4323225,0.0,0.0,0.0,0.0
4355217,0.0,0.0,0.0,0.0
4387199,0.0,0.0,0.0,0.0
4419193,0.0,0.0,0.0,0.0
4451239,0.0,0.0,0.0,0.0
4483213,0.0,0.0,0.0,0.0
4511232,0.0,0.0,0.0,0.0
4543232,0.0,0.0,0.0,0.0
4575194,0.0,0.0,0.0,0.0
4607190,0.0,0.0,0.0,0.0
4639232,0.0,0.0,0.0,0.0
4672010,0.0,0.0,0.0,0.0
4704076,0.0,0.0,0.0,0.0
4735986,0.0,0.0,0.0,0.0
4767979,0.0,0.0,0.0,0.0
4800012,0.0,0.0,0.0,0.0
4831988,0.0,0.0,0.0,0.0
4864835,0.0,0.0,0.0,0.0
4892816,0.0,0.0,0.0,0.0
4924787,0.0,0.0,0.0,0.0
4956782,0.0,0.0,0.0,0.0
4988808,0.0,0.0,0.0,0.0
5020813,0.0,0.0,0.0,0.0
5053561,0.0,0.0,0.0,0.0
5081613,0.0,0.0,0.0,0.0
5113603,0.0,0.0,0.0,0.0
5145584,0.0,0.0,0.0,0.0
5177637,0.0,0.0,0.0,0.0
5209611,0.0,0.0,0.0,0.0
5242357,0.0,0.0,0.0,0.0
5274380,0.0,0.0,0.0,0.0
5306379,0.0,0.0,0.0,0.0
5338441,0.0,0.0,0.0,0.0
5370352,0.0,0.0,0.0,0.0
5403183,0.0,0.0,0.0,0.0
5435181,0.0,0.0,0.0,0.0
5463226,0.0,0.0,0.0,0.0
5495188,0.0,0.0,0.0,0.0
5527246,0.0,0.0,0.0,0.0
5559225,0.0,0.0,0.0,0.0
5591179,0.0,0.0,0.0,0.0
5623187,0.0,0.0,0.0,0.0
5656000,0.0,0.0,0.0,0.0
5683988,0.0,0.0,0.0,0.0
5716006,0.0,0.0,0.0,0.0
5748021,0.0,0.0,0.0,0.0
5779990,0.0,0.0,0.0,0.0
5812822,0.0,0.0,0.0,0.0
5844790,0.0,0.0,0.0,0.0
5872839,0.0,0.0,0.0,0.0
5904813,0.0,0.0,0.0,0.0
5936851,0.0,0.0,0.0,0.0
5968787,0.0,0.0,0.0,0.0
6001584,0.0,0.0,0.0,0.0
6033608,0.0,0.0,0.0,0.0
6061586,0.0,0.0,0.0,0.0
6093597,0.0,0.0,0.0,0.0
6125745,0.0,0.0,0.0,0.0
6158435,0.0,0.0,0.0,0.0
6190352,0.0,0.0,0.0,0.0
6222413,0.0,0.0,0.0,0.0
6254417,0.0,0.0,0.0,0.0
6282480,0.0,0.0,0.0,0.0
6314415,0.0,0.0,0.0,0.0
6347199,0.0,0.0,0.0,0.0
6379165,0.0,0.0,0.0,0.0
6411162,0.0,0.0,0.0,0.0
6443169,0.0,0.0,0.0,0.0
6471195,0.0,0.0,0.0,0.0
6503193,0.0,0.0,0.0,0.0
6535226,0.0,0.0,0.0,0.0
6567987,0.0,0.0,0.0,0.0
6599982,0.0,0.0,0.0,0.0
6632029,0.0,0.0,0.0,0.0
6664025,0.0,0.0,0.0,0.0
6691997,0.0,0.0,0.0,0.0
6724025,0.0,0.0,0.0,0.0
6756022,0.0,0.0,0.0,0.0
6788792,0.0,0.0,0.0,0.0
6820812,0.0,0.0,0.0,0.0
6852821,0.0,0.0,0.0,0.0
6880827,0.0,0.0,0.0,0.0
6913623,0.0,0.0,0.0,0.0
6945623,0.0,0.0,0.0,0.0
6977614,0.0,0.0,0.0,0.0
7009580,0.0,0.0,0.0,0.0
7041621,0.0,0.0,0.0,0.0
7070376,0.0,0.0,0.0,0.0
7102470,0.0,0.0,0.0,0.0
7134410,0.0,0.0,0.0,0.0
7166440,0.0,0.0,0.0,0.0
7198386,0.0,0.0,0.0,0.0
7230454,0.0,0.0,0.0,0.0
7262462,0.0,0.0,0.0,0.0
