timestamp,voltage5V_v,voltage3V3_v,v3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5V_OC,hipower_5V_OC
3235603,5.219092,0.0,0,0,1,0,0,0,0
3735603,5.244873,0.0,0,0,1,0,0,0,0
4245603,5.2464843,0.0,0,0,1,0,0,0,0
4745603,5.215869,0.0,0,0,1,0,0,0,0
5245603,5.2464843,0.0,0,0,1,0,0,0,0
5745610,5.2738767,0.0,0,0,1,0,0,0,0
6245603,5.2738767,0.0,0,0,1,0,0,0,0
6745603,5.244873,0.0,0,0,1,0,0,0,0
7245603,5.2916017,0.0,0,0,1,0,0,0,0
7745603,5.2770996,0.0,0,0,1,0,0,0,0
8245603,5.264209,0.0,0,0,1,0,0,0,0
8745603,5.244873,0.0,0,0,1,0,0,0,0
9255603,5.2368164,0.0,0,0,1,0,0,0,0
9755610,5.293213,0.0,0,0,1,0,0,0,0
10255608,5.2497067,0.0,0,0,1,0,0,0,0
10755603,5.219092,0.0,0,0,1,0,0,0,0
11265626,5.2480955,0.0,0,0,1,0,0,0,0
11765606,5.2384276,0.0,0,0,1,0,0,0,0
12265603,5.2142577,0.0,0,0,1,0,0,0,0
12765603,5.2867675,0.0,0,0,1,0,0,0,0
13265603,5.2867675,0.0,0,0,1,0,0,0,0
13765607,5.240039,0.0,0,0,1,0,0,0,0
14265603,5.2497067,0.0,0,0,1,0,0,0,0
14765624,5.24165,0.0,0,0,1,0,0,0,0
15265603,5.22876,0.0,0,0,1,0,0,0,0
15775603,5.244873,0.0,0,0,1,0,0,0,0
16275610,5.2513185,0.0,0,0,1,0,0,0,0
16775603,5.244873,0.0,0,0,1,0,0,0,0
17275603,5.270654,0.0,0,0,1,0,0,0,0
17775603,5.256152,0.0,0,0,1,0,0,0,0
18285603,5.28999,0.0,0,0,1,0,0,0,0
18785603,5.2867675,0.0,0,0,1,0,0,0,0
19285610,5.2497067,0.0,0,0,1,0,0,0,0
19785603,5.2368164,0.0,0,0,1,0,0,0,0
20295652,5.294824,0.0,0,0,1,0,0,0,0
20795603,5.2368164,0.0,0,0,1,0,0,0,0
21295608,5.2110353,0.0,0,0,1,0,0,0,0
21795603,5.2335935,0.0,0,0,1,0,0,0,0
22295603,5.2384276,0.0,0,0,1,0,0,0,0
22805603,5.2126465,0.0,0,0,1,0,0,0,0
23305603,5.2851562,0.0,0,0,1,0,0,0,0
